Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_pod-pod-25,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_pod-pod-25,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,pod-restart-count-pod-25,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
158,44,818.5227272727273,3998,0,12560543744,1229,,4300,,,998,,5756,374,,,121543,495.0,8151.0,,,203,28386,,3989,,,1536.0,,1263,178220,0.028,,0.0348,,,0.0018,,0.0816,0.00195,,,0.0453,0.00117,0.0364,,,0.00309,0.0229,,0.0198,,,0.0039,,0.00335,0.0237,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0235,0.0227,0.0215,0.0214,0.0205,62.0,58.0,85.0,63.0,68.0,12556259328.0,12542488576.0,12538376192.0,12537688064.0,12526657536.0,62.4,0.02256,12547071180.8,0.028,,0.07438,0.84049,872714784768,12.0907796321935,23.253826288848764,0.023423514943588058
160,114,796.078947368421,3997,0,12562403328,1229,,5351,,,998,,5795,374,,,122360,494.0,8252.0,,,203,28582,,4016,,,1495.0,,1263,180412,0.028,,0.0348,,,0.0018,,0.0816,0.00195,,,0.0457,0.00116,0.0369,,,0.00309,0.0231,,0.0203,,,0.0039,,0.00335,0.0238,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0237,0.0235,0.0227,0.0215,0.0214,44.0,62.0,58.0,85.0,63.0,12560543744.0,12556259328.0,12542488576.0,12538376192.0,12537688064.0,72.6,0.02304,12552014233.6,0.028,,0.0776,0.86429,885277188096,12.10300394609857,23.253974327532116,0.023521195041345824
162,59,694.1525423728814,3997,0,12566732800,1229,,5387,,,998,,5835,374,,,123444,499.0,9046.0,,,205,28777,,4043,,,1836.0,,1263,182935,0.0292,,0.0348,,,0.0018,,0.0816,0.00195,,,0.046,0.00114,0.0373,,,0.00309,0.0232,,0.021,,,0.0039,,0.00335,0.024,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0238,0.0237,0.0235,0.0227,0.0215,114.0,44.0,62.0,58.0,85.0,12562403328.0,12560543744.0,12556259328.0,12542488576.0,12538376192.0,67.4,0.02354,12557685555.2,0.028239999999999998,,0.08092000000000002,0.88829,897843920896,12.116891643878931,23.254318905397465,0.023716526617316044
164,71,329.0,3926,0,12570996736,1229,,5388,,,1102,,5874,379,,,124304,499.0,9156.0,,,205,33904,,4054,,,1836.0,,1263,189194,0.0292,,0.0337,,,0.00188,,0.0816,0.00195,,,0.0463,0.00112,0.0406,,,0.00299,0.0234,,0.021,,,0.0039,,0.00335,0.0242,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.024,0.0238,0.0237,0.0235,0.0227,59.0,114.0,44.0,62.0,58.0,12566732800.0,12562403328.0,12560543744.0,12556259328.0,12542488576.0,70.0,0.02384,12563387187.2,0.02848,,0.08150000000000002,0.91249,910414917632,12.150533508189403,23.254658151313404,0.023911820046312877
166,43,728.9069767441861,3797,0,12568760320,1229,,5468,,,1140,,5899,379,,,125164,499.0,9266.0,,,205,34133,,4054,,,1836.0,,1318,190592,0.0282,,0.0334,,,0.00188,,0.0816,0.00201,,,0.0451,0.00114,0.0411,,,0.00342,0.0253,,0.021,,,0.00404,,0.00335,0.0243,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0242,0.024,0.0238,0.0237,0.0235,71.0,59.0,114.0,44.0,62.0,12570996736.0,12566732800.0,12562403328.0,12560543744.0,12556259328.0,66.2,0.024,12565887385.6,0.02852,,0.0816,0.93679,922983677952,12.157895543399801,23.2544802326485,0.024009452460351865
168,120,608.7166666666667,3878,0,12571529216,1255,,5506,,,1140,,5965,379,,,151191,499.0,9377.0,,,205,34338,,4646,,,1885.0,,1429,217815,0.0351,,0.0364,,,0.00188,,0.0816,0.00201,,,0.0541,0.00123,0.0416,,,0.00354,0.0253,,0.021,,,0.00404,,0.00371,0.026,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0243,0.0242,0.024,0.0238,0.0237,43.0,71.0,59.0,114.0,44.0,12568760320.0,12570996736.0,12566732800.0,12562403328.0,12560543744.0,81.4,0.02446,12568084480.0,0.02994,,0.0816,0.96279,935555207168,12.291405948674448,23.254700508234986,0.02566774674857779
170,60,396.76666666666665,3877,0,12575227904,1263,,5544,,,1140,,6565,388,,,152223,499.0,9487.0,,,205,34641,,4748,,,1898.0,,1436,220039,0.0351,,0.0375,,,0.00213,,0.0881,0.00201,,,0.0544,0.00121,0.0421,,,0.00354,0.0257,,0.0236,,,0.00404,,0.00388,0.027,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.026,0.0243,0.0242,0.024,0.0238,120.0,43.0,71.0,59.0,114.0,12571529216.0,12568760320.0,12570996736.0,12566732800.0,12562403328.0,70.6,0.0251,12570649395.2,0.03136,,0.0829,0.9897900000000001,948130435072,12.301564626989395,23.254994676426033,0.02664193094642118
172,88,275.77272727272725,3973,0,12570365952,1302,,5583,,,1140,,6610,388,,,153254,499.0,9597.0,,,199,34886,,4780,,,1911.0,,1436,221586,0.0351,,0.0375,,,0.00213,,0.0881,0.00201,,,0.0548,0.00119,0.0426,,,0.00354,0.0259,,0.0236,,,0.00404,,0.00388,0.027,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.027,0.026,0.0243,0.0242,0.024,60.0,120.0,43.0,71.0,59.0,12575227904.0,12571529216.0,12568760320.0,12570996736.0,12566732800.0,76.4,0.0257,12571376025.6,0.03254,,0.0842,1.01679,960700801024,12.308570567874524,23.25460797233083,0.02664193094642118
174,79,385.67088607594934,3974,0,12558483456,1466,,6334,,,1140,,6655,388,,,154286,499.0,10342.0,,,198,35131,,4808,,,2178.0,,1436,224862,0.0367,,0.0375,,,0.00213,,0.0924,0.00201,,,0.0549,0.00117,0.0431,,,0.00354,0.0261,,0.0236,,,0.00412,,0.00388,0.0276,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.027,0.027,0.026,0.0243,0.0242,88.0,60.0,120.0,43.0,71.0,12570365952.0,12575227904.0,12571529216.0,12568760320.0,12570996736.0,78.0,0.026379999999999997,12568873369.6,0.03404,,0.08636,1.0443900000000002,973259284480,12.323246606849548,23.25366224682691,0.027225986253591457
176,86,384.36046511627904,3973,0,12560162816,1466,,6377,,,1140,,6701,388,,,155545,499.0,10459.0,,,214,38909,,4808,,,2193.0,,1436,230135,0.0367,,0.0375,,,0.00213,,0.0924,0.00204,,,0.0556,0.00115,0.0436,,,0.00354,0.0281,,0.0236,,,0.00412,,0.00388,0.0279,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0276,0.027,0.027,0.026,0.0243,79.0,88.0,60.0,120.0,43.0,12558483456.0,12570365952.0,12575227904.0,12571529216.0,12568760320.0,86.6,0.027100000000000003,12567153868.8,0.03574,,0.08852,1.0722900000000002,985819447296,12.346425717501626,23.253795961039387,0.027517886036739245
178,96,417.7291666666667,3973,0,12564426752,1466,,6420,,,1140,,6746,390,,,156626,499.0,10577.0,,,218,39179,,4808,,,2204.0,,1436,231709,0.0367,,0.0375,,,0.00213,,0.0924,0.00204,,,0.056,0.00113,0.0441,,,0.00354,0.0283,,0.0246,,,0.00412,,0.00388,0.028,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0279,0.0276,0.027,0.027,0.026,86.0,79.0,88.0,60.0,120.0,12560162816.0,12558483456.0,12570365952.0,12575227904.0,12571529216.0,81.8,0.027500000000000004,12565733376.0,0.03606,,0.09068,1.1002900000000002,998383874048,12.353241868746794,23.254135384378348,0.027615167032973367
180,47,422.2340425531915,4067,0,12563001344,1466,,6463,,,1106,,6791,390,,,157707,499.0,10694.0,,,218,39448,,4919,,,2204.0,,1436,233342,0.0367,,0.0395,,,0.00224,,0.0924,0.00208,,,0.061,0.00112,0.0446,,,0.00369,0.0284,,0.0246,,,0.00412,,0.00388,0.0287,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.028,0.0279,0.0276,0.027,0.027,96.0,86.0,79.0,88.0,60.0,12564426752.0,12560162816.0,12558483456.0,12570365952.0,12575227904.0,79.2,0.027840000000000004,12563288064.0,0.03638,,0.09154,1.1289900000000002,1010946875392,12.360264753070721,23.2540219300291,0.028295869154847303
182,93,768.1182795698925,3848,0,12566876160,1466,,6470,,,1127,,6847,390,,,182422,499.0,10812.0,,,218,39718,,4807,,,2204.0,,1436,258417,0.0367,,0.0395,,,0.00239,,0.0924,0.00208,,,0.0614,0.0011,0.0497,,,0.00401,0.0286,,0.0246,,,0.00399,,0.00388,0.0292,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0287,0.028,0.0279,0.0276,0.027,47.0,96.0,86.0,79.0,88.0,12563001344.0,12564426752.0,12560162816.0,12558483456.0,12570365952.0,80.2,0.02828,12562590105.6,0.0367,,0.0924,1.15819,1023513751552,12.462333707907202,23.254330313229918,0.02878180142545205
184,87,527.528735632184,3848,0,12570157056,1598,,6562,,,1406,,6894,390,,,183665,499.0,10929.0,,,218,39987,,4807,,,2256.0,,1691,260902,0.0355,,0.0414,,,0.00239,,0.0924,0.00208,,,0.0618,0.00108,0.0503,,,0.00401,0.0289,,0.0246,,,0.00436,,0.00458,0.0294,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0292,0.0287,0.028,0.0279,0.0276,93.0,47.0,96.0,86.0,79.0,12566876160.0,12563001344.0,12564426752.0,12560162816.0,12558483456.0,81.8,0.02864,12564924825.6,0.036460000000000006,,0.0924,1.1875900000000001,1036083908608,12.4719039697172,23.254591354060803,0.028976108236517098
186,86,623.6976744186046,3904,0,12573360128,1633,,6607,,,1409,,7720,395,,,184907,499.0,11832.0,,,218,40257,,5797,,,2272.0,,1698,265244,0.039,,0.0414,,,0.00239,,0.0921,0.00208,,,0.0622,0.00117,0.0508,,,0.00401,0.0291,,0.0238,,,0.00436,,0.00458,0.0298,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0294,0.0292,0.0287,0.028,0.0279,87.0,93.0,47.0,96.0,86.0,12570157056.0,12566876160.0,12563001344.0,12564426752.0,12560162816.0,81.8,0.02902,12567564288.0,0.03692,,0.09233999999999999,1.2173900000000002,1048657268736,12.488409206157188,23.25484613719187,0.029364608629903935
188,116,568.7931034482758,3918,0,12569604096,1644,,7502,,,1409,,7773,395,,,186149,499.0,11958.0,,,218,40638,,5829,,,2287.0,,1698,267999,0.0408,,0.0414,,,0.00239,,0.102,0.00208,,,0.0622,0.00115,0.0514,,,0.00401,0.0312,,0.0281,,,0.00436,,0.00458,0.0313,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0298,0.0294,0.0292,0.0287,0.028,86.0,87.0,93.0,47.0,96.0,12573360128.0,12570157056.0,12566876160.0,12563001344.0,12564426752.0,85.8,0.02968,12568599756.8,0.03774,,0.09425999999999998,1.2486900000000003,1061226872832,12.498742259492994,23.254547363189396,0.030820142339886263
190,51,377.0,3977,0,12567183360,1683,,7553,,,1409,,7825,395,,,187598,505.0,12084.0,,,218,40924,,5829,,,2638.0,,1698,270359,0.0408,,0.0414,,,0.00239,,0.104,0.00204,,,0.0632,0.00113,0.0519,,,0.00401,0.0315,,0.0292,,,0.00447,,0.00458,0.0317,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0313,0.0298,0.0294,0.0292,0.0287,116.0,86.0,87.0,93.0,47.0,12569604096.0,12573360128.0,12570157056.0,12566876160.0,12563001344.0,86.6,0.03028,12569436160.0,0.038560000000000004,,0.09658,1.2803900000000004,1073794056192,12.507509683214291,23.254354758146963,0.031207927124193163
192,64,807.828125,3977,0,12572094464,1694,,7605,,,1409,,7830,395,,,188887,505.0,12210.0,,,215,47039,,5829,,,2656.0,,1698,277971,0.0408,,0.0414,,,0.00239,,0.104,0.00206,,,0.0637,0.00111,0.0525,,,0.00401,0.0317,,0.0292,,,0.00447,,0.00458,0.0319,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0317,0.0313,0.0298,0.0294,0.0292,51.0,116.0,86.0,87.0,93.0,12567183360.0,12569604096.0,12573360128.0,12570157056.0,12566876160.0,80.8,0.030819999999999997,12570479820.8,0.039380000000000005,,0.0989,1.3122900000000004,1086366150656,12.535275668175771,23.254745469773326,0.0314017631395316
194,108,908.6111111111112,4064,0,12575346688,1699,,7656,,,1409,,7939,401,,,190176,505.0,12335.0,,,228,47366,,5961,,,2665.0,,1698,280038,0.0408,,0.0414,,,0.00239,,0.105,0.00214,,,0.0622,0.00109,0.053,,,0.00413,0.0318,,0.0292,,,0.00447,,0.00458,0.0319,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0319,0.0317,0.0313,0.0298,0.0294,64.0,51.0,116.0,86.0,87.0,12572094464.0,12567183360.0,12569604096.0,12573360128.0,12570157056.0,85.0,0.03132,12571517747.2,0.040440000000000004,,0.10142,1.3441900000000004,1098941497344,12.542684158166319,23.255004122253965,0.0314017631395316
196,91,579.8901098901099,4063,0,12582158336,1699,,7684,,,1409,,7993,407,,,211641,505.0,12461.0,,,228,47693,,6002,,,2665.0,,1698,302086,0.0408,,0.04,,,0.00246,,0.105,0.00214,,,0.071,0.00107,0.0573,,,0.00413,0.0318,,0.0292,,,0.00447,,0.00458,0.0329,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0319,0.0319,0.0317,0.0313,0.0298,108.0,64.0,51.0,116.0,86.0,12575346688.0,12572094464.0,12567183360.0,12569604096.0,12573360128.0,86.0,0.03194,12573277388.8,0.0408,,0.10400000000000001,1.3770900000000004,1111523655680,12.618470334340282,23.25554564242136,0.032370380030450716
198,88,786.1818181818181,3883,0,12586102784,1699,,7777,,,1409,,8047,407,,,213066,505.0,12587.0,,,228,48020,,6042,,,2714.0,,1946,304447,0.0408,,0.0441,,,0.00245,,0.105,0.00214,,,0.0715,0.00105,0.0579,,,0.00399,0.0324,,0.0292,,,0.00447,,0.0047,0.0333,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0329,0.0319,0.0319,0.0317,0.0313,91.0,108.0,64.0,51.0,116.0,12582158336.0,12575346688.0,12572094464.0,12567183360.0,12569604096.0,80.4,0.03234,12576577126.4,0.0408,,0.1046,1.4103900000000005,1124109758464,12.626255579791954,23.255859088631503,0.03275756423817219
200,92,785.4782608695652,3804,0,12586938368,1644,,7832,,,1688,,8101,407,,,214776,505.0,12713.0,,,228,48347,,6083,,,2732.0,,1959,307015,0.0408,,0.0464,,,0.00244,,0.105,0.00214,,,0.072,0.000859,0.0585,,,0.00464,0.0326,,0.0316,,,0.00433,,0.00539,0.0339,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0333,0.0329,0.0319,0.0319,0.0317,88.0,91.0,108.0,64.0,51.0,12586102784.0,12582158336.0,12575346688.0,12572094464.0,12567183360.0,88.6,0.03278,12580528128.0,0.0408,,0.1048,1.4442900000000005,1136696696832,12.63465514247512,23.255925475842744,0.03333805961051037
202,93,560.2903225806451,3804,0,12580388864,1632,,7887,,,1688,,8840,407,,,216302,505.0,12839.0,,,228,48674,,6809,,,3004.0,,1969,310784,0.0416,,0.0464,,,0.00287,,0.105,0.00214,,,0.0725,0.00094,0.0591,,,0.00464,0.0352,,0.0316,,,0.0043,,0.00539,0.0343,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0339,0.0333,0.0329,0.0319,0.0319,92.0,88.0,91.0,108.0,64.0,12586938368.0,12586102784.0,12582158336.0,12575346688.0,12572094464.0,94.4,0.03326,12582187008.0,0.04096,,0.105,1.4785900000000005,1149277085696,12.646856633762692,23.255404999108208,0.033724869401620894
204,102,642.2254901960785,3804,0,12580413440,1921,,8833,,,1688,,8918,407,,,217828,505.0,12289.0,,,231,52530,,6809,,,3025.0,,1969,316953,0.0433,,0.0464,,,0.00287,,0.101,0.00214,,,0.073,0.000921,0.0597,,,0.00464,0.0354,,0.033,,,0.00474,,0.00539,0.0344,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0343,0.0339,0.0333,0.0329,0.0319,93.0,92.0,88.0,91.0,108.0,12580388864.0,12586938368.0,12586102784.0,12582158336.0,12575346688.0,93.2,0.03376,12583200358.4,0.04146,,0.1042,1.5129900000000005,1161857499136,12.66651193191979,23.255406952623023,0.03382154847551067
206,65,566.8615384615384,3941,0,12581134336,1995,,8894,,,1688,,8979,407,,,219353,505.0,14450.0,,,231,52922,,6809,,,3045.0,,1969,321249,0.0433,,0.0464,,,0.00287,,0.115,0.00214,,,0.077,0.000902,0.0602,,,0.00478,0.0355,,0.033,,,0.00474,,0.00539,0.0359,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0344,0.0343,0.0339,0.0333,0.0329,102.0,93.0,92.0,88.0,91.0,12580413440.0,12580388864.0,12586938368.0,12586102784.0,12582158336.0,88.0,0.03436,12582995558.4,0.04196,,0.1062,1.5488900000000005,1174438633472,12.679974915191567,23.25546425402646,0.03527061408191929
208,68,1111.235294117647,3941,0,12581597184,1995,,8955,,,1688,,9041,411,,,220879,451.0,14589.0,,,243,53297,,6959,,,3066.0,,1969,323544,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.078,0.000883,0.0643,,,0.00478,0.036,,0.033,,,0.00484,,0.00539,0.0364,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0359,0.0344,0.0343,0.0339,0.0333,65.0,102.0,93.0,92.0,88.0,12581134336.0,12580413440.0,12580388864.0,12586938368.0,12586102784.0,84.0,0.03498,12582094438.4,0.04246,,0.1082,1.5852900000000005,1187020230656,12.687093486803958,23.255501042401335,0.03575316970581786
210,128,1034.75,3941,0,12584529920,1995,,9017,,,1688,,9103,419,,,246809,442.0,14728.0,,,243,53672,,7008,,,3073.0,,1969,350166,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0785,0.000864,0.0649,,,0.00478,0.0362,,0.033,,,0.00484,,0.00539,0.0365,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0364,0.0359,0.0344,0.0343,0.0339,68.0,65.0,102.0,93.0,92.0,12581597184.0,12581134336.0,12580413440.0,12580388864.0,12586938368.0,91.2,0.035500000000000004,12581612748.8,0.04296,,0.1102,1.6217900000000005,1199604760576,12.766165462526283,23.25573411251188,0.03584965289369722
212,103,690.747572815534,3941,0,12585148416,1995,,9078,,,1688,,9691,419,,,248502,433.0,14867.0,,,243,54047,,7056,,,3073.0,,1969,353062,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0791,0.000845,0.0655,,,0.00478,0.0365,,0.033,,,0.00484,,0.00539,0.0366,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0365,0.0364,0.0359,0.0344,0.0343,128.0,68.0,65.0,102.0,93.0,12584529920.0,12581597184.0,12581134336.0,12580413440.0,12580388864.0,93.2,0.03596,12582564659.2,0.0433,,0.11220000000000001,1.6583900000000005,1212189908992,12.77440179024647,23.25578325863062,0.035946126773469124
214,78,395.47435897435895,3856,0,12591325184,1995,,9139,,,1762,,9756,419,,,250196,423.0,15006.0,,,243,54421,,7104,,,3132.0,,2217,355814,0.0433,,0.0486,,,0.00305,,0.115,0.00221,,,0.0796,0.000826,0.0662,,,0.00516,0.0367,,0.033,,,0.00484,,0.00586,0.037,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0366,0.0365,0.0364,0.0359,0.0344,103.0,128.0,68.0,65.0,102.0,12585148416.0,12584529920.0,12581597184.0,12581134336.0,12580413440.0,88.4,0.03648,12584747008.0,0.0433,,0.115,1.6953900000000004,1224781234176,12.782166211841247,23.256273936413503,0.036331929247390274
216,82,458.0,3853,0,12598693888,1995,,9164,,,1762,,9774,419,,,251889,414.0,15145.0,,,243,54796,,7738,,,3458.0,,2217,359016,0.0455,,0.0498,,,0.00338,,0.119,0.00221,,,0.0802,0.000807,0.0668,,,0.00545,0.0394,,0.0332,,,0.00501,,0.00616,0.0381,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.037,0.0366,0.0365,0.0364,0.0359,78.0,103.0,128.0,68.0,65.0,12591325184.0,12585148416.0,12584529920.0,12581597184.0,12581134336.0,91.8,0.03692,12588258918.4,0.04374,,0.11579999999999999,1.7334900000000004,1237379928064,12.791125020109707,23.25685898592764,0.03739211921706267
218,105,702.8571428571429,3963,0,12605587456,2234,,9286,,,1698,,9898,419,,,253582,404.0,15284.0,,,250,55171,,7791,,,3482.0,,2217,361716,0.0455,,0.0516,,,0.00338,,0.12,0.00221,,,0.0849,0.000788,0.0674,,,0.00545,0.0397,,0.038,,,0.00501,,0.00616,0.0391,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0381,0.037,0.0366,0.0365,0.0364,82.0,78.0,103.0,128.0,68.0,12598693888.0,12591325184.0,12585148416.0,12584529920.0,12581597184.0,99.2,0.03746,12593056972.8,0.04418,,0.11680000000000001,1.7725900000000003,1249985515520,12.798617417112183,23.25740600157766,0.03835495387646399
220,85,831.964705882353,3963,0,12603097088,2234,,10162,,,2005,,9967,419,,,255812,395.0,16202.0,,,255,60797,,7843,,,3498.0,,2217,371806,0.0455,,0.0516,,,0.00338,,0.12,0.00225,,,0.0854,0.000766,0.068,,,0.00545,0.0399,,0.038,,,0.00518,,0.00616,0.0393,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0391,0.0381,0.037,0.0366,0.0365,105.0,82.0,78.0,103.0,128.0,12605587456.0,12598693888.0,12591325184.0,12585148416.0,12584529920.0,90.6,0.03802,12596770406.4,0.04462,,0.11779999999999999,1.8118900000000004,1262588612608,12.826130181418769,23.257208421414084,0.03854740961223893
222,115,747.7130434782608,3963,0,12601851904,2234,,10232,,,2005,,10036,419,,,257610,386.0,16348.0,,,255,61207,,7862,,,3498.0,,2217,374309,0.0455,,0.0516,,,0.00338,,0.116,0.00225,,,0.0856,0.000747,0.0686,,,0.00545,0.0399,,0.038,,,0.00518,,0.00616,0.039,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0393,0.0391,0.0381,0.037,0.0366,85.0,105.0,82.0,78.0,103.0,12603097088.0,12605587456.0,12598693888.0,12591325184.0,12585148416.0,93.0,0.0385,12600111104.0,0.04506,,0.118,1.8508900000000004,1275190464512,12.832839610073176,23.257109616691146,0.03825871211709034
224,104,579.7307692307693,3963,0,12609114112,2234,,10303,,,2005,,10104,405,,,280596,369.0,16494.0,,,255,61667,,7862,,,3558.0,,2217,398068,0.0455,,0.0529,,,0.00338,,0.125,0.00218,,,0.0867,0.000728,0.0662,,,0.00545,0.0405,,0.038,,,0.00518,,0.00616,0.0398,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.039,0.0393,0.0391,0.0381,0.037,115.0,85.0,105.0,82.0,78.0,12601851904.0,12603097088.0,12605587456.0,12598693888.0,12591325184.0,98.2,0.03906,12603668889.6,0.0455,,0.12,1.8906900000000004,1287799578624,12.894380636074454,23.257685731719477,0.039028386967478346
226,89,601.3820224719101,3963,0,12616998912,2234,,10373,,,2086,,10173,432,,,282541,360.0,16640.0,,,255,62096,,8282,,,3582.0,,2317,401371,0.0455,,0.0529,,,0.00338,,0.125,0.0023,,,0.0873,0.000709,0.0662,,,0.00545,0.0408,,0.038,,,0.00518,,0.00616,0.0399,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0398,0.039,0.0393,0.0391,0.0381,104.0,115.0,85.0,105.0,82.0,12609114112.0,12601851904.0,12603097088.0,12605587456.0,12598693888.0,99.6,0.03942,12607329894.4,0.0455,,0.1212,1.9305900000000005,1300416577536,12.902643957056814,23.25831086173841,0.03912455468405003
228,82,547.5,3868,0,12617904128,2293,,10443,,,2100,,10242,432,,,284486,351.0,16786.0,,,255,62524,,8479,,,3607.0,,2321,404319,0.0455,,0.0529,,,0.00338,,0.129,0.0023,,,0.0878,0.00069,0.0759,,,0.00548,0.0411,,0.0401,,,0.00533,,0.00616,0.0413,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0,0.0399,0.0398,0.039,0.0393,0.0391,89.0,104.0,115.0,85.0,105.0,12616998912.0,12609114112.0,12601851904.0,12603097088.0,12605587456.0,95.0,0.03986,12609793228.8,0.0455,,0.123,1.9718900000000006,1313034481664,12.90996192262202,23.258382604910864,0.04046993255371322
