high_i_o_read,high_i_o_write,high_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_loadgenerator,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,high_pod_restart
0,2443,,8628,28741,30842,33034,2489,889615,,56658.0,2403,186774,24727,8010,8572,1280494,,,,,,,,,,,,,,,,
0,2489,,8628,28741,30842,33034,2489,871336,,56658.0,2407,192881,24686,8012,8572,1268289,,,,,,,,,,,,,,,,
0,2489,,8655,28741,30842,33034,2489,901045,,56948.0,2407,192881,24686,8012,8311,1298052,,,,,,,,,,,,,,,,
0,2568,,8655,27980,30842,33034,2489,901045,,56948.0,2407,192881,24686,8012,8254,1297233,,,,,,,,,,,,,,,,
0,2512,,8655,28959,30842,33034,2501,901045,,56948.0,2407,192881,24686,8056,8568,1298582,,,,,,,,,,,,,,,,
584,2448,,8655,28959,31019,33034,2513,901045,,56948.0,2414,192881,24686,8056,8589,1298800,,,,,,,,,,,,,,,,
584,2448,,8655,28959,31019,33299,2513,901045,,57158.0,2414,192881,24829,8056,8589,1299418,,,,,,,,,,,,,,,,
584,2448,,8384,28939,31161,33299,2513,901045,,57458.0,2417,192881,24829,8056,8589,1299570,,,,,,,,,,,,,,,,
584,2448,,8566,28939,31161,33299,2513,901045,,57458.0,2417,193276,24846,8056,8589,1300166,,,,,,,,,,,,,,,,
584,2448,,8566,28939,31161,33299,2534,901045,,57458.0,2417,193917,24846,7812,8589,1300583,,,,,,,,,,,,,,,,
584,2510,,8566,28939,31161,33299,2534,907581,,57458.0,2417,193917,24846,7776,8589,1307083,,,,,,,,,,,,,,,,
1157,2448,,8566,28939,31161,33299,2530,907581,,57458.0,2417,193917,24846,8044,8292,1307050,,,,,,,,,,,,,,,,
1149,2491,,8566,28939,31161,33299,2530,907581,,57458.0,2424,193917,24846,8044,8308,1307074,,,,,,,,,,,,,,,,
1169,2459,,8566,28961,31161,33299,2530,907581,,57616.0,2424,193917,24846,8044,8251,1307197,,,,,,,,,,,,,,,,
1169,2459,,8566,28961,31043,33299,2530,907581,,57616.0,2424,193917,24924,8044,8539,1307445,,,,,,,,,,,,,,,,
1197,2459,,8527,28961,31043,32258,2530,907581,,55514.0,2348,193917,24924,8044,8539,1304187,,,,,,,,,,,,,,,,
1197,2459,,8527,27928,31041,33568,2530,915202,,57759.0,2419,189008,24063,7812,8539,1308395,,,,,,,,,,,,,,,,
1197,2533,,8516,28935,31041,33568,2457,915202,,57759.0,2415,195521,24930,8066,8539,1316949,,,,,,,,,,,,,,,,
1172,2533,,8516,28935,31041,33568,2542,915202,,58043.0,2415,195521,24930,8066,8539,1317317,,,,,,,,,,,,,,,,
1172,2465,,8516,28935,31041,33568,2542,882081,,58043.0,2415,195521,24930,8066,8539,1284196,,,,,,,,,,,,,,,,
1152,2465,,8516,28935,31041,33761,2542,916388,,58043.0,2415,195521,24930,8066,8217,1318375,,,,,,,,,,,,,,,,
1153,2506,,8516,27896,31041,33761,2542,916388,,58153.0,2415,195521,24930,8066,8484,1317713,,,,,,,,,,,,,,,,
1197,2508,,8481,28940,31165,33761,2542,916388,,58153.0,2415,195521,25033,8063,8190,1318652,,,,,,,,,,,,,,,,
1197,2467,,8481,28940,31165,33820,2542,916388,,58153.0,2428,195870,25033,8063,8133,1319016,,,,,,,,,,,,,,,,
1197,2422,,8452,28940,31171,33820,2550,920587,,58153.0,2428,196417,25033,8063,8444,1324058,,,,,,,,,,,,,,,,
1179,2486,,8452,28940,31171,33820,2550,920587,,58153.0,2425,196417,25033,7759,8444,1323752,,,,,,,,,,,,,,,,
1138,2486,,8452,27904,31171,33820,2481,920587,,58153.0,2425,196417,25100,7813,8444,1322768,,,,,,,,,,,,,,,,
1138,2486,,8452,28934,31171,33960,2560,920587,,56763.0,2425,196417,25100,8074,8444,1322886,,,,,,,,,,,,,,,,
1162,2486,,8405,28934,31171,33960,2560,889142,,58534.0,2425,196417,25100,8074,8444,1293166,,,,,,,,,,,,,,,,
1162,2486,,8405,28934,31171,33963,2560,922540,,58534.0,2425,196417,25100,8074,8108,1326231,,,,,,,,,,,,,,,,
1191,2486,,8405,28934,30164,33963,2558,925752,,58726.0,2425,196417,25123,7819,8164,1328450,,,,,,,,,,,,,,,,
1191,2489,,8405,27935,31142,33963,2558,925752,,58726.0,2351,189378,25123,7765,8421,1321518,,,,,,,,,,,,,,,,
1191,2460,,8038,28897,31142,33963,2558,925752,,58726.0,2437,190696,25153,8046,8406,1323813,,,,,,,,,,,,,,,,
1414,2492,,8093,28897,31142,33963,2558,925752,,58726.0,2437,197604,25153,8046,8406,1330777,,,,,,,,,,,,,,,,
1385,2492,,8369,28897,31142,34114,2558,925752,,58726.0,2437,197604,25153,8046,8406,1331204,,,,,,,,,,,,,,,,
1612,2492,,8369,28897,31142,34114,2569,925752,,58726.0,2437,197604,24290,7747,8406,1330053,,,,,,,,,,,,,,,,
1625,2492,,8369,27789,31148,34114,2569,931284,,58894.0,2437,197604,24459,7800,8406,1334874,,,,,,,,,,,,,,,,
1648,2492,,8262,28902,31148,34114,2569,931284,,58894.0,2437,197604,25306,8050,8406,1336975,,,,,,,,,,,,,,,,
1648,2492,,8262,28902,31170,32838,2583,931284,,56991.0,2437,197604,25306,8043,8406,1333826,,,,,,,,,,,,,,,,
1638,2378,,8262,28902,31170,34122,2583,931284,,59023.0,2437,191662,25306,8043,8360,1331154,,,,,,,,,,,,,,,,
1647,2448,,8262,28902,31170,34122,2583,931284,,59023.0,2445,197906,25280,8043,8360,1337380,,,,,,,,,,,,,,,,
1637,2483,,8262,28900,31170,34122,2583,931284,,59023.0,2445,192748,25280,8043,8360,1332220,,,,,,,,,,,,,,,,
1623,2528,,8222,28900,31170,34122,2583,931284,,59286.0,2445,198787,25280,8043,8360,1338482,,,,,,,,,,,,,,,,
1623,2528,,8222,28936,31170,34245,2585,934161,,59286.0,2445,198787,25280,8043,8360,1341520,,,,,,,,,,,,,,,,
1615,2528,,8222,28936,31131,34245,2580,934161,,59286.0,2445,198787,25280,8043,8360,1341476,,,,,,,,,,,,,,,,
1615,2528,,8222,28936,31131,34245,2580,934161,,59286.0,2445,198787,25305,8034,8338,1341470,,,,,,,,,,,,,,,,
1615,2464,,8177,28936,30909,34245,2580,934161,,59286.0,2428,198787,25305,7780,8338,1340931,,,,,,,,,,,,,,,,
1615,2464,,7867,28936,30909,34324,2580,934161,,57359.0,2415,198787,25354,7726,8077,1338497,,,,,,,,,,,,,,,,
1669,2391,,8134,28936,30909,34324,2580,934161,,59303.0,2415,199062,25354,8029,8306,1341513,,,,,,,,,,,,,,,,
1656,2442,,8134,28936,30909,34324,2570,936899,,59449.0,2415,199062,25354,8029,8306,1344387,,,,,,,,,,,,,,,,
1665,1883,,8134,28813,30909,34324,2572,936899,,59449.0,2415,199399,25354,8021,8253,1344543,,,,,,,,,,,,,,,,
1616,1904,,8134,28813,30909,34324,2572,939068,,59449.0,2415,199399,25354,8021,8253,1346712,,,,,,,,,,,,,,,,
1590,1904,,8134,28813,30738,34405,2572,939068,,59449.0,2415,199399,25342,8021,8253,1346610,,,,,,,,,,,,,,,,
1633,1904,,8134,28813,30738,34405,2572,939068,,59527.0,2415,199399,25342,8021,8253,1346688,,,,,,,,,,,,,,,,
1633,1868,,8134,28813,30687,34405,2572,939068,,59527.0,2328,199399,25320,8007,8253,1346513,,,,,,,,,,,,,,,,
1658,1315,,7852,28813,30687,34430,2572,939068,,59527.0,2312,199807,25320,8007,8253,1346648,,,,,,,,,,,,,,,,
1666,1315,,8058,28813,30687,34430,2484,941713,,59641.0,2385,199807,25320,8007,8253,1349598,,,,,,,,,,,,,,,,
1666,1948,,8058,28797,30687,34430,2425,941713,,59641.0,2385,192998,25320,8007,8163,1342624,,,,,,,,,,,,,,,,
1634,1948,,8058,28797,30687,34430,2486,942424,,59641.0,2385,194332,25355,7767,8163,1344525,,,,,,,,,,,,,,,,
1623,1977,,8058,28797,30687,34512,2468,942424,,59641.0,2385,200173,25355,8025,8163,1350689,,,,,,,,,,,,,,,,
1636,2625,,8058,28797,30687,34512,2573,942424,,59641.0,2385,200173,25355,8012,8163,1350781,,,,,,,,,,,,,,,,
1624,2625,,8058,28797,30649,34512,2573,942424,,59763.0,2387,199993,25355,8012,8163,1350686,,,,,,,,,,,,,,,,
1631,2692,,8058,28797,30649,34538,2573,942424,,59763.0,2387,199993,24512,8012,8163,1349869,,,,,,,,,,,,,,,,
1626,2643,,8058,28797,29710,34538,2573,942424,,59763.0,2387,199993,25285,8012,8129,1349670,,,,,,,,,,,,,,,,
1635,2643,,7611,28771,30710,34538,2573,943465,,59838.0,2387,199993,25285,8012,8129,1351312,,,,,,,,,,,,,,,,
1635,2696,,7664,28693,30710,34538,2573,943465,,59838.0,2387,199993,24318,8012,8129,1350319,,,,,,,,,,,,,,,,
1643,2642,,7930,28693,30710,34538,2582,943134,,59838.0,2387,199993,24486,8012,8129,1350432,,,,,,,,,,,,,,,,
1614,2642,,7930,28693,30710,34624,2582,943134,,59838.0,2387,200422,25291,7976,8129,1351716,,,,,,,,,,,,,,,,
1638,2642,,7930,28693,30710,34624,2583,943134,,59939.0,2387,194520,25254,7976,8129,1345880,,,,,,,,,,,,,,,,
1638,2707,,7930,28693,30710,34624,2583,943134,,59939.0,2392,200155,25254,7976,8129,1351520,,,,,,,,,,,,,,,,
1628,2707,,7930,27561,30639,34693,2583,908756,,58101.0,2392,200155,25254,7976,8103,1314141,,,,,,,,,,,,,,,,
1636,2670,,7870,28637,30639,34693,2504,944742,,59977.0,2392,200155,25254,7976,8081,1352919,,,,,,,,,,,,,,,,
1645,2679,,7870,28637,29494,34693,2586,943698,,59977.0,2392,200155,25254,7976,8081,1350812,,,,,,,,,,,,,,,,
1605,2721,,7870,28637,30578,34693,2576,943698,,59977.0,2392,200155,25254,7976,8081,1351885,,,,,,,,,,,,,,,,
1615,2675,,7797,27598,30578,33588,2576,943698,,59968.0,2392,200155,25254,7435,8081,1349118,,,,,,,,,,,,,,,,
1621,2631,,7797,28520,30578,34782,2576,943698,,59968.0,2392,200199,25226,7435,8081,1351251,,,,,,,,,,,,,,,,
1640,2697,,7797,28520,30578,34782,2576,943698,,59968.0,2382,200199,24454,7940,8015,1350909,,,,,,,,,,,,,,,,
1640,2697,,7797,28520,30516,34782,2576,943698,,59968.0,2382,200114,25165,7940,8015,1351473,,,,,,,,,,,,,,,,
1664,2697,,7797,28520,30516,34782,2576,943698,,59968.0,2382,200114,25165,7940,8015,1351473,,,,,,,,,,,,,,,,
1639,2697,,7741,28520,30516,34726,2576,944483,,60065.0,2382,200114,25165,7940,8015,1352244,,,,,,,,,,,,,,,,
1658,2647,,7741,28570,30516,34726,2484,946754,,60065.0,2382,200574,25165,7940,8015,1354934,,,,,,,,,,,,,,,,
1626,2692,,7741,28570,30516,34726,2495,946754,,60150.0,2382,200574,24400,7940,8015,1354265,,,,,,,,,,,,,,,,
1618,2692,,7723,28492,30531,34726,2577,946754,,60150.0,2382,200574,25223,7940,8015,1355088,,,,,,,,,,,,,,,,
1630,2694,,7723,28492,30454,34726,2577,946754,,60150.0,2381,200574,25223,7713,7989,1354758,,,,,,,,,,,,,,,,
1648,2734,,7723,28492,30454,34789,2577,946754,,60150.0,2381,200574,25223,7658,7683,1354459,,,,,,,,,,,,,,,,
1625,2692,,7723,28574,30454,34789,2577,946754,,60150.0,2381,201293,24452,7912,7953,1355013,,,,,,,,,,,,,,,,
1643,2692,,7723,28574,30454,34789,2583,915969,,60150.0,2381,201293,24284,7912,7953,1324066,,,,,,,,,,,,,,,,
1643,2692,,7723,28574,30454,33650,2583,951903,,60150.0,2381,201293,25304,7912,7953,1359881,,,,,,,,,,,,,,,,
1641,2613,,7579,28570,30430,34680,2583,951903,,60236.0,2381,201293,25304,7912,7953,1360825,,,,,,,,,,,,,,,,
1641,2664,,7579,28570,30468,34680,2583,951903,,58397.0,2381,201293,25304,7598,7953,1358709,,,,,,,,,,,,,,,,
1641,2617,,7579,28570,30468,33570,2518,951903,,60291.0,2381,201293,24559,7651,7953,1358736,,,,,,,,,,,,,,,,
1637,2617,,7579,28570,30468,34746,2590,951903,,60291.0,2392,201293,25362,7902,7953,1361050,,,,,,,,,,,,,,,,
1645,2617,,7579,28570,30468,34746,2590,951903,,60291.0,2392,201293,25362,7894,7926,1361016,,,,,,,,,,,,,,,,
1639,2698,,7579,28570,30468,34746,2590,951903,,60291.0,2392,187691,25362,7894,7930,1347417,,,,,,,,,,,,,,,,
1680,2698,,7579,28565,30468,34822,2508,951903,,60291.0,2392,201632,25369,7894,7930,1361354,,,,,,,,,,,,,,,,
1655,2766,,7527,28565,29299,34822,2591,922001,,60291.0,2392,201632,25369,7894,7930,1330315,,,,,,,,,,,,,,,,
1618,2646,,7527,28565,29438,34822,2591,952230,,58355.0,2392,201632,25369,7894,7930,1358747,,,,,,,,,,,,,,,,
1618,2646,,7473,28565,30430,34822,2591,952230,,60434.0,2386,201632,25369,7894,7930,1361758,,,,,,,,,,,,,,,,
1618,2646,,7473,28565,30430,34822,2590,952230,,60434.0,2386,201632,25369,7894,7930,1361756,,,,,,,,,,,,,,,,
1640,2646,,7473,28455,30430,34822,2590,952230,,60434.0,2377,201632,25380,7846,7901,1361570,,,,,,,,,,,,,,,,
1633,2646,,7473,28455,30430,34832,2590,952230,,60434.0,2377,201632,25380,7846,7855,1361534,,,,,,,,,,,,,,,,
1671,2656,,7473,27350,30430,34832,2583,952045,,60434.0,2377,201632,25305,7846,7855,1360161,,,,,,,,,,,,,,,,
1671,2695,,7473,28386,30337,34832,2583,952045,,60434.0,2377,201340,25305,7846,7855,1360812,,,,,,,,,,,,,,,,
1650,2734,,7377,28386,30337,34832,2583,917305,,60393.0,2377,201340,25305,7846,7855,1325936,,,,,,,,,,,,,,,,
1631,2689,,7377,28386,30337,34832,2583,952060,,60393.0,2377,201340,25305,7846,7855,1360690,,,,,,,,,,,,,,,,
1610,2645,,7318,28386,30366,34832,2583,952060,,58124.0,2302,201340,24436,7804,7855,1357406,,,,,,,,,,,,,,,,
1618,2645,,7318,28386,30366,34832,2594,952060,,58527.0,2386,201340,25280,7804,7855,1358747,,,,,,,,,,,,,,,,
1638,2589,,7318,28386,30366,34832,2594,952060,,60386.0,2375,201340,25193,7566,7855,1360271,,,,,,,,,,,,,,,,
1638,2654,,7318,27330,30366,34823,2519,952060,,60386.0,2375,201670,25193,7514,7814,1359368,,,,,,,,,,,,,,,,
1661,2654,,7318,28296,30366,33560,2581,952060,,60386.0,2375,201670,25193,7832,7815,1359452,,,,,,,,,,,,,,,,
1660,2715,,7318,28296,29454,34805,2581,952747,,60386.0,2375,201670,25193,7832,7815,1360472,,,,,,,,,,,,,,,,
1604,2715,,7318,28328,30244,34805,2581,952747,,58489.0,2375,201670,25193,7820,7815,1359385,,,,,,,,,,,,,,,,
1604,2715,,7280,28328,30244,34805,2581,952747,,60424.0,2375,201670,25256,7820,7815,1361344,,,,,,,,,,,,,,,,
1621,2643,,7280,28328,30205,34805,2581,953783,,60424.0,2375,201670,25256,7820,7815,1362341,,,,,,,,,,,,,,,,
1631,2643,,7214,28328,30205,34805,2584,953783,,60424.0,2363,201670,25239,7820,7815,1362249,,,,,,,,,,,,,,,,
1651,2682,,7214,28328,30205,34847,2584,953783,,60452.0,2280,201670,25239,7792,7773,1362165,,,,,,,,,,,,,,,,
1651,2649,,7214,28328,30205,34847,2588,953783,,60452.0,2361,195445,25239,7792,7720,1355973,,,,,,,,,,,,,,,,
1651,2687,,7214,27427,30205,34847,2588,953783,,60452.0,2361,194101,25239,7792,7720,1353728,,,,,,,,,,,,,,,,
1673,2696,,7214,28205,30205,34847,2588,921336,,60445.0,2361,201273,25239,7792,7720,1329224,,,,,,,,,,,,,,,,
1611,2736,,7156,28205,29280,34847,2588,955294,,60445.0,2361,201273,25239,7765,7720,1362173,,,,,,,,,,,,,,,,
1618,2665,,7156,28090,28731,34847,2588,955294,,58163.0,2361,201273,24341,7765,7720,1358330,,,,,,,,,,,,,,,,
1607,2665,,7102,28090,28931,34876,2588,956007,,58567.0,2361,201273,25168,7765,7720,1360448,,,,,,,,,,,,,,,,
1628,2665,,7102,28090,29965,34876,2584,956007,,60492.0,2368,201108,25168,7765,7713,1363238,,,,,,,,,,,,,,,,
1628,2624,,7102,28090,29965,34873,2506,956007,,60492.0,2368,201108,25168,7527,7686,1362892,,,,,,,,,,,,,,,,
1628,2692,,7102,28090,29965,34873,2580,956007,,60505.0,2369,201108,25168,7765,7686,1363218,,,,,,,,,,,,,,,,
1623,2652,,7102,28090,29965,34873,2580,956715,,60505.0,2369,201108,25168,7765,7686,1363927,,,,,,,,,,,,,,,,
2050,2717,,7102,27197,29965,34873,2580,956715,,60505.0,2369,194822,25168,7759,7686,1356741,,,,,,,,,,,,,,,,
2050,2717,,7069,27010,29965,34873,2584,922862,,60505.0,2369,201650,25168,7759,7686,1329499,,,,,,,,,,,,,,,,
2431,2717,,7069,28117,28899,34873,2584,956125,,60505.0,2369,201650,25168,7759,7686,1362804,,,,,,,,,,,,,,,,
2398,2671,,7069,28117,29909,34930,2584,956125,,60505.0,2359,201650,25083,7759,7686,1363775,,,,,,,,,,,,,,,,
2391,3340,,6835,28117,29806,34951,2584,956125,,60742.0,2359,201671,25083,7740,7667,1363679,,,,,,,,,,,,,,,,
2391,3340,,7037,28117,29806,34951,2584,956125,,60742.0,2273,201671,25083,7740,7411,1363539,,,,,,,,,,,,,,,,
2422,2780,,6987,28117,29806,34951,2503,956125,,60798.0,2356,201671,25083,7716,7671,1363783,,,,,,,,,,,,,,,,
2435,2134,,6987,28117,29806,34951,2476,957114,,60798.0,2356,201671,25083,7716,7671,1364746,,,,,,,,,,,,,,,,
2454,2833,,6987,28117,29806,35017,2494,957114,,60798.0,2356,201671,25083,7716,7671,1364830,,,,,,,,,,,,,,,,
2452,2833,,6987,28036,29806,35017,2582,957114,,60798.0,2356,201279,25083,7716,7671,1364445,,,,,,,,,,,,,,,,
2424,2833,,6987,28036,29806,35017,2582,957114,,60798.0,2356,201279,25025,7716,7671,1364387,,,,,,,,,,,,,,,,
2400,2764,,6987,27947,28829,35017,2582,925238,,60798.0,2351,201279,25039,7695,7601,1331363,,,,,,,,,,,,,,,,
2424,2805,,6961,27947,29660,35017,2582,956897,,60901.0,2336,201279,25039,7695,7601,1363915,,,,,,,,,,,,,,,,
2424,2909,,6961,27947,29660,33844,2582,956897,,61006.0,2336,201279,25039,7678,7601,1362829,,,,,,,,,,,,,,,,
2408,2955,,6893,27947,29660,34947,2508,956623,,61006.0,2336,201279,25039,7678,7601,1363517,,,,,,,,,,,,,,,,
2674,2880,,6893,27827,29660,34947,2572,956623,,61006.0,2336,201279,25039,7678,7601,1363462,,,,,,,,,,,,,,,,
2970,2880,,6893,27827,29660,34947,2572,956623,,61006.0,2336,201525,25039,7678,7601,1363707,,,,,,,,,,,,,,,,
2978,2880,,6883,27827,29718,34947,2561,956623,,61096.0,2336,201712,25100,7702,7570,1364076,,,,,,,,,,,,,,,,
2998,2880,,6883,27827,29718,34947,2561,956623,,61096.0,2322,201712,25100,7702,7223,1363715,,,,,,,,,,,,,,,,
3002,2880,,6883,27770,29589,34947,2561,956623,,61096.0,2314,201712,24232,7686,7504,1362918,,,,,,,,,,,,,,,,
3000,2783,,6883,27770,29589,34947,2561,957424,,61096.0,2314,201712,25075,7686,7504,1364561,,,,,,,,,,,,,,,,
2970,2783,,6883,27770,29589,34947,2561,957424,,59283.0,2314,201712,25075,7686,7504,1362747,,,,,,,,,,,,,,,,
2956,2918,,6883,27770,29334,34986,2561,957424,,61346.0,2314,201712,25075,7686,7504,1364595,,,,,,,,,,,,,,,,
2389,2840,,6593,27770,29334,34986,2560,957424,,61335.0,2314,201905,25075,7686,7504,1364484,,,,,,,,,,,,,,,,
2389,2840,,6821,27725,29334,34986,2560,957424,,61335.0,2314,201905,25075,7686,7497,1364661,,,,,,,,,,,,,,,,
2392,2840,,6791,27725,29334,34986,2560,925215,,61335.0,2306,201905,25069,7342,7497,1332064,,,,,,,,,,,,,,,,
1840,2840,,6791,27725,29334,34986,2560,959554,,61335.0,2227,201905,25069,7393,7497,1366375,,,,,,,,,,,,,,,,
1808,2840,,6791,27725,29383,34986,2560,959554,,61335.0,2316,201905,25069,7645,7497,1366765,,,,,,,,,,,,,,,,
1771,2834,,6791,26710,29383,34986,2560,959554,,61335.0,2316,201905,24251,7645,7205,1364641,,,,,,,,,,,,,,,,
1803,2911,,6791,27770,29398,34986,2565,959554,,61335.0,2316,202270,24084,7645,7467,1366181,,,,,,,,,,,,,,,,
1814,2911,,6791,27770,29398,32523,2571,959554,,57276.0,2316,202270,25111,7645,7467,1360692,,,,,,,,,,,,,,,,
1814,2827,,6791,26682,29398,33829,2571,959554,,61567.0,2315,202270,25111,7645,7467,1365200,,,,,,,,,,,,,,,,
1835,2827,,6753,27712,29296,34962,2571,958893,,61567.0,2315,195521,24291,7622,7450,1358952,,,,,,,,,,,,,,,,
1827,2827,,6757,27712,29296,34962,2571,958893,,61567.0,2315,202422,25117,7622,7450,1366684,,,,,,,,,,,,,,,,
1803,2827,,6757,27712,29296,34962,2571,926234,,61567.0,2315,202422,25117,7622,7450,1334024,,,,,,,,,,,,,,,,
1815,2842,,6757,27712,29296,34962,2565,960556,,61567.0,2235,202422,25117,7610,7450,1368249,,,,,,,,,,,,,,,,
1779,2789,,6757,27712,29296,34994,2562,960556,,61567.0,2305,202076,25117,7610,7450,1368002,,,,,,,,,,,,,,,,
1808,2831,,6757,27712,29296,34994,2562,960556,,61799.0,2305,202076,25117,7610,7450,1368234,,,,,,,,,,,,,,,,
1808,2881,,6757,27630,29059,34994,2562,960540,,61799.0,2305,202076,25072,7610,7154,1367558,,,,,,,,,,,,,,,,
1805,2881,,6701,27630,29059,34994,2562,960540,,61799.0,2305,202076,25072,7629,7416,1367783,,,,,,,,,,,,,,,,
1823,2881,,6701,27630,28126,34996,2562,960540,,61840.0,2286,202076,25072,7629,7172,1366629,,,,,,,,,,,,,,,,
1828,2817,,6701,26590,27932,34996,2554,960540,,61840.0,2286,201975,24170,7616,7123,1364323,,,,,,,,,,,,,,,,
1807,2817,,6626,27544,29080,34996,2559,960540,,61840.0,2286,201975,25003,7616,7415,1367482,,,,,,,,,,,,,,,,
1797,2802,,6626,27544,29080,34962,2559,961255,,61840.0,2286,201975,25003,7616,7415,1368163,,,,,,,,,,,,,,,,
1805,2802,,6626,27544,29080,34962,2559,930552,,61840.0,2286,202066,25003,7616,7415,1337550,,,,,,,,,,,,,,,,
1780,2802,,6626,27544,29080,34962,2559,961905,,58069.0,2286,202066,25003,7616,7415,1365132,,,,,,,,,,,,,,,,
1792,2802,,6592,27544,28009,34962,2559,961905,,61971.0,2286,202066,25003,7319,7415,1367630,,,,,,,,,,,,,,,,
1792,2854,,6583,27422,28964,35000,2559,961905,,61971.0,2196,202149,24079,7115,7415,1367359,,,,,,,,,,,,,,,,
1567,2985,,6583,27422,28684,35000,2560,961905,,61971.0,2270,202149,25025,7589,7370,1368530,,,,,,,,,,,,,,,,
1358,2924,,6583,27422,28684,35000,2560,961905,,61971.0,2270,202149,25025,7589,7323,1368482,,,,,,,,,,,,,,,,
1358,2868,,6583,27422,28684,35000,2479,961639,,61971.0,2270,202265,24989,7589,7323,1368214,,,,,,,,,,,,,,,,
1358,2820,,6583,26372,28684,35000,2462,961639,,61971.0,2188,202265,24989,7589,7323,1367065,,,,,,,,,,,,,,,,
1635,2820,,6360,27311,28684,34952,2547,961639,,61971.0,2254,202265,24989,7589,7323,1367883,,,,,,,,,,,,,,,,
1635,2820,,6578,27311,28684,33701,2547,962172,,61971.0,2254,202265,24989,7589,7323,1367384,,,,,,,,,,,,,,,,
1667,2820,,6578,27303,28684,33934,2531,962172,,60273.0,2254,202265,25024,7589,7323,1365931,,,,,,,,,,,,,,,,
1669,2820,,6572,27303,28587,35002,2531,962172,,62145.0,2254,195830,25024,7562,7323,1362305,,,,,,,,,,,,,,,,
1680,2820,,6572,27303,28587,35002,2531,962172,,62145.0,2239,202235,25035,7548,7314,1368684,,,,,,,,,,,,,,,,
