Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_system_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,i_o_read_log_scaled,i_o_write_log_scaled
504,64,338.59375,0,1629,12725211136,3889,12121,12842,20827,1074,318667,,20559,1121,75882,9629,3130.0,3940,483683,0.0138,0.0762,0.0193,0.198,0.00731,0.124,,0.0834,0.0366,0.0506,0.0443,0.00513,0.00999,0.0557,0.0557,0.0557,0.0558,0.0558,0.0557,29.0,80.0,39.0,36.0,46.0,0.05574,12720448307.2,0.013919999999999998,0.0443,8.04721,13.089187079909621,23.266850991543972,0.0,7.396335293800808
506,51,178.0,0,1592,12723056640,3889,12121,12842,20827,1041,318667,,20559,1121,75882,9629,3130.0,3969,483679,0.0138,0.0726,0.0201,0.198,0.00731,0.124,,0.0834,0.0366,0.0506,0.0443,0.00513,0.00999,0.0555,0.0557,0.0557,0.0557,0.0558,0.0558,64.0,29.0,80.0,39.0,36.0,0.05567999999999999,12721648435.2,0.01388,0.0443,8.10271,13.089178810013285,23.266681667955904,0.0,7.373374309910049
508,51,178.0,0,1592,12724244480,3889,12121,12842,20827,1075,318667,,20559,1121,75882,9629,3130.0,3969,483713,0.0138,0.0749,0.0201,0.198,0.00731,0.124,,0.0805,0.0354,0.0504,0.0443,0.00513,0.00999,0.0553,0.0555,0.0557,0.0557,0.0557,0.0558,51.0,64.0,29.0,80.0,39.0,0.05558,12722084249.6,0.01384,0.0443,8.15801,13.089249101952277,23.266775024810933,0.0,7.373374309910049
510,48,178.0,0,1592,12722839552,3889,12121,12842,20827,1075,318667,,20559,1121,76080,9643,3124.0,3969,483916,0.0138,0.0749,0.02,0.198,0.00731,0.124,,0.0832,0.0365,0.0505,0.0443,0.00513,0.01,0.0556,0.0553,0.0555,0.0557,0.0557,0.0557,51.0,51.0,64.0,29.0,80.0,0.05556,12722389811.2,0.013819999999999999,0.0443,8.213610000000001,13.089668683389784,23.266664605243836,0.0,7.373374309910049
512,43,178.0,0,1592,12723683328,3886,12100,12379,20805,1075,310122,,19857,1121,76080,9643,3124.0,3969,474159,0.0138,0.0749,0.02,0.198,0.00735,0.124,,0.0836,0.0367,0.0505,0.0444,0.00513,0.01,0.0557,0.0556,0.0553,0.0555,0.0557,0.0557,48.0,51.0,51.0,64.0,29.0,0.05556,12723807027.2,0.0138,0.04432,8.26931,13.06930009646172,23.266730922831055,0.0,7.373374309910049
514,47,178.0,0,1592,12722921472,3767,12100,12869,20805,1075,319003,,20571,1121,76080,9643,3030.0,3989,484052,0.0138,0.0749,0.02,0.198,0.00735,0.124,,0.0836,0.0367,0.0505,0.0444,0.00513,0.01,0.0557,0.0557,0.0556,0.0553,0.0555,0.0557,43.0,48.0,51.0,51.0,64.0,0.05556,12723349094.4,0.0138,0.044340000000000004,8.32501,13.08994968383586,23.26667104403731,0.0,7.373374309910049
516,46,0.0,0,1680,12722765824,3741,12100,12869,20805,1075,319003,,20571,1119,75906,9643,3126.0,3989,483946,0.0137,0.0749,0.02,0.198,0.00735,0.124,,0.0836,0.0367,0.0505,0.0444,0.00513,0.01,0.0557,0.0557,0.0557,0.0556,0.0553,0.0555,47.0,43.0,48.0,51.0,51.0,0.055600000000000004,12723290931.2,0.01378,0.04436,8.38071,13.089730675570522,23.266658810294267,0.0,7.427144133408616
518,46,177.0,0,1680,12715986944,3878,12100,12869,20805,1076,309837,,20571,1119,75906,9650,3126.0,3989,474924,0.0137,0.0749,0.02,0.198,0.00735,0.124,,0.0836,0.0367,0.0505,0.0444,0.00513,0.0101,0.0557,0.0557,0.0557,0.0557,0.0556,0.0553,46.0,47.0,43.0,48.0,51.0,0.05567999999999999,12721639424.0,0.01376,0.04438,8.43641,13.07091217581325,23.266125853335115,0.0,7.427144133408616
520,55,177.0,0,1595,12713549824,3878,12100,12848,20805,1076,318345,,20571,1124,75906,9650,3120.0,3989,483411,0.0137,0.0749,0.02,0.198,0.00735,0.124,,0.0836,0.0367,0.0505,0.0444,0.00513,0.0101,0.0557,0.0557,0.0557,0.0557,0.0557,0.0556,46.0,46.0,47.0,43.0,48.0,0.0557,12719781478.4,0.013740000000000002,0.0444,8.49211,13.08862457110559,23.265934177015602,0.0,7.3752557780097545
522,54,177.0,0,1595,12716044288,3878,12123,12848,20805,1076,318345,,20571,1124,75906,9650,3120.0,3864,483308,0.0137,0.0727,0.0201,0.198,0.00735,0.12,,0.0836,0.0367,0.0505,0.0444,0.00513,0.0101,0.0552,0.0557,0.0557,0.0557,0.0557,0.0557,55.0,46.0,46.0,47.0,43.0,0.055600000000000004,12718253670.4,0.01372,0.0444,8.54731,13.088411479633718,23.266130362923786,0.0,7.3752557780097545
524,28,177.0,0,1595,12715098112,3878,12123,12848,20805,1077,318345,,20571,1124,75906,9607,3120.0,3837,483240,0.0137,0.0729,0.0193,0.198,0.00734,0.124,,0.0836,0.0367,0.0503,0.0444,0.00513,0.01,0.0554,0.0552,0.0557,0.0557,0.0557,0.0557,54.0,55.0,46.0,46.0,47.0,0.05554,12716688998.4,0.0137,0.0444,8.60271,13.088270772996477,23.26605595211003,0.0,7.3752557780097545
526,60,177.0,0,1595,12716187648,3868,12123,12848,20766,1077,318345,,20571,1124,75799,9607,3120.0,3976,483223,0.0137,0.0752,0.0201,0.198,0.00734,0.124,,0.0809,0.0369,0.0504,0.0444,0.00513,0.01,0.0555,0.0554,0.0552,0.0557,0.0557,0.0557,28.0,54.0,55.0,46.0,46.0,0.055499999999999994,12715373363.2,0.0137,0.0444,8.65821,13.088235593243457,23.266141636806502,0.0,7.3752557780097545
528,36,479.97222222222223,0,1595,12717797376,3854,11734,12848,20786,1077,317983,,20571,1124,75799,9607,3120.0,3976,482478,0.0137,0.0752,0.0201,0.198,0.0071,0.124,,0.0836,0.0369,0.0504,0.043,0.00513,0.01,0.0555,0.0555,0.0554,0.0552,0.0557,0.0557,60.0,28.0,54.0,55.0,46.0,0.055459999999999995,12715735449.6,0.0137,0.044120000000000006,8.71371,13.086692675497948,23.26626821767855,0.0,7.3752557780097545
530,57,370.35087719298247,0,1620,12718104576,3854,12082,12782,20786,1077,317983,,20453,1124,75799,9607,3120.0,3976,482641,0.0137,0.0752,0.0201,0.198,0.0073,0.124,,0.0836,0.0369,0.0504,0.0443,0.00496,0.01,0.0557,0.0555,0.0555,0.0554,0.0552,0.0557,36.0,60.0,28.0,54.0,55.0,0.055459999999999995,12716646400.0,0.0137,0.0441,8.76941,13.08703045698141,23.26629237251297,0.0,7.390798521735676
532,53,0.0,0,1686,12716208128,3854,12082,12782,20786,1077,317983,,20453,1122,75799,9607,3111.0,3976,482631,0.0137,0.0752,0.0201,0.198,0.0073,0.124,,0.0836,0.0369,0.0504,0.0443,0.00514,0.01,0.0557,0.0557,0.0555,0.0555,0.0554,0.0552,57.0,36.0,60.0,28.0,54.0,0.05556,12716679168.0,0.0137,0.044079999999999994,8.82511,13.08700973747586,23.266143247350797,0.0,7.430707082545968
534,51,395.0196078431373,0,1686,12719284224,3854,12048,12362,20786,1076,317983,,20453,1127,75799,9614,3111.0,3976,482189,0.0137,0.0752,0.0201,0.198,0.0073,0.124,,0.0836,0.0369,0.0504,0.0443,0.00514,0.00971,0.0556,0.0557,0.0557,0.0555,0.0555,0.0554,53.0,57.0,36.0,60.0,28.0,0.0556,12717516390.4,0.0137,0.04406,8.88071,13.086093506231297,23.266385121655585,0.0,7.430707082545968
536,34,179.0,0,1608,12718661632,3854,12048,12819,20786,1076,307326,,20453,1127,72773,9614,3105.0,3976,468956,0.0137,0.0752,0.0201,0.197,0.0073,0.124,,0.0834,0.0369,0.0504,0.0443,0.00512,0.00997,0.0556,0.0556,0.0557,0.0557,0.0555,0.0555,51.0,53.0,57.0,36.0,60.0,0.05562,12718011187.2,0.0137,0.04404,8.93631,13.058266358790174,23.26633617179119,0.0,7.3833681469923835
538,50,179.0,0,1585,12716482560,3851,12048,12819,20786,1076,317282,,20453,1127,73276,9614,3105.0,3976,479412,0.0137,0.0742,0.0201,0.197,0.0073,0.124,,0.0834,0.0363,0.0502,0.0443,0.00512,0.00997,0.0555,0.0556,0.0556,0.0557,0.0557,0.0555,34.0,51.0,53.0,57.0,36.0,0.05562,12717748224.0,0.0137,0.0443,8.991810000000001,13.080317717844625,23.26616482839414,0.0,7.368970402194793
540,57,179.0,0,1585,12715634688,3851,12048,12723,20786,1076,317282,,20414,1127,75464,9612,3105.0,3976,481463,0.0137,0.0742,0.0201,0.197,0.00724,0.124,,0.0834,0.0363,0.0503,0.0443,0.00512,0.00999,0.0555,0.0555,0.0556,0.0556,0.0557,0.0557,50.0,34.0,51.0,53.0,57.0,0.05558,12717254246.4,0.0137,0.0443,9.047310000000001,13.084586741070034,23.266098151129952,0.0,7.368970402194793
542,48,179.0,0,1585,12720017408,3851,12048,12723,20711,1076,316803,,20414,1120,75464,9612,3099.0,3857,480777,0.0137,0.0741,0.0201,0.197,0.00725,0.12,,0.0834,0.0363,0.0503,0.0443,0.00512,0.00999,0.0551,0.0555,0.0555,0.0556,0.0556,0.0557,57.0,50.0,34.0,51.0,53.0,0.055459999999999995,12718016102.4,0.0137,0.0443,9.10241,13.0831609040847,23.266442763489525,0.0,7.368970402194793
544,52,179.0,0,1585,12722151424,3851,12022,12723,20682,1076,316803,,20414,1120,75464,9612,3099.0,3951,480817,0.0136,0.0741,0.0199,0.197,0.00725,0.124,,0.0833,0.0363,0.0503,0.0443,0.00512,0.00999,0.0554,0.0551,0.0555,0.0555,0.0556,0.0556,48.0,57.0,50.0,34.0,51.0,0.055420000000000004,12718589542.4,0.013680000000000001,0.0443,9.157810000000001,13.08324409910636,23.266610517741842,0.0,7.368970402194793
546,44,0.0,0,1632,12726714368,3718,12009,12723,20682,1076,316803,,20414,1118,75464,9612,3099.0,3951,480669,0.0136,0.0741,0.0199,0.197,0.00725,0.124,,0.0833,0.0363,0.0503,0.0443,0.00512,0.00999,0.0554,0.0554,0.0551,0.0555,0.0555,0.0556,52.0,48.0,57.0,50.0,34.0,0.055380000000000006,12720200089.6,0.01366,0.0443,9.213210000000002,13.082936242947635,23.26696911478784,0.0,7.398174092970465
548,39,178.0,0,1632,12728446976,3870,12009,12723,20682,1076,316803,,20359,1118,75464,9612,3099.0,3951,480767,0.0136,0.0741,0.0199,0.197,0.00725,0.124,,0.0833,0.0366,0.0503,0.0443,0.00512,0.00999,0.0554,0.0554,0.0554,0.0551,0.0555,0.0555,44.0,52.0,48.0,57.0,50.0,0.05536,12722592972.8,0.01364,0.0443,9.268610000000002,13.083140104247772,23.267105244979994,0.0,7.398174092970465
550,48,178.0,0,1662,12722638848,3870,12009,12809,20682,1043,316473,,20359,1118,75464,9612,3091.0,3951,480481,0.0133,0.0741,0.0199,0.197,0.00725,0.124,,0.0833,0.0366,0.0482,0.0443,0.00511,0.00999,0.0552,0.0554,0.0554,0.0554,0.0551,0.0555,39.0,44.0,52.0,48.0,57.0,0.055299999999999995,12723993804.8,0.01356,0.0443,9.323810000000002,13.082545045712656,23.266648830024614,0.0,7.416378479192928
552,54,178.0,0,1636,12725182464,3870,12009,12809,20682,1076,316473,,20239,1118,73104,9255,3091.0,3951,477678,0.0133,0.0741,0.0199,0.197,0.00724,0.124,,0.0807,0.0366,0.0485,0.0429,0.00495,0.01,0.0549,0.0552,0.0554,0.0554,0.0554,0.0551,48.0,39.0,44.0,52.0,48.0,0.05526,12725026816.0,0.013479999999999997,0.04402,9.378710000000002,13.076694237766999,23.26684873837646,0.0,7.400620577371135
554,46,178.0,0,1562,12728877056,3877,12009,12883,20716,1076,316137,,20239,1118,75376,9242,3098.0,3951,479722,0.0133,0.0716,0.02,0.197,0.00724,0.124,,0.0801,0.0366,0.0502,0.0426,0.0051,0.01,0.0548,0.0549,0.0552,0.0554,0.0554,0.0554,54.0,48.0,39.0,44.0,52.0,0.05514,12726371942.4,0.013419999999999998,0.043680000000000004,9.433510000000002,13.080964132974065,23.26713903329172,0.0,7.354362330421477
556,42,178.0,0,1562,12738621440,3877,12009,12883,20790,1076,316137,,20239,1130,75376,9601,3098.0,3951,480166,0.0133,0.0749,0.02,0.197,0.00702,0.124,,0.0831,0.0368,0.0502,0.0443,0.0051,0.01,0.0555,0.0548,0.0549,0.0552,0.0554,0.0554,46.0,54.0,48.0,39.0,44.0,0.05516,12728753356.8,0.01336,0.043680000000000004,9.489010000000002,13.081889239041772,23.267904274092757,0.0,7.354362330421477
558,61,178.0,0,1562,12745912320,3877,12009,12883,20790,1076,316137,,20239,1130,75376,9601,3098.0,3817,480032,0.0133,0.0757,0.02,0.197,0.00697,0.123,,0.0829,0.0368,0.0502,0.0443,0.0051,0.01,0.0555,0.0555,0.0548,0.0549,0.0552,0.0554,42.0,46.0,54.0,48.0,39.0,0.05517999999999999,12732246425.6,0.0133,0.04368,9.544510000000002,13.0816101305209,23.26847645487244,0.0,7.354362330421477
560,44,178.0,0,1604,12744929280,3877,12009,12883,20790,1076,316137,,20239,1130,75376,9601,3098.0,3988,480203,0.0133,0.0757,0.02,0.197,0.00733,0.123,,0.0829,0.0368,0.0502,0.0443,0.00511,0.01,0.0555,0.0555,0.0555,0.0548,0.0549,0.0552,61.0,42.0,46.0,54.0,48.0,0.05524,12736704512.0,0.0133,0.04368,9.600010000000003,13.081966292597155,23.268399325994874,0.0,7.380879035564116
562,45,0.0,0,1650,12742631424,3864,12044,12883,20790,1076,316137,,20239,1130,75376,9601,3098.0,3988,480225,0.0133,0.0757,0.02,0.197,0.00733,0.123,,0.0829,0.0368,0.0502,0.0443,0.00511,0.01,0.0555,0.0555,0.0555,0.0555,0.0548,0.0549,44.0,61.0,42.0,46.0,54.0,0.05536,12740194304.0,0.0133,0.04396,9.655510000000003,13.082012105410174,23.268219014035427,0.0,7.409136443920128
564,56,177.0,338,1620,12744765440,3864,12040,13047,20790,1074,316137,,20239,1130,75376,9601,3083.0,3988,480369,0.0133,0.0757,0.02,0.197,0.00733,0.123,,0.0829,0.0374,0.0502,0.0443,0.00511,0.01,0.0556,0.0555,0.0555,0.0555,0.0555,0.0548,45.0,44.0,61.0,42.0,46.0,0.05552,12743371980.8,0.0133,0.0443,9.711110000000003,13.082311919277977,23.268386470603566,5.82600010738045,7.390798521735676
566,57,177.0,338,1620,12742111232,3726,12040,12979,20790,1074,314643,,20208,1130,75376,9601,2981.0,3988,478535,0.0133,0.0757,0.0198,0.197,0.00727,0.123,,0.0829,0.0374,0.0502,0.0444,0.00511,0.01,0.0555,0.0556,0.0555,0.0555,0.0555,0.0555,56.0,45.0,44.0,61.0,42.0,0.05552,12744069939.2,0.0133,0.04432,9.766610000000004,13.078486722154844,23.268178190236885,5.82600010738045,7.390798521735676
568,45,177.0,679,1620,12742557696,3852,12040,12979,20790,1090,314643,,20208,1130,70410,9601,3085.0,3988,473815,0.0131,0.0757,0.0198,0.197,0.00727,0.123,,0.0829,0.0374,0.0502,0.0444,0.00511,0.0101,0.0555,0.0555,0.0556,0.0555,0.0555,0.0555,57.0,56.0,45.0,44.0,61.0,0.05552,12743399014.4,0.01326,0.044340000000000004,9.822110000000004,13.06857433965965,23.268213228086605,6.522092798170152,7.390798521735676
570,48,177.0,679,1574,12738662400,3852,12040,12979,20005,1090,314643,,20169,1130,70410,9623,3085.0,3988,473014,0.0131,0.0757,0.0202,0.197,0.00727,0.123,,0.0827,0.0374,0.0487,0.0444,0.00511,0.0101,0.0554,0.0555,0.0555,0.0556,0.0555,0.0555,45.0,57.0,56.0,45.0,44.0,0.055499999999999994,12742145638.4,0.013219999999999999,0.04436,9.877510000000004,13.066882379444813,23.26790748950616,6.522092798170152,7.362010551259734
572,53,177.0,679,1574,12737265664,3852,12040,12979,20779,1090,314643,,20169,1130,72325,9623,3085.0,3988,475703,0.013,0.0763,0.0202,0.197,0.00727,0.123,,0.0827,0.0371,0.0502,0.0444,0.00511,0.0101,0.0556,0.0554,0.0555,0.0555,0.0556,0.0555,48.0,45.0,57.0,56.0,45.0,0.05552,12741072486.4,0.01316,0.04438,9.933110000000005,13.072551091045941,23.267797838073815,6.522092798170152,7.362010551259734
574,49,177.0,695,1598,12740067328,3846,11602,12988,20779,1088,314643,,20169,1099,75366,9615,3085.0,4009,478289,0.013,0.0736,0.0202,0.197,0.0073,0.123,,0.0829,0.0371,0.0502,0.0444,0.00497,0.0101,0.0554,0.0556,0.0554,0.0555,0.0555,0.0556,53.0,48.0,45.0,57.0,56.0,0.055479999999999995,12740132864.0,0.0131,0.0444,9.988510000000005,13.07797252206952,23.268017771927326,6.54534966033442,7.377133712833954
576,55,177.0,695,1591,12735922176,3846,12020,12988,20779,1088,314643,,20169,1136,75366,9615,3085.0,4009,478744,0.013,0.0775,0.0202,0.197,0.0073,0.123,,0.0829,0.0371,0.0502,0.0445,0.00513,0.0101,0.0557,0.0554,0.0556,0.0554,0.0555,0.0555,49.0,53.0,48.0,45.0,57.0,0.05551999999999999,12738895052.8,0.01304,0.04442,10.044210000000005,13.078923375558226,23.267692355555525,6.54534966033442,7.3727463664043285
578,51,177.0,695,1636,12729913344,3846,12020,12988,20779,1088,314643,,20152,1136,75366,9615,3085.0,3993,478712,0.013,0.0775,0.0202,0.197,0.0073,0.124,,0.0829,0.0369,0.0503,0.0446,0.00513,0.0101,0.0557,0.0557,0.0554,0.0556,0.0554,0.0555,55.0,49.0,53.0,48.0,45.0,0.05556,12736366182.4,0.013019999999999999,0.04446,10.099910000000005,13.078856531895084,23.26722044234409,6.54534966033442,7.400620577371135
580,53,0.0,715,1636,12734791680,3846,12020,12988,20779,1081,305547,,20152,1136,75366,9615,3085.0,3993,469608,0.013,0.0775,0.0202,0.191,0.0073,0.124,,0.0829,0.0369,0.0503,0.0446,0.00513,0.0101,0.0552,0.0557,0.0557,0.0554,0.0556,0.0554,51.0,55.0,49.0,53.0,48.0,0.05551999999999999,12735592038.4,0.013,0.044500000000000005,10.155110000000004,13.059655712559392,23.267603587254246,6.573680166960646,7.400620577371135
582,35,176.0,694,1636,12737163264,3846,12042,12987,20779,1081,316590,,20152,1136,75366,9615,3088.0,3993,480676,0.013,0.0775,0.0199,0.19,0.0073,0.124,,0.0829,0.0369,0.0503,0.0446,0.00513,0.0101,0.0551,0.0552,0.0557,0.0557,0.0554,0.0556,53.0,51.0,55.0,49.0,53.0,0.055420000000000004,12735571558.4,0.013,0.04454,10.210210000000004,13.082950805847402,23.267789798639424,6.543911845564792,7.400620577371135
584,45,176.0,682,1636,12739391488,3716,12042,12987,20764,1034,316590,,20152,1136,75366,9627,3088.0,3993,480495,0.013,0.0775,0.0199,0.197,0.0073,0.124,,0.0829,0.0369,0.0503,0.0446,0.00513,0.00978,0.0557,0.0551,0.0552,0.0557,0.0557,0.0554,35.0,53.0,51.0,55.0,49.0,0.055479999999999995,12735436390.4,0.013,0.044579999999999995,10.265910000000003,13.082574182696023,23.267964722134945,6.52649485957079,7.400620577371135
586,49,176.0,680,1591,12737314816,3741,12042,12987,20764,1041,316590,,20152,1136,75366,9640,3088.0,3980,480529,0.013,0.0779,0.0199,0.197,0.00728,0.124,,0.0829,0.0369,0.0503,0.0446,0.00513,0.00971,0.0557,0.0557,0.0551,0.0552,0.0557,0.0557,45.0,35.0,53.0,51.0,55.0,0.055479999999999995,12735714918.4,0.013,0.0446,10.321610000000003,13.082644940407082,23.267801696979365,6.523562306149512,7.3727463664043285
588,50,176.0,683,1591,12738670592,3862,12042,12987,20764,1078,316590,,19325,1133,73202,9640,3088.0,3980,477692,0.013,0.0747,0.0199,0.197,0.00728,0.124,,0.0795,0.0369,0.0504,0.0445,0.00513,0.0101,0.0552,0.0557,0.0557,0.0551,0.0552,0.0557,49.0,45.0,35.0,53.0,51.0,0.05538,12737466368.0,0.013,0.044579999999999995,10.376810000000003,13.076723545722437,23.267908132587603,6.52795791762255,7.3727463664043285
590,37,176.0,683,1591,12737200128,3862,12042,12580,20798,1078,316590,,20072,1133,75494,9640,3088.0,3826,480203,0.013,0.0752,0.0199,0.197,0.00728,0.124,,0.0801,0.0369,0.0504,0.0428,0.00513,0.0101,0.0551,0.0552,0.0557,0.0557,0.0551,0.0552,50.0,49.0,45.0,35.0,53.0,0.05536,12737948057.6,0.013,0.04422,10.431910000000002,13.081966292597155,23.26779269284325,6.52795791762255,7.3727463664043285
592,50,176.0,683,1606,12763635712,3862,12042,12494,20798,1077,316590,,20072,1136,75494,9640,3082.0,3853,480141,0.013,0.078,0.0199,0.197,0.00728,0.124,,0.0827,0.0369,0.0504,0.0431,0.00495,0.0101,0.0556,0.0551,0.0552,0.0557,0.0557,0.0551,37.0,50.0,49.0,45.0,35.0,0.055459999999999995,12743242547.2,0.013,0.04392,10.487510000000002,13.081837172467354,23.269866004763966,6.52795791762255,7.382124365737512
594,51,176.0,671,1628,12769013760,3862,12038,12907,20798,1077,315795,,20028,1136,75494,9620,2970.0,3981,479706,0.013,0.078,0.0199,0.197,0.00728,0.124,,0.0827,0.037,0.0504,0.0445,0.00512,0.0101,0.0557,0.0556,0.0551,0.0552,0.0557,0.0557,50.0,37.0,50.0,49.0,45.0,0.055459999999999995,12749167001.6,0.013,0.043899999999999995,10.543210000000002,13.080930779837303,23.270287273076526,6.51025834052315,7.395721608602045
596,44,176.0,1082,1628,12770598912,3862,12038,12907,20798,1077,306569,,20028,1136,75494,9620,3077.0,3981,470587,0.013,0.078,0.0197,0.197,0.00728,0.124,,0.0827,0.037,0.0504,0.0445,0.00512,0.0101,0.0557,0.0557,0.0556,0.0551,0.0552,0.0557,51.0,50.0,37.0,50.0,49.0,0.055459999999999995,12755823820.8,0.013,0.04388,10.598910000000002,13.06173825558777,23.27041140589109,6.9874902470009905,7.395721608602045
598,49,690.6530612244898,1494,1593,12770201600,3862,12038,12907,20822,1077,314742,,20028,1136,75494,9620,3077.0,3959,478761,0.013,0.078,0.0197,0.197,0.00727,0.124,,0.0799,0.037,0.0504,0.0445,0.00512,0.0101,0.0555,0.0557,0.0557,0.0556,0.0551,0.0552,44.0,51.0,50.0,37.0,50.0,0.05552,12762130022.4,0.013,0.043879999999999995,10.654410000000002,13.078958884437016,23.270380293945337,7.3098814858247865,7.374001859350161
600,43,178.0,1478,1593,12779106304,3747,11623,12907,20822,1077,314742,,20028,1126,73218,9620,3077.0,3959,475945,0.0129,0.078,0.0197,0.197,0.00727,0.124,,0.0828,0.037,0.0504,0.0445,0.00512,0.00999,0.0557,0.0555,0.0557,0.0557,0.0556,0.0551,49.0,44.0,51.0,50.0,37.0,0.05564,12770511257.6,0.01298,0.044219999999999995,10.710110000000002,13.073059681399991,23.271077354264413,7.2991214627108,7.374001859350161
602,58,0.0,1504,1593,12773117952,3722,11978,12907,20009,1077,314742,,20028,1126,75338,9620,3077.0,3959,477581,0.0129,0.0757,0.0197,0.197,0.00727,0.12,,0.0828,0.037,0.0502,0.0445,0.00512,0.00999,0.0552,0.0557,0.0555,0.0557,0.0557,0.0556,43.0,49.0,44.0,51.0,50.0,0.05556,12772407705.6,0.01296,0.0445,10.765310000000001,13.07649115190809,23.270608639521683,7.316548177182976,7.374001859350161
604,51,427.2156862745098,1504,1593,12787507200,3831,11978,12907,20147,1082,314742,,20028,1126,75338,9311,3077.0,3959,477525,0.0129,0.0751,0.0197,0.197,0.00715,0.119,,0.0828,0.0365,0.0501,0.0431,0.00512,0.00999,0.0549,0.0552,0.0557,0.0555,0.0557,0.0557,58.0,43.0,49.0,44.0,51.0,0.055400000000000005,12776106393.6,0.012939999999999998,0.044219999999999995,10.820210000000001,13.07637388768234,23.271734531352052,7.316548177182976,7.374001859350161
606,45,0.0,1489,1600,12859191296,3831,11976,12727,20793,1082,314742,,20028,1088,75202,9625,3077.0,3959,478129,0.0129,0.0771,0.0197,0.197,0.00715,0.12,,0.0828,0.0365,0.0501,0.0428,0.00513,0.00999,0.0551,0.0549,0.0552,0.0557,0.0555,0.0557,51.0,58.0,43.0,49.0,44.0,0.055279999999999996,12793824870.4,0.012920000000000001,0.043879999999999995,10.87531,13.077637941024598,23.277324668630786,7.306531398939505,7.3783837129967145
608,52,177.0,1486,1600,12863303680,3831,11976,12727,20793,1049,315531,,20057,1127,75202,9625,3071.0,3959,478947,0.0129,0.0742,0.0197,0.197,0.00715,0.124,,0.0827,0.0365,0.0501,0.0444,0.00513,0.00999,0.0553,0.0551,0.0549,0.0552,0.0557,0.0555,45.0,51.0,58.0,43.0,49.0,0.05524,12812445286.4,0.0129,0.043859999999999996,10.930610000000001,13.079347311001086,23.27764441864248,7.304515946460155,7.3783837129967145
610,42,177.0,1489,1625,12864786432,3831,11976,12340,20793,1071,315531,,20018,1127,75202,9607,3071.0,3978,478543,0.0129,0.0769,0.0197,0.189,0.00713,0.124,,0.0827,0.0367,0.0501,0.0429,0.00513,0.00999,0.0547,0.0553,0.0551,0.0549,0.0552,0.0557,52.0,45.0,51.0,58.0,43.0,0.05504,12829581312.0,0.0129,0.04354,10.985310000000002,13.078503439670623,23.277759681920486,7.306531398939505,7.3938782901077555
612,31,177.0,1502,1631,12864163840,3831,11983,12781,20793,1071,315531,,20018,1127,75202,9607,2938.0,3978,478858,0.0129,0.0769,0.0195,0.191,0.00713,0.124,,0.0827,0.0367,0.0501,0.0443,0.00513,0.01,0.055,0.0547,0.0553,0.0551,0.0549,0.0552,42.0,52.0,45.0,51.0,58.0,0.05500000000000001,12847790489.6,0.0129,0.0435,11.040310000000002,13.0791614698029,23.277711285698057,7.315218389752975,7.397561535524052
614,58,177.0,1514,1613,12880789504,3831,11983,12781,20105,1071,315531,,20018,1127,75202,9607,2958.0,3978,478191,0.0129,0.0769,0.0195,0.197,0.00713,0.124,,0.0827,0.0367,0.0501,0.0443,0.00513,0.01,0.0555,0.055,0.0547,0.0553,0.0551,0.0549,31.0,42.0,52.0,45.0,51.0,0.05512,12866446950.4,0.0129,0.04374,11.095810000000002,13.0777676044645,23.279002852716086,7.323170717943469,7.3864708488298945
616,57,177.0,1502,1613,12887953408,3830,11983,12781,20704,1072,315531,,20018,1125,75147,9607,3063.0,3972,478832,0.0128,0.0769,0.0195,0.197,0.00713,0.123,,0.0827,0.0368,0.0502,0.0443,0.00513,0.00971,0.0555,0.0555,0.055,0.0547,0.0553,0.0551,58.0,31.0,42.0,52.0,45.0,0.055200000000000006,12872199372.8,0.012879999999999999,0.04404,11.151310000000002,13.079107172596686,23.27955886774627,7.315218389752975,7.3864708488298945
