Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_system_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,i_o_read_log_scaled,i_o_write_log_scaled
730,42,175.0,1518,1637,12933910528,3811,12054,12899,20823,1100,315899,,20359,1140,76024,9762,3062.0,4019,480953,0.0125,0.0747,0.0188,0.196,0.007,0.124,,0.0831,0.0372,0.0509,0.044,0.00516,0.0102,0.0553,0.0554,0.0554,0.0553,0.0552,0.055,51.0,50.0,47.0,47.0,42.0,0.05532,12935874969.6,0.0125,0.04506,14.293010000000004,13.083526910419032,23.283118422442634,7.325807502595773,7.401231264413015
732,51,175.0,1492,1577,12933087232,3811,12054,12511,20823,1099,315899,,20414,1140,75998,9762,3062.0,4019,480592,0.0126,0.0747,0.0186,0.19,0.00676,0.124,,0.0829,0.0372,0.0509,0.0437,0.00516,0.0102,0.0547,0.0553,0.0554,0.0554,0.0553,0.0552,42.0,51.0,50.0,47.0,47.0,0.055220000000000005,12935094272.0,0.01252,0.04474,14.347710000000005,13.082776037051508,23.283054766350197,7.30854279753919,7.363913501405819
734,52,175.0,1481,1583,12928815104,3811,12054,12819,20823,1099,315899,,20414,1140,75998,9762,3075.0,4021,480915,0.0126,0.0747,0.0186,0.196,0.00691,0.124,,0.0829,0.0372,0.0492,0.0453,0.00516,0.0102,0.0553,0.0547,0.0553,0.0554,0.0554,0.0553,51.0,42.0,51.0,50.0,47.0,0.055220000000000005,12933347737.6,0.01254,0.04474,14.403010000000005,13.08344789766259,23.282724386319913,7.301147805856032,7.367708572374371
736,54,175.0,1481,1610,12933996544,3683,12054,12942,20856,1099,315899,,20414,1140,75998,9762,3075.0,4021,480942,0.0126,0.0747,0.0186,0.196,0.00691,0.124,,0.0829,0.0372,0.0488,0.0453,0.00516,0.0099,0.0552,0.0553,0.0547,0.0553,0.0554,0.0554,52.0,51.0,42.0,51.0,50.0,0.05517999999999999,12932470374.4,0.012559999999999998,0.04474,14.458210000000005,13.083504038947346,23.28312507284537,7.301147805856032,7.384610383176974
738,36,175.0,1494,1610,12936617984,3835,12055,12942,20856,1099,315899,,20414,1147,75998,9728,3078.0,4021,481071,0.0126,0.0742,0.0186,0.196,0.00691,0.121,,0.0829,0.0372,0.0507,0.0453,0.00516,0.00985,0.055,0.0552,0.0553,0.0547,0.0553,0.0554,54.0,52.0,51.0,42.0,51.0,0.055099999999999996,12933285478.4,0.012580000000000003,0.044719999999999996,14.513210000000004,13.083772226035434,23.28332773057551,7.3098814858247865,7.384610383176974
740,35,175.0,1483,1653,12937498624,3835,12055,12942,20856,1095,315899,,20414,1147,75998,9714,3078.0,4021,481054,0.0126,0.0742,0.0186,0.196,0.00692,0.124,,0.0829,0.0372,0.0507,0.0453,0.00515,0.0102,0.0554,0.055,0.0552,0.0553,0.0547,0.0553,36.0,54.0,52.0,51.0,42.0,0.05512,12934003097.6,0.0126,0.04498,14.568610000000005,13.083736887665339,23.2833958016918,7.302496423727326,7.4109518755836366
742,69,642.1304347826087,1518,1653,12942774272,3835,12034,12942,20886,1095,315899,,19522,1144,75768,9714,3078.0,4006,479925,0.0126,0.0742,0.0187,0.197,0.00692,0.124,,0.083,0.0361,0.0507,0.0452,0.00515,0.0102,0.0553,0.0554,0.055,0.0552,0.0553,0.0547,35.0,36.0,54.0,52.0,51.0,0.05524,12935940505.6,0.0126,0.04528,14.623910000000006,13.081387204332504,23.28380349817119,7.325807502595773,7.4109518755836366
744,39,177.0,1504,1616,12943081472,3835,12034,12942,20886,1095,315899,,20288,1144,75768,9714,3078.0,4006,480691,0.0126,0.0742,0.0187,0.197,0.00692,0.124,,0.083,0.0369,0.0507,0.0452,0.00513,0.0102,0.0554,0.0553,0.0554,0.055,0.0552,0.0553,69.0,35.0,36.0,54.0,52.0,0.05526,12938793779.2,0.0126,0.04526,14.679310000000006,13.082982011347061,23.283827233140823,7.316548177182976,7.388327859577107
746,56,0.0,1492,1574,12944793600,3835,12034,12942,20886,1099,314559,,20288,1144,75690,9714,3066.0,4006,479264,0.0126,0.0733,0.0187,0.197,0.00692,0.124,,0.083,0.0369,0.0507,0.0451,0.00513,0.0102,0.0553,0.0554,0.0553,0.0554,0.055,0.0552,39.0,69.0,35.0,36.0,54.0,0.05528000000000001,12940953190.4,0.0126,0.045219999999999996,14.734610000000007,13.08000895932263,23.28395950571998,7.30854279753919,7.362010551259734
748,50,176.0,1492,1574,12946550784,3835,12034,12942,20886,1099,314559,,20411,1114,75690,9714,3066.0,3991,479341,0.0116,0.0733,0.0187,0.197,0.00691,0.124,,0.0829,0.0369,0.0507,0.0451,0.00513,0.0102,0.0552,0.0553,0.0554,0.0553,0.0554,0.055,56.0,39.0,69.0,35.0,36.0,0.05532,12942939750.4,0.0124,0.04518,14.789810000000006,13.08016960909916,23.28409524096621,7.30854279753919,7.362010551259734
750,44,546.5681818181819,1490,1574,12942475264,3835,11985,12630,20877,1099,314559,,20411,1154,75690,9714,3066.0,3991,479012,0.012,0.0733,0.018,0.197,0.00691,0.124,,0.0829,0.0369,0.0507,0.0451,0.00513,0.0102,0.0551,0.0552,0.0553,0.0554,0.0553,0.0554,50.0,56.0,39.0,69.0,35.0,0.05526,12943935078.4,0.01228,0.04514,14.844910000000006,13.07948301589951,23.283780395593052,7.307202314764738,7.362010551259734
752,56,177.0,1480,1610,12934598656,3835,11985,13055,20877,1098,314559,,20411,1154,75690,9674,3066.0,3991,479396,0.0125,0.0733,0.0186,0.197,0.00693,0.124,,0.0829,0.0369,0.0504,0.0451,0.00513,0.0101,0.0552,0.0551,0.0552,0.0553,0.0554,0.0553,44.0,50.0,56.0,39.0,69.0,0.05524,12942299955.2,0.01226,0.04512000000000001,14.900110000000005,13.080284343140564,23.28317162442619,7.300472814267799,7.384610383176974
