i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_pod-pod-25,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_pod-pod-25,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,pod-restart-count-pod-25
8484,0,12673716224,683,,2815,,,647,,2738,350,,,62604,489.0,5087.0,0.387,,179,12612,,2324,,,807.0,,696,92032,0.0205,,0.028,,,0.0011,,0.0495,0.00174,,,0.0281,0.00581,0.0227,,,0.0021,0.0123,,0.0107,,,0.00313,,0.00194,0.0156,0.0,0,0.0,,0,0,0.0,0,,,0,,0,0,,,0,,0,0,,0,,,0
8726,0,12670681088,683,,2835,,,647,,3526,349,,,63113,489.0,5170.0,0.344,,179,17674,,2340,,,812.0,,820,98638,0.0205,,0.028,,,0.0011,,0.0563,0.00168,,,0.0282,0.00581,0.0231,,,0.00228,0.0124,,0.0112,,,0.00317,,0.00194,0.0163,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8672,0,12552712192,683,,2855,,,647,,3550,349,,,63548,489.0,5254.0,,,183,17797,,2346,,,1050.0,,820,99569,0.0205,,0.0271,,,0.00132,,0.0583,0.00179,,,0.0282,0.00581,0.0235,,,0.00228,0.0124,,0.0112,,,0.00338,,0.00194,0.0165,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8719,0,12554162176,683,,2874,,,658,,3574,349,,,63983,489.0,5337.0,,,183,17920,,2664,,,1057.0,,820,100591,0.0205,,0.026,,,0.00132,,0.0583,0.00179,,,0.0287,0.00581,0.0239,,,0.00228,0.0124,,0.0135,,,0.00338,,0.00194,0.0167,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8665,0,12558995456,813,,3366,,,663,,3598,349,,,64417,489.0,5421.0,,,183,18043,,2708,,,1057.0,,820,101927,0.0205,,0.03,,,0.00132,,0.0583,0.00179,,,0.0289,0.00581,0.0242,,,0.00228,0.0127,,0.0135,,,0.00338,,0.00188,0.0171,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8610,0,12560265216,813,,3389,,,684,,3626,359,,,62456,489.0,5504.0,,,185,18166,,2726,,,1057.0,,849,100303,0.0205,,0.03,,,0.00132,,0.0583,0.00179,,,0.0291,0.00581,0.0246,,,0.00228,0.0124,,0.0135,,,0.00338,,0.00186,0.0171,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8556,0,12561928192,813,,3412,,,684,,3651,359,,,88383,492.0,6237.0,,,185,18289,,2744,,,1057.0,,849,127154,0.0212,,0.03,,,0.00132,,0.0583,0.00179,,,0.0293,0.00581,0.0279,,,0.00228,0.0162,,0.0135,,,0.00338,,0.00243,0.0178,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8421,0,12525023232,813,,3435,,,684,,3675,366,,,89005,492.0,6330.0,,,185,18412,,2749,,,1087.0,,849,128082,0.0212,,0.03,,,0.00132,,0.0643,0.00182,,,0.0285,0.00581,0.0283,,,0.00263,0.0163,,0.0141,,,0.00338,,0.00247,0.0183,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
8253,0,12525654016,845,,3437,,,858,,3700,366,,,89627,492.0,6423.0,,,185,22918,,2749,,,1094.0,,849,133542,0.0205,,0.03,,,0.00132,,0.0677,0.00182,,,0.0372,0.00578,0.0287,,,0.00263,0.0164,,0.0141,,,0.00338,,0.00257,0.0193,0.0,0,0.0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3853,0,12524732416,845,,3487,,,858,,3606,366,,,90248,492.0,6516.0,,,185,23078,,3256,,,1101.0,,821,134861,0.0204,,0.03,,,0.00132,,0.0677,0.00176,,,0.0376,0.00123,0.0291,,,0.00266,0.0165,,0.0141,,,0.00338,,0.00257,0.019,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4012,0,12524277760,968,,4181,,,858,,4632,366,,,90870,492.0,6609.0,,,179,23239,,3279,,,1102.0,,1032,137808,0.024,,0.03,,,0.00163,,0.0677,0.0019,,,0.0379,0.00121,0.0296,,,0.00275,0.0166,,0.0166,,,0.00354,,0.00257,0.0197,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4013,0,12521472000,968,,4210,,,858,,4679,368,,,91492,492.0,6702.0,,,189,23399,,3301,,,1061.0,,1032,138752,0.024,,0.03,,,0.00163,,0.0677,0.0019,,,0.0381,0.0012,0.03,,,0.00275,0.0194,,0.0166,,,0.00367,,0.00257,0.02,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4013,0,12529733632,968,,4239,,,858,,4712,368,,,92113,492.0,6795.0,,,196,23560,,3323,,,1446.0,,1069,140139,0.024,,0.0297,,,0.00163,,0.0677,0.0019,,,0.0384,0.00118,0.0304,,,0.00275,0.0194,,0.0166,,,0.00367,,0.00257,0.02,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4012,0,12532264960,968,,4267,,,904,,4744,368,,,92735,495.0,6888.0,,,196,23720,,3323,,,1446.0,,1069,141124,0.0251,,0.0295,,,0.00163,,0.0677,0.0019,,,0.0387,0.00117,0.0308,,,0.00275,0.0197,,0.0166,,,0.00367,,0.00291,0.0202,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3921,0,12526657536,968,,4296,,,998,,4777,368,,,90429,495.0,7641.0,,,196,27406,,3323,,,1485.0,,1069,143451,0.0251,,0.0338,,,0.00163,,0.0677,0.0019,,,0.0389,0.00115,0.0293,,,0.00299,0.0198,,0.0172,,,0.00367,,0.00291,0.0205,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3922,0,12537688064,968,,4310,,,998,,4809,368,,,118274,495.0,7743.0,,,196,27590,,3399,,,1495.0,,1069,171715,0.028,,0.0338,,,0.00163,,0.0655,0.00192,,,0.0441,0.00124,0.0345,,,0.00299,0.0199,,0.0172,,,0.00367,,0.00291,0.0214,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3860,0,12538376192,1023,,4362,,,998,,4842,368,,,119091,495.0,7845.0,,,196,27799,,3908,,,1505.0,,1069,173500,0.028,,0.0338,,,0.00169,,0.065,0.00195,,,0.0444,0.00122,0.035,,,0.00299,0.0201,,0.0172,,,0.00367,,0.00291,0.0215,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3907,0,12542488576,1024,,4392,,,998,,4873,368,,,119908,495.0,7947.0,,,196,27995,,3935,,,1516.0,,1069,174715,0.028,,0.0338,,,0.0018,,0.0787,0.00195,,,0.0445,0.0012,0.0355,,,0.00299,0.0202,,0.0172,,,0.00382,,0.00307,0.0227,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3997,0,12556259328,989,,4422,,,998,,4717,374,,,120725,495.0,8049.0,,,203,28190,,3962,,,1526.0,,1263,175911,0.028,,0.0348,,,0.0018,,0.0811,0.00195,,,0.045,0.00119,0.0359,,,0.00309,0.0226,,0.0198,,,0.00382,,0.00335,0.0235,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3998,0,12560543744,1229,,4300,,,998,,5756,374,,,121543,495.0,8151.0,,,203,28386,,3989,,,1536.0,,1263,178220,0.028,,0.0348,,,0.0018,,0.0816,0.00195,,,0.0453,0.00117,0.0364,,,0.00309,0.0229,,0.0198,,,0.0039,,0.00335,0.0237,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3997,0,12562403328,1229,,5351,,,998,,5795,374,,,122360,494.0,8252.0,,,203,28582,,4016,,,1495.0,,1263,180412,0.028,,0.0348,,,0.0018,,0.0816,0.00195,,,0.0457,0.00116,0.0369,,,0.00309,0.0231,,0.0203,,,0.0039,,0.00335,0.0238,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3997,0,12566732800,1229,,5387,,,998,,5835,374,,,123444,499.0,9046.0,,,205,28777,,4043,,,1836.0,,1263,182935,0.0292,,0.0348,,,0.0018,,0.0816,0.00195,,,0.046,0.00114,0.0373,,,0.00309,0.0232,,0.021,,,0.0039,,0.00335,0.024,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3926,0,12570996736,1229,,5388,,,1102,,5874,379,,,124304,499.0,9156.0,,,205,33904,,4054,,,1836.0,,1263,189194,0.0292,,0.0337,,,0.00188,,0.0816,0.00195,,,0.0463,0.00112,0.0406,,,0.00299,0.0234,,0.021,,,0.0039,,0.00335,0.0242,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3797,0,12568760320,1229,,5468,,,1140,,5899,379,,,125164,499.0,9266.0,,,205,34133,,4054,,,1836.0,,1318,190592,0.0282,,0.0334,,,0.00188,,0.0816,0.00201,,,0.0451,0.00114,0.0411,,,0.00342,0.0253,,0.021,,,0.00404,,0.00335,0.0243,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3878,0,12571529216,1255,,5506,,,1140,,5965,379,,,151191,499.0,9377.0,,,205,34338,,4646,,,1885.0,,1429,217815,0.0351,,0.0364,,,0.00188,,0.0816,0.00201,,,0.0541,0.00123,0.0416,,,0.00354,0.0253,,0.021,,,0.00404,,0.00371,0.026,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3877,0,12575227904,1263,,5544,,,1140,,6565,388,,,152223,499.0,9487.0,,,205,34641,,4748,,,1898.0,,1436,220039,0.0351,,0.0375,,,0.00213,,0.0881,0.00201,,,0.0544,0.00121,0.0421,,,0.00354,0.0257,,0.0236,,,0.00404,,0.00388,0.027,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3973,0,12570365952,1302,,5583,,,1140,,6610,388,,,153254,499.0,9597.0,,,199,34886,,4780,,,1911.0,,1436,221586,0.0351,,0.0375,,,0.00213,,0.0881,0.00201,,,0.0548,0.00119,0.0426,,,0.00354,0.0259,,0.0236,,,0.00404,,0.00388,0.027,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3974,0,12558483456,1466,,6334,,,1140,,6655,388,,,154286,499.0,10342.0,,,198,35131,,4808,,,2178.0,,1436,224862,0.0367,,0.0375,,,0.00213,,0.0924,0.00201,,,0.0549,0.00117,0.0431,,,0.00354,0.0261,,0.0236,,,0.00412,,0.00388,0.0276,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3973,0,12560162816,1466,,6377,,,1140,,6701,388,,,155545,499.0,10459.0,,,214,38909,,4808,,,2193.0,,1436,230135,0.0367,,0.0375,,,0.00213,,0.0924,0.00204,,,0.0556,0.00115,0.0436,,,0.00354,0.0281,,0.0236,,,0.00412,,0.00388,0.0279,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3973,0,12564426752,1466,,6420,,,1140,,6746,390,,,156626,499.0,10577.0,,,218,39179,,4808,,,2204.0,,1436,231709,0.0367,,0.0375,,,0.00213,,0.0924,0.00204,,,0.056,0.00113,0.0441,,,0.00354,0.0283,,0.0246,,,0.00412,,0.00388,0.028,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4067,0,12563001344,1466,,6463,,,1106,,6791,390,,,157707,499.0,10694.0,,,218,39448,,4919,,,2204.0,,1436,233342,0.0367,,0.0395,,,0.00224,,0.0924,0.00208,,,0.061,0.00112,0.0446,,,0.00369,0.0284,,0.0246,,,0.00412,,0.00388,0.0287,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3848,0,12566876160,1466,,6470,,,1127,,6847,390,,,182422,499.0,10812.0,,,218,39718,,4807,,,2204.0,,1436,258417,0.0367,,0.0395,,,0.00239,,0.0924,0.00208,,,0.0614,0.0011,0.0497,,,0.00401,0.0286,,0.0246,,,0.00399,,0.00388,0.0292,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3848,0,12570157056,1598,,6562,,,1406,,6894,390,,,183665,499.0,10929.0,,,218,39987,,4807,,,2256.0,,1691,260902,0.0355,,0.0414,,,0.00239,,0.0924,0.00208,,,0.0618,0.00108,0.0503,,,0.00401,0.0289,,0.0246,,,0.00436,,0.00458,0.0294,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3904,0,12573360128,1633,,6607,,,1409,,7720,395,,,184907,499.0,11832.0,,,218,40257,,5797,,,2272.0,,1698,265244,0.039,,0.0414,,,0.00239,,0.0921,0.00208,,,0.0622,0.00117,0.0508,,,0.00401,0.0291,,0.0238,,,0.00436,,0.00458,0.0298,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3918,0,12569604096,1644,,7502,,,1409,,7773,395,,,186149,499.0,11958.0,,,218,40638,,5829,,,2287.0,,1698,267999,0.0408,,0.0414,,,0.00239,,0.102,0.00208,,,0.0622,0.00115,0.0514,,,0.00401,0.0312,,0.0281,,,0.00436,,0.00458,0.0313,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3977,0,12567183360,1683,,7553,,,1409,,7825,395,,,187598,505.0,12084.0,,,218,40924,,5829,,,2638.0,,1698,270359,0.0408,,0.0414,,,0.00239,,0.104,0.00204,,,0.0632,0.00113,0.0519,,,0.00401,0.0315,,0.0292,,,0.00447,,0.00458,0.0317,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3977,0,12572094464,1694,,7605,,,1409,,7830,395,,,188887,505.0,12210.0,,,215,47039,,5829,,,2656.0,,1698,277971,0.0408,,0.0414,,,0.00239,,0.104,0.00206,,,0.0637,0.00111,0.0525,,,0.00401,0.0317,,0.0292,,,0.00447,,0.00458,0.0319,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4064,0,12575346688,1699,,7656,,,1409,,7939,401,,,190176,505.0,12335.0,,,228,47366,,5961,,,2665.0,,1698,280038,0.0408,,0.0414,,,0.00239,,0.105,0.00214,,,0.0622,0.00109,0.053,,,0.00413,0.0318,,0.0292,,,0.00447,,0.00458,0.0319,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
4063,0,12582158336,1699,,7684,,,1409,,7993,407,,,211641,505.0,12461.0,,,228,47693,,6002,,,2665.0,,1698,302086,0.0408,,0.04,,,0.00246,,0.105,0.00214,,,0.071,0.00107,0.0573,,,0.00413,0.0318,,0.0292,,,0.00447,,0.00458,0.0329,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3883,0,12586102784,1699,,7777,,,1409,,8047,407,,,213066,505.0,12587.0,,,228,48020,,6042,,,2714.0,,1946,304447,0.0408,,0.0441,,,0.00245,,0.105,0.00214,,,0.0715,0.00105,0.0579,,,0.00399,0.0324,,0.0292,,,0.00447,,0.0047,0.0333,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3804,0,12586938368,1644,,7832,,,1688,,8101,407,,,214776,505.0,12713.0,,,228,48347,,6083,,,2732.0,,1959,307015,0.0408,,0.0464,,,0.00244,,0.105,0.00214,,,0.072,0.000859,0.0585,,,0.00464,0.0326,,0.0316,,,0.00433,,0.00539,0.0339,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3804,0,12580388864,1632,,7887,,,1688,,8840,407,,,216302,505.0,12839.0,,,228,48674,,6809,,,3004.0,,1969,310784,0.0416,,0.0464,,,0.00287,,0.105,0.00214,,,0.0725,0.00094,0.0591,,,0.00464,0.0352,,0.0316,,,0.0043,,0.00539,0.0343,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3804,0,12580413440,1921,,8833,,,1688,,8918,407,,,217828,505.0,12289.0,,,231,52530,,6809,,,3025.0,,1969,316953,0.0433,,0.0464,,,0.00287,,0.101,0.00214,,,0.073,0.000921,0.0597,,,0.00464,0.0354,,0.033,,,0.00474,,0.00539,0.0344,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3941,0,12581134336,1995,,8894,,,1688,,8979,407,,,219353,505.0,14450.0,,,231,52922,,6809,,,3045.0,,1969,321249,0.0433,,0.0464,,,0.00287,,0.115,0.00214,,,0.077,0.000902,0.0602,,,0.00478,0.0355,,0.033,,,0.00474,,0.00539,0.0359,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3941,0,12581597184,1995,,8955,,,1688,,9041,411,,,220879,451.0,14589.0,,,243,53297,,6959,,,3066.0,,1969,323544,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.078,0.000883,0.0643,,,0.00478,0.036,,0.033,,,0.00484,,0.00539,0.0364,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3941,0,12584529920,1995,,9017,,,1688,,9103,419,,,246809,442.0,14728.0,,,243,53672,,7008,,,3073.0,,1969,350166,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0785,0.000864,0.0649,,,0.00478,0.0362,,0.033,,,0.00484,,0.00539,0.0365,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3941,0,12585148416,1995,,9078,,,1688,,9691,419,,,248502,433.0,14867.0,,,243,54047,,7056,,,3073.0,,1969,353062,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0791,0.000845,0.0655,,,0.00478,0.0365,,0.033,,,0.00484,,0.00539,0.0366,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3856,0,12591325184,1995,,9139,,,1762,,9756,419,,,250196,423.0,15006.0,,,243,54421,,7104,,,3132.0,,2217,355814,0.0433,,0.0486,,,0.00305,,0.115,0.00221,,,0.0796,0.000826,0.0662,,,0.00516,0.0367,,0.033,,,0.00484,,0.00586,0.037,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3853,0,12598693888,1995,,9164,,,1762,,9774,419,,,251889,414.0,15145.0,,,243,54796,,7738,,,3458.0,,2217,359016,0.0455,,0.0498,,,0.00338,,0.119,0.00221,,,0.0802,0.000807,0.0668,,,0.00545,0.0394,,0.0332,,,0.00501,,0.00616,0.0381,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3963,0,12605587456,2234,,9286,,,1698,,9898,419,,,253582,404.0,15284.0,,,250,55171,,7791,,,3482.0,,2217,361716,0.0455,,0.0516,,,0.00338,,0.12,0.00221,,,0.0849,0.000788,0.0674,,,0.00545,0.0397,,0.038,,,0.00501,,0.00616,0.0391,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3963,0,12603097088,2234,,10162,,,2005,,9967,419,,,255812,395.0,16202.0,,,255,60797,,7843,,,3498.0,,2217,371806,0.0455,,0.0516,,,0.00338,,0.12,0.00225,,,0.0854,0.000766,0.068,,,0.00545,0.0399,,0.038,,,0.00518,,0.00616,0.0393,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3963,0,12601851904,2234,,10232,,,2005,,10036,419,,,257610,386.0,16348.0,,,255,61207,,7862,,,3498.0,,2217,374309,0.0455,,0.0516,,,0.00338,,0.116,0.00225,,,0.0856,0.000747,0.0686,,,0.00545,0.0399,,0.038,,,0.00518,,0.00616,0.039,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3963,0,12609114112,2234,,10303,,,2005,,10104,405,,,280596,369.0,16494.0,,,255,61667,,7862,,,3558.0,,2217,398068,0.0455,,0.0529,,,0.00338,,0.125,0.00218,,,0.0867,0.000728,0.0662,,,0.00545,0.0405,,0.038,,,0.00518,,0.00616,0.0398,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3963,0,12616998912,2234,,10373,,,2086,,10173,432,,,282541,360.0,16640.0,,,255,62096,,8282,,,3582.0,,2317,401371,0.0455,,0.0529,,,0.00338,,0.125,0.0023,,,0.0873,0.000709,0.0662,,,0.00545,0.0408,,0.038,,,0.00518,,0.00616,0.0399,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3868,0,12617904128,2293,,10443,,,2100,,10242,432,,,284486,351.0,16786.0,,,255,62524,,8479,,,3607.0,,2321,404319,0.0455,,0.0529,,,0.00338,,0.129,0.0023,,,0.0878,0.00069,0.0759,,,0.00548,0.0411,,0.0401,,,0.00533,,0.00616,0.0413,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3868,0,12622544896,2486,,10513,,,2108,,11066,432,,,286431,342.0,16932.0,,,255,62953,,8537,,,3631.0,,2496,408184,0.0439,,0.0529,,,0.00362,,0.13,0.0023,,,0.0884,0.000671,0.0765,,,0.00548,0.0413,,0.0401,,,0.00533,,0.00616,0.0414,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3809,0,12625616896,2503,,10537,,,2108,,11149,432,,,288376,333.0,17078.0,,,253,63381,,8595,,,3537.0,,2496,410780,0.0486,,0.0529,,,0.00362,,0.131,0.00232,,,0.089,0.000652,0.0772,,,0.00548,0.0402,,0.0401,,,0.00533,,0.00618,0.0419,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3964,0,12628283392,2520,,11484,,,2108,,11228,432,,,290322,323.0,18076.0,,,262,68545,,8654,,,4087.0,,2496,420537,0.0486,,0.0529,,,0.00362,,0.131,0.00232,,,0.0949,0.000633,0.0779,,,0.00577,0.0445,,0.0401,,,0.00533,,0.00701,0.0429,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3964,0,12629266432,2524,,11564,,,2038,,11307,432,,,312643,290.0,18229.0,,,252,69006,,8712,,,4097.0,,2496,443590,0.0486,,0.0552,,,0.00362,,0.131,0.00232,,,0.0959,0.000631,0.0785,,,0.00577,0.0448,,0.0386,,,0.00533,,0.00701,0.0431,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3964,0,12629778432,2524,,11644,,,2284,,11386,443,,,314836,281.0,18382.0,,,270,69536,,8760,,,4097.0,,2496,446939,0.0486,,0.0552,,,0.00362,,0.131,0.00232,,,0.0966,0.000612,0.0792,,,0.00577,0.0451,,0.0441,,,0.0055,,0.00701,0.0437,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3875,0,12629229568,2524,,11725,,,2284,,11938,443,,,317030,273.0,18535.0,,,270,70026,,8760,,,4173.0,,2605,450585,0.0486,,0.0535,,,0.00362,,0.135,0.00232,,,0.0972,0.000592,0.0799,,,0.00622,0.0455,,0.0441,,,0.0055,,0.00701,0.0441,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3875,0,12636147712,2524,,11805,,,2362,,12020,443,,,319223,264.0,18688.0,,,270,70517,,8495,,,4202.0,,2623,453435,0.0486,,0.0531,,,0.00378,,0.135,0.00238,,,0.0979,0.000573,0.0805,,,0.00622,0.0458,,0.0441,,,0.0055,,0.00719,0.0442,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3875,0,12645511168,2684,,11885,,,2362,,12102,443,,,321416,256.0,18842.0,,,270,71007,,9641,,,4231.0,,2628,457765,0.0486,,0.0596,,,0.00378,,0.14,0.00236,,,0.0985,0.000553,0.0778,,,0.00622,0.0462,,0.0469,,,0.00531,,0.00724,0.0452,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3875,0,12649394176,2783,,12571,,,2362,,12185,443,,,323609,247.0,18995.0,,,270,71497,,9707,,,4259.0,,2628,461554,0.0506,,0.0596,,,0.00415,,0.141,0.00237,,,0.103,0.000319,0.0876,,,0.00622,0.0465,,0.0469,,,0.00574,,0.00746,0.0467,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3950,0,12650553344,2802,,12655,,,2362,,12267,443,,,325803,239.0,19148.0,,,270,71988,,9772,,,4288.0,,2806,464841,0.049,,0.0611,,,0.00415,,0.142,0.00245,,,0.103,0.000374,0.0883,,,0.00622,0.0489,,0.049,,,0.00574,,0.00792,0.0473,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3949,0,12649734144,2817,,12757,,,2552,,12349,443,,,327996,187.0,19301.0,,,276,70192,,9838,,,4301.0,,2806,465815,0.0506,,0.0611,,,0.00415,,0.142,0.00245,,,0.104,0.000359,0.089,,,0.00654,0.0492,,0.049,,,0.00574,,0.00792,0.0477,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3949,0,12651548672,2817,,12847,,,2646,,12906,459,,,331004,180.0,18621.0,,,286,78479,,9864,,,4152.0,,2806,477068,0.0506,,0.0611,,,0.00415,,0.143,0.00245,,,0.105,0.000345,0.0897,,,0.00654,0.0496,,0.049,,,0.00574,,0.00792,0.0479,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3949,0,12657270784,2817,,12937,,,2659,,12995,459,,,360752,174.0,20834.0,,,286,79006,,9864,,,4803.0,,2806,510391,0.0506,,0.0611,,,0.00415,,0.143,0.00245,,,0.106,0.000331,0.0905,,,0.00654,0.0499,,0.049,,,0.00588,,0.00792,0.0481,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
3885,0,12655181824,2817,,13027,,,2659,,13084,459,,,363229,167.0,20996.0,,,286,79621,,9864,,,4835.0,,2930,513975,0.0506,,0.0611,,,0.00432,,0.146,0.00245,,,0.106,0.000317,0.0912,,,0.00633,0.0503,,0.049,,,0.00588,,0.00792,0.0485,0.0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
