i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_system,pod_restart
0,400,12764622848,215,498,526,910,343,8618,5.47,641.0,2703.0,176,2175,594,152,320,17877,0.00236,0.00578,0.000881,0.0153,0.00197,0.00482,0.00572,0.00585,0.00917,0.00155,0.00206,0.00358,0.00226,0.000827,0.00518,0
0,403,12751368192,209,498,521,921,343,8333,51.0,641.0,2703.0,176,2295,594,148,320,17753,0.00236,0.00578,0.000876,0.0148,0.00197,0.00459,0.00629,0.00585,0.00917,0.00155,0.00206,0.00358,0.00226,0.000827,0.00516,0
0,403,12748492800,209,498,521,921,343,8333,55.3,641.0,2703.0,176,2295,594,148,320,17757,0.0023,0.00568,0.000876,0.0147,0.00195,0.00459,0.00686,0.00585,0.00917,0.00149,0.00206,0.00358,0.00226,0.000837,0.00518,0
0,403,12752961536,209,482,521,921,346,8333,59.6,641.0,2703.0,177,2226,594,148,323,17684,0.00232,0.00568,0.000876,0.0147,0.00195,0.00459,0.00469,0.00585,0.00917,0.00149,0.00213,0.00355,0.00226,0.000837,0.00501,0
0,403,12758626304,209,479,521,921,346,8651,63.9,641.0,2703.0,177,2275,594,148,323,18052,0.00238,0.00581,0.000911,0.0147,0.00195,0.0048,0.00505,0.00585,0.00917,0.00149,0.00213,0.00355,0.00226,0.000837,0.00507,0
0,403,12751814656,209,495,521,921,346,8651,68.2,641.0,2703.0,177,2275,599,150,325,18080,0.00238,0.00581,0.000911,0.0147,0.00195,0.0048,0.00541,0.00585,0.00917,0.00149,0.00213,0.00355,0.00226,0.000852,0.0051,0
0,403,12746117120,209,513,521,921,351,8651,72.5,641.0,2703.0,177,2275,599,150,325,18108,0.00238,0.00581,0.000981,0.0153,0.00195,0.0048,0.00576,0.00585,0.00917,0.00149,0.00213,0.00355,0.00226,0.000852,0.00519,0
0,392,12747350016,217,513,521,921,351,8651,357.0,641.0,2703.0,177,2275,601,150,325,18402,0.00238,0.00581,0.000981,0.0153,0.00195,0.0048,0.00612,0.00585,0.00917,0.00172,0.00224,0.00355,0.00227,0.000852,0.00524,0
0,399,12685602816,217,513,521,1028,351,9426,377.0,641.0,2703.0,177,2275,621,160,329,19338,0.00238,0.00581,0.000981,0.0153,0.00195,0.0048,0.00647,0.00585,0.00917,0.00175,0.00224,0.00355,0.00228,0.000857,0.00528,0
0,399,12686184448,234,513,632,1075,351,9426,397.0,641.0,2703.0,183,2396,621,160,329,19660,0.00238,0.00611,0.000981,0.0153,0.00195,0.0048,0.00549,0.00585,0.00917,0.0018,0.00224,0.00355,0.00228,0.000857,0.00523,0
0,399,12630052864,234,513,632,1075,351,9426,418.0,641.0,2703.0,183,2751,621,160,329,20035,0.00238,0.0063,0.000981,0.0153,0.00189,0.0048,0.00549,0.00585,0.00917,0.0018,0.00229,0.00374,0.00228,0.000857,0.00526,0
0,399,12632346624,234,513,632,1075,351,9624,438.0,641.0,2703.0,188,2751,621,165,360,20294,0.00242,0.0063,0.000981,0.0184,0.00198,0.00589,0.00549,0.00585,0.00917,0.0018,0.00229,0.00374,0.00228,0.000857,0.00562,0
0,399,12636446720,234,513,632,1075,350,9624,458.0,641.0,2703.0,188,2751,621,165,360,20313,0.00243,0.0063,0.00113,0.0194,0.00205,0.00589,0.00549,0.00585,0.00917,0.0018,0.00229,0.00376,0.00228,0.000857,0.00573,0
0,415,12636499968,234,615,632,1075,350,11242,665.0,641.0,2703.0,188,2751,603,165,360,22222,0.00243,0.0063,0.00118,0.0194,0.00205,0.00589,0.00589,0.00585,0.00917,0.0018,0.00229,0.00376,0.00229,0.000857,0.00576,0
0,410,12634861568,234,637,632,1075,358,11242,693.0,641.0,2703.0,188,2751,599,184,360,22294,0.00243,0.0063,0.00118,0.0194,0.00205,0.00589,0.00614,0.00585,0.00917,0.00218,0.00272,0.00376,0.00232,0.000828,0.00585,0
0,398,12642164736,234,637,632,1283,358,11242,721.0,641.0,2703.0,188,2751,720,184,360,22652,0.00243,0.0063,0.00118,0.0194,0.00205,0.00589,0.00639,0.00585,0.00917,0.00218,0.00283,0.00376,0.00232,0.000957,0.00589,0
0,398,12642955264,241,637,632,1283,358,11242,749.0,641.0,2703.0,188,2869,718,184,357,22801,0.00243,0.0063,0.00118,0.0194,0.00205,0.00589,0.00665,0.00585,0.00917,0.00218,0.00283,0.00376,0.00232,0.000957,0.00592,0
0,398,12647677952,234,637,656,1304,358,11732,777.0,642.0,2703.0,182,2869,723,185,398,23399,0.00243,0.00652,0.00118,0.0194,0.00205,0.00589,0.0069,0.00585,0.00917,0.00226,0.00283,0.00376,0.00232,0.000957,0.00596,0
0,398,12648280064,296,637,783,1350,358,14809,805.0,642.0,2703.0,200,2779,747,192,398,26700,0.00243,0.00628,0.00118,0.0194,0.00205,0.00589,0.00694,0.00114,0.00917,0.00226,0.00283,0.00364,0.00232,0.000957,0.00554,0
0,410,12652744704,296,807,783,1350,363,14809,728.0,627.0,2703.0,201,3928,747,192,398,27932,0.0026,0.00764,0.00118,0.0194,0.00198,0.00785,0.00719,0.00111,0.00917,0.00226,0.00346,0.0044,0.00232,0.000957,0.00596,0
0,410,12648161280,296,807,783,1350,351,14809,728.0,610.0,2703.0,201,3928,747,192,398,27903,0.00263,0.00764,0.00119,0.0187,0.00194,0.00822,0.00743,0.00108,0.00917,0.00226,0.00346,0.00432,0.00232,0.000957,0.00594,0
0,402,12653432832,296,807,783,1350,353,14809,1253.0,593.0,2703.0,201,3928,747,192,398,28414,0.00263,0.00764,0.00144,0.027,0.00216,0.00822,0.00768,0.00105,0.00917,0.00226,0.00346,0.00435,0.00232,0.00106,0.00671,0
0,405,12653756416,296,834,783,1350,365,14809,1293.0,576.0,2703.0,201,3928,899,242,398,28677,0.00263,0.00764,0.00144,0.027,0.00216,0.00822,0.00792,0.00101,0.00917,0.00228,0.00364,0.00449,0.00225,0.00107,0.00675,0
0,400,12646846464,296,834,783,1756,365,14809,1332.0,559.0,2703.0,201,4122,899,242,445,29346,0.00263,0.00764,0.00144,0.027,0.00216,0.00822,0.00817,0.000982,0.00917,0.00227,0.00364,0.00449,0.00239,0.00107,0.00678,0
0,400,12645572608,296,834,905,1756,365,20019,1372.0,542.0,2703.0,201,4122,899,242,445,34700,0.00263,0.00764,0.00144,0.027,0.00216,0.00822,0.00841,0.00095,0.00917,0.00294,0.00364,0.00449,0.00239,0.00107,0.00685,0
0,400,12638146560,299,834,911,1756,365,20640,1411.0,452.0,2703.0,201,5260,899,242,447,36419,0.00258,0.00785,0.00144,0.027,0.00216,0.0103,0.00867,0.000959,0.00917,0.00294,0.00364,0.00449,0.00239,0.00107,0.00706,0
0,400,12643151872,309,834,940,1820,365,20640,1675.0,452.0,2703.0,201,5260,928,244,462,36834,0.00266,0.00785,0.00144,0.0282,0.00216,0.0103,0.00891,0.000926,0.00917,0.00294,0.0044,0.00504,0.00239,0.00107,0.00728,0
0,407,12641497088,297,1020,940,1820,354,20640,1721.0,517.0,2703.0,225,5260,928,246,462,37133,0.0029,0.00785,0.00167,0.0282,0.00216,0.0106,0.00916,0.000893,0.00917,0.00294,0.0044,0.00504,0.0024,0.00106,0.00737,0
0,407,12643700736,391,1043,940,1820,384,20640,1766.0,499.0,2703.0,225,5260,928,299,462,37362,0.0029,0.00975,0.00167,0.0282,0.00216,0.0109,0.0094,0.000859,0.00917,0.00294,0.0044,0.00504,0.0024,0.0011,0.00758,0
0,407,12644061184,391,1075,940,2248,384,20640,1812.0,481.0,2703.0,225,5260,1072,299,525,38056,0.0029,0.00975,0.0017,0.0345,0.00211,0.0109,0.00965,0.000826,0.00917,0.00294,0.0044,0.00504,0.0024,0.0011,0.00812,0
0,407,12648554496,391,1075,940,2248,390,20640,1857.0,463.0,2703.0,225,5526,1072,299,525,38355,0.0029,0.00975,0.00176,0.0345,0.00231,0.0109,0.0099,0.000793,0.00917,0.00303,0.00454,0.00513,0.0024,0.00135,0.0082,0
0,395,12649295872,391,1075,940,2248,390,20640,1903.0,445.0,2703.0,225,5526,1072,299,525,38383,0.0029,0.00988,0.00176,0.0345,0.00231,0.0109,0.0101,0.000759,0.00917,0.00419,0.00454,0.00513,0.00246,0.00135,0.00833,0
0,395,12653740032,391,1075,940,2307,390,27469,2210.0,427.0,2703.0,225,5526,1072,299,525,45559,0.0029,0.0102,0.00176,0.0362,0.00231,0.0137,0.0107,0.000726,0.00917,0.00419,0.00454,0.00513,0.00246,0.00135,0.00878,0
0,405,12656422912,452,1075,1329,2386,390,28422,2261.0,409.0,2703.0,225,7178,1108,299,525,48763,0.0029,0.0102,0.00218,0.0362,0.00231,0.0137,0.0109,0.000558,0.00917,0.00419,0.00592,0.00513,0.00247,0.00135,0.00894,0
0,405,12651995136,469,1075,1385,2386,390,28422,2313.0,324.0,2703.0,227,7178,1108,299,539,48820,0.00313,0.0102,0.00218,0.0362,0.00231,0.0137,0.0112,0.000532,0.00917,0.00419,0.00592,0.00495,0.00247,0.00135,0.00896,0
0,405,12572647424,469,1038,1385,2386,390,28422,2365.0,309.0,2703.0,265,7178,1108,299,539,48857,0.00313,0.0102,0.00218,0.0362,0.00231,0.0137,0.0114,0.000506,0.00917,0.00419,0.00614,0.00492,0.00247,0.00135,0.009,0
0,397,12557971456,469,1464,1385,2900,413,28422,2416.0,294.0,2703.0,265,7178,1108,380,539,49938,0.00313,0.0131,0.00218,0.0362,0.00235,0.0137,0.0117,0.00048,0.00917,0.00419,0.00614,0.00641,0.00247,0.00132,0.00938,0
0,407,12548005888,469,1533,1385,2900,413,28422,2468.0,280.0,2703.0,265,7373,1351,383,638,50582,0.00313,0.0131,0.00218,0.0362,0.00235,0.0144,0.012,0.000454,0.00917,0.00419,0.00614,0.00641,0.00247,0.00162,0.00948,0
0,407,12526706688,469,1533,1385,2900,402,28422,2322.0,265.0,2703.0,265,7424,1351,396,638,50474,0.00313,0.0131,0.00226,0.0457,0.00227,0.0144,0.0126,0.000427,0.00917,0.00419,0.00614,0.00664,0.00247,0.00162,0.0104,0
0,401,12522700800,469,1533,1385,2900,405,27644,2322.0,250.0,2703.0,265,7647,1351,396,638,49907,0.00309,0.0131,0.00278,0.0474,0.00254,0.0144,0.0129,0.000401,0.00917,0.00541,0.00614,0.00664,0.0024,0.00162,0.0107,0
0,405,12465893376,490,1533,1385,2900,418,27454,3077.0,234.0,2703.0,286,7647,1407,396,638,50569,0.00311,0.0131,0.00278,0.0474,0.00254,0.0144,0.0131,,0.00917,0.00541,0.00614,0.00664,0.00232,0.00162,0.0106,0
0,398,12465061888,588,1533,1436,3495,418,38213,3137.0,220.0,2703.0,291,7382,1407,396,641,61860,0.00352,0.0135,0.00278,0.0474,0.00254,0.0184,0.0134,,0.00917,0.00541,0.00628,0.00664,0.00259,0.00162,0.0111,0
0,398,12473966592,588,1533,1884,3495,418,38477,3198.0,205.0,2703.0,291,9877,1586,396,663,65313,0.00352,0.0153,0.00278,0.0474,0.00257,0.0184,0.0137,,0.00917,0.00541,0.00624,0.00758,0.00259,0.00162,0.0114,0
0,398,12485480448,588,1533,1884,3495,440,39608,3259.0,191.0,2703.0,291,9877,1586,396,663,66512,0.00352,0.0153,0.00278,0.0474,0.00257,0.0184,0.0139,,0.00917,0.00541,0.00829,0.00758,0.00259,0.00162,0.0115,0
0,398,12486471680,588,1918,1884,3495,440,39608,3319.0,176.0,2703.0,291,9877,1586,486,766,67137,0.00352,0.0153,0.00278,0.05,0.00257,0.019,0.0151,,0.00917,0.00555,0.00829,0.00758,0.00259,0.00162,0.0119,0
0,411,12486361088,588,1918,1884,3495,440,39608,3380.0,162.0,2703.0,291,9877,1586,486,766,67183,0.00352,0.0153,0.00322,0.05,0.00268,0.0197,0.0153,,0.00917,0.00559,0.00829,0.00758,0.00259,0.00167,0.0121,0
0,411,12490956800,588,1918,1884,3495,440,39608,3440.0,,2703.0,290,10292,1586,509,766,67519,0.00352,0.016,0.00322,0.05,0.00268,0.0197,0.0156,,0.00917,0.00561,0.00829,0.0076,0.00259,0.00195,0.0122,0
0,411,12500791296,588,1918,1948,3972,440,39608,3227.0,,2703.0,300,10292,1586,509,766,67856,0.00377,0.016,0.00322,0.0586,0.00268,0.0227,0.0159,,0.00917,0.00683,0.00829,0.00785,0.00259,0.00195,0.0133,0
0,392,12505956352,594,1918,1948,3972,450,39608,3227.0,,2703.0,300,10292,1638,509,766,67923,0.00377,0.016,0.00322,0.0586,0.00268,0.0227,0.0162,,0.00917,0.00683,0.00829,0.00878,0.00266,0.00195,0.0134,0
0,398,12505579520,754,1966,1948,4148,450,38348,4148.0,,2703.0,290,10292,1928,509,766,68249,0.00376,0.016,0.00322,0.0586,0.00268,0.0227,0.0164,,0.00917,0.00683,0.00877,0.00878,0.00269,0.00195,0.0135,0
0,398,12470976512,754,2029,1948,4148,450,53661,4217.0,,2703.0,339,9948,1928,509,790,83425,0.00388,0.016,0.00322,0.0586,0.00273,0.0227,0.0167,,0.00917,0.00683,0.00877,0.00878,0.00269,0.00195,0.0135,0
0,398,12472512512,754,2408,1881,4148,435,53661,4286.0,,2703.0,339,13158,1928,509,790,87001,0.00388,0.0179,0.00397,0.0586,0.00291,0.0227,0.0158,,0.00917,0.00683,0.00849,0.00878,0.00269,0.00195,0.0136,0
0,398,12435034112,754,2408,2604,4148,432,53661,4356.0,,2703.0,339,13498,1928,493,764,88090,0.00388,0.0179,0.00397,0.0616,0.00291,0.0227,0.0158,,0.00917,0.00776,0.0107,0.00878,0.00269,0.00226,0.0142,0
0,398,12432424960,754,2408,2604,4148,489,53661,4425.0,,2703.0,339,13949,1961,651,953,89045,0.00388,0.0185,0.00397,0.0665,0.00291,0.0264,0.0158,,0.00917,0.00776,0.0107,0.00987,0.00269,0.00228,0.015,0
0,415,12429398016,754,2408,2604,4755,495,53661,4494.0,,2703.0,339,13949,1974,651,953,89741,0.00388,0.0185,0.00397,0.0665,0.00291,0.0278,0.0193,,0.00917,0.00807,0.0107,0.00987,0.00272,0.00235,0.0155,0
0,404,12421001216,754,2408,2604,4980,495,53661,4564.0,,2703.0,351,13949,2043,651,953,90116,0.00376,0.0185,0.00397,0.0665,0.00291,0.0278,0.0196,,0.00917,0.00807,0.0107,0.0101,0.0028,0.00235,0.0155,0
0,404,12414087168,863,2408,2604,4980,495,62881,4334.0,,2703.0,351,13949,2043,651,998,99262,0.00438,0.0185,0.00397,0.0665,0.00291,0.0278,0.0199,,0.00917,0.00807,0.0107,0.0101,0.0028,0.00235,0.0156,0
0,404,12413386752,863,2783,2604,4980,495,64983,4334.0,,2714.0,351,13949,2381,651,998,102088,0.00438,0.0185,0.00397,0.0665,0.00299,0.0278,0.0202,,0.00917,0.00807,0.011,0.0101,0.0028,0.00235,0.0157,0
0,404,12418494464,902,2859,2604,4980,495,64983,5463.0,,2714.0,351,13949,2381,651,998,103332,0.00452,0.0205,0.00476,0.0665,0.00299,0.0278,0.0205,,0.00917,0.00807,0.0114,0.0101,0.0028,0.00271,0.016,0
0,404,12422897664,902,2965,3111,5563,495,64983,5543.0,,2714.0,397,13511,2381,651,998,104215,0.00452,0.0216,0.0048,0.0701,0.0029,0.0278,0.0208,,0.00917,0.00807,0.0114,0.0101,0.0028,0.00271,0.0164,0
0,404,12422369280,902,2965,3199,5563,527,64983,5622.0,,2714.0,397,13418,2381,651,998,104320,0.00452,0.0216,0.00496,0.0767,0.00326,0.0278,0.0211,,0.00917,0.0103,0.0114,0.0101,0.0028,0.00271,0.0172,0
0,404,12441591808,1011,2965,3315,5563,521,73835,5702.0,,2714.0,397,18539,2381,679,1178,118800,0.00452,0.0216,0.00496,0.0767,0.00326,0.0326,0.0201,,0.00505,0.0103,0.011,0.00999,0.0028,0.00271,0.0171,0
0,409,12446932992,1011,2965,3315,5563,524,73835,5781.0,,2714.0,410,18539,2381,655,1178,118872,0.00452,0.0216,0.00496,0.0767,0.00326,0.0326,0.0201,,0.00499,0.0103,0.0141,0.0128,0.0028,0.00284,0.0176,0
0,411,12451532800,1011,3327,3315,5824,541,73835,5861.0,,2723.0,410,18539,2811,840,1178,120215,0.00452,0.0216,0.00496,0.0767,0.00326,0.0339,0.0243,,0.00492,0.0103,0.0141,0.0128,0.00275,0.00284,0.0181,0
0,404,12448710656,1011,3327,3315,5824,541,73835,5940.0,,2723.0,410,18539,2811,840,1218,120334,0.00452,0.0231,0.00581,0.0767,0.00326,0.0339,0.0246,,0.00485,0.0103,0.0141,0.0128,0.00273,0.00284,0.0183,0
0,397,12449574912,1054,3327,3315,5824,541,76064,6019.0,,2723.0,410,18539,2811,840,1218,122685,0.00502,0.0231,0.00581,0.0767,0.00334,0.0339,0.0249,,0.00479,0.0103,0.0141,0.0128,0.00298,0.00324,0.0184,0
0,397,12455841792,1054,3327,3315,6488,541,78253,5708.0,,2723.0,455,18539,2811,840,1218,125270,0.00519,0.0231,0.00581,0.0767,0.00334,0.0339,0.0253,,0.00472,0.0103,0.0145,0.0128,0.00298,0.00324,0.0185,0
0,397,12458774528,1054,3327,3315,6488,541,87966,5708.0,,2723.0,455,21633,2811,840,1350,138210,0.00519,0.0237,0.00581,0.081,0.00334,0.0339,0.0256,,0.00466,0.0125,0.0146,0.0128,0.00298,0.00324,0.0191,0
0,397,12452298752,1054,3481,3993,6488,523,87966,7051.0,,2723.0,455,21633,2811,887,1350,140414,0.00519,0.0244,0.00597,0.081,0.00365,0.035,0.0271,,0.00464,0.0125,0.0165,0.0128,0.00298,0.00324,0.0196,0
0,397,12450951168,1054,3481,3993,6650,580,87966,7141.0,,2696.0,455,21633,2811,986,1350,140796,0.00519,0.0244,0.00601,0.088,0.00365,0.0412,0.0274,,0.00457,0.0125,0.0165,0.0144,0.00302,0.00324,0.0208,0
0,397,12450488320,1017,3481,4210,6696,580,87966,7230.0,,2658.0,455,21633,2731,986,1350,140995,0.00519,0.0244,0.0067,0.088,0.00365,0.0412,0.0278,,0.00451,0.0125,0.0165,0.0149,0.00302,0.00324,0.021,0
0,409,12448063488,1268,3982,4210,6743,577,87966,7320.0,,2621.0,476,21633,2777,986,1424,141982,0.00519,0.0244,0.0067,0.088,0.00365,0.0412,0.0281,,0.00444,0.0125,0.0165,0.0149,0.00302,0.00335,0.021,0
0,400,12445380608,1310,3982,4210,6937,598,87966,7409.0,,2735.0,476,21633,3428,986,1424,143096,0.00519,0.0244,0.0067,0.088,0.00365,0.0412,0.0285,,0.00438,0.0125,0.0165,0.0149,0.0031,0.00335,0.021,0
0,400,12441657344,1310,3982,4210,7718,598,91371,7499.0,,2735.0,476,22766,3428,986,1424,148505,0.00519,0.0235,0.0067,0.088,0.00373,0.0412,0.0288,,0.00431,0.0134,0.0178,0.0149,0.0031,0.00324,0.0212,0
0,400,12442636288,1310,4204,4210,7718,598,88569,7588.0,,2708.0,521,25886,3428,986,1424,149153,0.00518,0.0273,0.0067,0.088,0.00373,0.0412,0.0292,,0.00436,0.014,0.0178,0.0149,0.0031,0.00322,0.0216,0
0,407,12440350720,1310,4204,4210,7718,598,105931,7678.0,,2668.0,521,25886,3428,986,1378,166519,0.00598,0.0273,0.00731,0.0927,0.00393,0.0412,0.0295,,0.00459,0.014,0.0178,0.0165,0.00305,0.00386,0.0223,0
0,414,12437262336,1310,4204,4210,7718,628,105931,8373.0,,2627.0,521,25886,3428,1124,1614,167577,0.00598,0.0283,0.00731,0.0927,0.00393,0.0459,0.0281,,0.00452,0.014,0.0183,0.0171,0.00316,0.00394,0.0228,0
0,406,12442963968,1310,4608,4763,7718,628,105931,8469.0,,2587.0,521,25886,3428,1159,1614,168623,0.00598,0.0283,0.00763,0.0927,0.00393,0.0459,0.0281,,0.00444,0.014,0.0189,0.0171,0.00324,0.00408,0.0229,0
0,399,12449148928,1310,4608,4954,7718,628,110022,8566.0,,2546.0,521,25886,3428,1159,1614,172962,0.00598,0.0283,0.00763,0.0927,0.00393,0.0485,0.033,,0.00437,0.014,0.0189,0.0171,0.00324,0.00408,0.0235,0
0,403,12450951168,1267,4608,4954,8605,628,110022,8662.0,,2487.0,521,25886,3559,1159,1668,174029,0.00598,0.0283,0.00763,0.0994,0.00401,0.0485,0.0333,,0.0043,0.0154,0.0189,0.0171,0.00324,0.00408,0.0242,0
