i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24
30474,138.0,13376892928,1081.0,,,12117.0,,31733.0,,11480.0,,2903.0,189100,,,18335,2754.0,,,63441.0,9398.0,,,2707.0,7348.0,,352395,0.0302,,,0.0834,,0.0462,,0.147,,0.0194,0.075,,0.000319,0.0617,0.0904,,,0.043,0.0413,,,0.00557,0.0199,,0.0553,0.0,0,,0,0,0.0,,0,,0,,0,,0,0,,0,,,0,0,,0,
30096,139.0,13256736768,1081.0,,,12200.0,,31952.0,,11580.0,,2923.0,190370,,,18462,2845.0,,,63878.0,9461.0,,,2726.0,7402.0,,354880,0.0298,,,0.0856,,0.0466,,0.148,,0.0202,0.0789,,0.000287,0.0621,0.0923,,,0.0433,0.0413,,,0.00557,0.02,,0.0561,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
28294,140.0,13230456832,1081.0,,,12284.0,,32172.0,,11661.0,,2942.0,191880,,,18590,2873.0,,,64315.0,9523.0,,,2744.0,7454.0,,357517,0.0298,,,0.0856,,0.0469,,0.149,,0.0202,0.0795,,,0.0626,0.093,,,0.0435,0.0434,,,0.00557,0.0207,,0.0566,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
28551,138.0,13202952192,1048.0,,,12906.0,,32391.0,,11742.0,,2957.0,193195,,,18717,2893.0,,,64751.0,9606.0,,,2763.0,7506.0,,360476,0.0298,,,0.0856,,0.0472,,0.149,,0.0202,0.08,,,0.063,0.0935,,,0.044,0.0434,,,0.00557,0.021,,0.0569,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
28677,139.0,13195636736,1171.0,,,12993.0,,33755.0,,12449.0,,3052.0,194511,,,18845,2913.0,,,67526.0,9673.0,,,2782.0,7558.0,,367227,0.0298,,,0.0856,,0.0475,,0.149,,0.0202,0.0806,,,0.0634,0.0935,,,0.046,0.0434,,,0.00575,0.0211,,0.0572,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
28785,138.0,13188497408,1179.0,,,13092.0,,33982.0,,12534.0,,3097.0,195827,,,18972,2933.0,,,67997.0,9739.0,,,2801.0,7609.0,,369762,0.0298,,,0.0856,,0.0478,,0.152,,0.0202,0.0811,,,0.0639,0.0935,,,0.0463,0.0447,,,0.00587,0.0213,,0.0577,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
28742,139.0,13126770688,1201.0,,,13183.0,,34253.0,,12619.0,,3118.0,190191,,,18528,2953.0,,,68466.0,9480.0,,,2820.0,7661.0,,364471,0.0308,,,0.0886,,0.048,,0.152,,0.0202,0.0817,,,0.0643,0.0935,,,0.0466,0.0464,,,0.00587,0.0214,,0.0583,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
27686,139.0,13126361088,1209.0,,,13274.0,,34496.0,,12704.0,,3139.0,212327,,,18551,2973.0,,,68935.0,10536.0,,,2827.0,7713.0,,388683,0.0308,,,0.0886,,0.0486,,0.157,,0.0202,0.0822,,,0.0648,0.0962,,,0.0469,0.0464,,,0.00587,0.0216,,0.0591,0.0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
27397,141.0,13065785344,1217.0,,,13365.0,,34740.0,,12757.0,,3150.0,213825,,,20590,2992.0,,,69404.0,10608.0,,,2760.0,8174.0,,393583,0.0308,,,0.0886,,0.0474,,0.158,,0.0208,0.0863,,,0.0677,0.0969,,,0.0472,0.0483,,,0.00587,0.0217,,0.06,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
27397,142.0,13066510336,1220.0,,,13456.0,,34984.0,,12903.0,,3150.0,215323,,,20731,3150.0,,,69872.0,10679.0,,,3063.0,8244.0,,396775,0.0324,,,0.0913,,0.0519,,0.159,,0.0208,0.0865,,,0.0666,0.097,,,0.0474,0.0483,,,0.00587,0.0229,,0.0608,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
27237,142.0,13066084352,1220.0,,,13547.0,,36570.0,,12993.0,,3207.0,216821,,,20872,3189.0,,,70322.0,10764.0,,,3085.0,8301.0,,400891,0.0324,,,0.0913,,0.0523,,0.16,,0.0228,0.0875,,,0.0666,0.0937,,,0.0498,0.0483,,,0.00587,0.023,,0.0611,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
27407,144.0,13065494528,1220.0,,,13182.0,,36823.0,,13084.0,,3229.0,218319,,,21014,3211.0,,,74103.0,10840.0,,,3106.0,8358.0,,406488,0.0324,,,0.0913,,0.0526,,0.163,,0.0228,0.0881,,,0.0666,0.1,,,0.0501,0.0483,,,0.00607,0.0231,,0.062,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
27124,137.0,13071466496,1181.0,,,14560.0,,37076.0,,13654.0,,3153.0,219817,,,21155,3233.0,,,74620.0,10915.0,,,3128.0,8414.0,,410906,0.0324,,,0.0913,,0.053,,0.163,,0.0228,0.0887,,,0.0666,0.103,,,0.0505,0.0483,,,0.00622,0.0231,,0.0624,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
26996,138.0,13069697024,1290.0,,,14660.0,,37328.0,,13748.0,,3439.0,221315,,,21340,3255.0,,,75137.0,10991.0,,,3149.0,8471.0,,414123,0.0319,,,0.0913,,0.0533,,0.163,,0.0228,0.0893,,,0.0666,0.103,,,0.0508,0.0483,,,0.00622,0.0235,,0.0625,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
26872,139.0,13060853760,1337.0,,,14760.0,,37581.0,,13842.0,,3451.0,233252,,,21489,3277.0,,,75655.0,11516.0,,,3171.0,8784.0,,428115,0.0319,,,0.0913,,0.0537,,0.163,,0.0228,0.0899,,,0.0666,0.104,,,0.0512,0.05,,,0.00622,0.0237,,0.0629,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
26974,140.0,13061750784,1338.0,,,14860.0,,37834.0,,13936.0,,3451.0,234820,,,21638,3381.0,,,76172.0,11594.0,,,3192.0,8883.0,,431100,0.0319,,,0.0881,,0.0542,,0.167,,0.0228,0.0904,,,0.0666,0.105,,,0.0515,0.0515,,,0.00622,0.0245,,0.0633,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
24637,141.0,13063974912,1338.0,,,14960.0,,38168.0,,14030.0,,3451.0,236597,,,21036,3381.0,,,76689.0,11673.0,,,3214.0,8944.0,,433482,0.0319,,,0.102,,0.0546,,0.168,,0.0228,0.0951,,,0.0669,0.106,,,0.0534,0.0532,,,0.00622,0.0246,,0.0654,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
24912,142.0,13062340608,1338.0,,,15101.0,,39788.0,,14098.0,,3534.0,238239,,,22979,3429.0,,,77206.0,11751.0,,,3105.0,9006.0,,439575,0.0325,,,0.102,,0.0567,,0.169,,0.0234,0.0958,,,0.0725,0.108,,,0.0538,0.0532,,,0.00622,0.0248,,0.0665,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
25171,140.0,13057318912,1338.0,,,15208.0,,40063.0,,14249.0,,3558.0,239880,,,23135,3453.0,,,77914.0,11794.0,,,3449.0,9067.0,,443109,0.0336,,,0.102,,0.0571,,0.169,,0.0251,0.0965,,,0.0725,0.108,,,0.0542,0.0532,,,0.00622,0.025,,0.0669,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
24748,141.0,13055139840,1338.0,,,15315.0,,40338.0,,14348.0,,3582.0,241521,,,23292,3476.0,,,78458.0,12234.0,,,3473.0,9129.0,,446502,0.0336,,,0.102,,0.0575,,0.164,,0.0251,0.0971,,,0.0725,0.108,,,0.0545,0.0532,,,0.00643,0.0251,,0.0666,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
21363,138.0,13079064576,1436.0,,,14891.0,,40613.0,,13953.0,,3582.0,243162,,,23432,3500.0,,,76000.0,12319.0,,,3496.0,9191.0,,445574,0.0348,,,0.102,,0.0579,,0.163,,0.0251,0.0978,,,0.0725,0.108,,,0.0549,0.0532,,,0.00659,0.0251,,0.0668,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
20055,139.0,13082152960,1464.0,,,16239.0,,40888.0,,13953.0,,3474.0,254417,,,23626,3523.0,,,83911.0,12404.0,,,3520.0,9561.0,,466981,0.0348,,,0.102,,0.0583,,0.176,,0.0251,0.0985,,,0.0725,0.111,,,0.0553,0.0551,,,0.00659,0.0261,,0.0684,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
20008,140.0,13082050560,1473.0,,,16351.0,,41163.0,,15264.0,,3527.0,256262,,,23788,3525.0,,,84484.0,12489.0,,,3544.0,9639.0,,471509,0.0348,,,0.102,,0.06,,0.177,,0.0251,0.0991,,,0.0741,0.111,,,0.0556,0.0551,,,0.00659,0.0263,,0.069,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
19590,141.0,13085790208,1483.0,,,16463.0,,41547.0,,15367.0,,3834.0,258064,,,23950,3689.0,,,85057.0,12574.0,,,3568.0,9705.0,,475302,0.0348,,,0.102,,0.0604,,0.178,,0.0251,0.103,,,0.0764,0.114,,,0.0577,0.0551,,,0.00659,0.0265,,0.07,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
16333,142.0,13084585984,1484.0,,,16575.0,,42923.0,,15482.0,,3860.0,259866,,,24111,3714.0,,,85630.0,12659.0,,,3581.0,9771.0,,479659,0.0348,,,0.103,,0.0609,,0.178,,0.0251,0.103,,,0.0786,0.115,,,0.0581,0.0574,,,0.00659,0.0267,,0.0707,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
12557,139.0,13079097344,1484.0,,,16687.0,,43224.0,,15590.0,,3870.0,261668,,,25128,3739.0,,,86325.0,12744.0,,,3702.0,9837.0,,483999,0.0348,,,0.108,,0.0613,,0.178,,0.0251,0.104,,,0.0786,0.115,,,0.0585,0.0574,,,0.00659,0.0268,,0.0713,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
9383,140.0,13067894784,1519.0,,,16799.0,,43524.0,,15697.0,,3870.0,263470,,,25128,3760.0,,,86926.0,12751.0,,,3762.0,9903.0,,487111,0.0363,,,0.108,,0.0617,,0.178,,0.0256,0.105,,,0.0786,0.115,,,0.0589,0.0574,,,0.00659,0.027,,0.0716,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
9383,141.0,13067702272,1519.0,,,16942.0,,43825.0,,15804.0,,3870.0,273063,,,25501,3760.0,,,87527.0,13399.0,,,3788.0,9914.0,,498912,0.0363,,,0.108,,0.0621,,0.184,,0.0248,0.106,,,0.0786,0.115,,,0.0593,0.0587,,,0.00679,0.0272,,0.0722,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
9371,140.0,13067345920,1519.0,,,17058.0,,44125.0,,15911.0,,3940.0,274919,,,25676,3820.0,,,88128.0,13492.0,,,3814.0,10056.0,,502458,0.0363,,,0.108,,0.0625,,0.185,,0.0276,0.106,,,0.0786,0.115,,,0.0595,0.0587,,,0.00658,0.0266,,0.0726,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
9210,139.0,13069041664,1578.0,,,17809.0,,44426.0,,16019.0,,4060.0,276774,,,25852,3846.0,,,88729.0,13585.0,,,3839.0,10125.0,,506643,0.0363,,,0.108,,0.0625,,0.185,,0.0276,0.109,,,0.0786,0.12,,,0.0602,0.0587,,,0.00695,0.0283,,0.0735,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
9210,137.0,13071302656,1584.0,,,17930.0,,44727.0,,16517.0,,4088.0,278253,,,26027,3875.0,,,92681.0,13679.0,,,3863.0,10534.0,,513757,0.0363,,,0.108,,0.0613,,0.185,,0.0276,0.11,,,0.0786,0.12,,,0.0589,0.0607,,,0.00695,0.0283,,0.0735,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
7967,138.0,13073723392,1584.0,,,18051.0,,45027.0,,16670.0,,4115.0,280759,,,26203,3780.0,,,93305.0,13772.0,,,3863.0,10605.0,,517734,0.0363,,,0.11,,0.0657,,0.185,,0.0276,0.11,,,0.0833,0.12,,,0.0589,0.0607,,,0.00695,0.0288,,0.0745,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6785,139.0,13073104896,1625.0,,,18116.0,,43594.0,,16784.0,,4128.0,282682,,,26327,3780.0,,,93555.0,14159.0,,,3863.0,10676.0,,519289,0.0372,,,0.11,,0.0662,,0.185,,0.0276,0.111,,,0.0833,0.12,,,0.0634,0.062,,,0.00695,0.029,,0.0752,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6785,140.0,13074989056,1625.0,,,18312.0,,47170.0,,16898.0,,4128.0,291340,,,26327,4052.0,,,94680.0,14254.0,,,3828.0,10695.0,,533307,0.0361,,,0.11,,0.0666,,0.186,,0.0276,0.112,,,0.0833,0.12,,,0.0638,0.062,,,0.00695,0.0291,,0.0753,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6627,141.0,13077196800,1625.0,,,18437.0,,47494.0,,17012.0,,4128.0,293309,,,25383,4075.0,,,95338.0,14289.0,,,3828.0,10695.0,,535610,0.0368,,,0.106,,0.0671,,0.189,,0.0276,0.113,,,0.0833,0.12,,,0.0643,0.062,,,0.00714,0.0291,,0.0755,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6627,142.0,13073186816,1625.0,,,18562.0,,47818.0,,17385.0,,4128.0,295277,,,28046,4075.0,,,95996.0,14289.0,,,4161.0,10901.0,,542262,0.0368,,,0.115,,0.0675,,0.189,,0.0276,0.114,,,0.0833,0.12,,,0.0643,0.062,,,0.00714,0.0291,,0.0763,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6482,208.0,13077630976,1625.0,,,18687.0,,48143.0,,17385.0,,3998.0,295310,,,28236,4075.0,,,96655.0,14428.0,,,4189.0,11149.0,,543878,0.0368,,,0.115,,0.0687,,0.189,,0.0285,0.117,,,0.087,0.125,,,0.0643,0.0628,,,0.00727,0.0289,,0.0775,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6468,209.0,13085597696,1677.0,,,18765.0,,48467.0,,17632.0,,3986.0,299611,,,28427,4075.0,,,99767.0,14528.0,,,4213.0,11181.0,,552328,0.0368,,,0.115,,0.0687,,0.189,,0.0292,0.117,,,0.087,0.125,,,0.065,0.0648,,,0.00727,0.0289,,0.0778,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6293,211.0,13092225024,1677.0,,,18061.0,,48644.0,,17751.0,,4304.0,301670,,,28528,4149.0,,,100442.0,15009.0,,,4213.0,11181.0,,555630,0.0375,,,0.115,,0.0687,,0.189,,0.0292,0.117,,,0.0888,0.125,,,0.067,0.0648,,,0.00727,0.0309,,0.0783,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
6040,276.0,13096177664,1722.0,,,19455.0,,49578.0,,17870.0,,4452.0,303728,,,28528,4178.0,,,101117.0,15110.0,,,4213.0,11181.0,,561134,0.0375,,,0.118,,0.0693,,0.189,,0.0292,0.119,,,0.0888,0.125,,,0.0675,0.0648,,,0.00727,0.031,,0.0789,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
