Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
30,3,109.0,212710,0.0,13620383744,52.6,104.0,110.0,42.8,104.0,55.5,105.0,49.4,252.0,73.7,113,747.0,4666.0,176,35.1,120.0,103.0,44.5,86.4,225.0,47.8,39.7,53.6,157.0,7563,0.0214,0.00203,0.00165,0.00765,0.000169,0.000201,0.000409,0.00424,0.00112,0.00343,0.000377,0.000189,0.00375,0.00564,0.00268,0.000447,0.000167,0.000194,0.00327,0.00145,0.00178,0.000734,0.000204,0.000279,0.00529,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,0.00529,13620383744,8.931155429778348,23.334833312380997,0.005276057100343765
32,2,29.0,194530,0.0,13622751232,53.9,103.0,109.0,42.8,103.0,56.9,104.0,50.5,250.0,75.5,116,740.0,4821.0,186,36.0,119.0,102.0,74.5,88.5,234.0,47.4,40.6,54.9,155.0,7763,0.0197,0.00202,0.00163,0.00783,0.000167,0.000205,0.000405,0.00434,0.00111,0.00352,0.00043,0.000187,0.00372,0.006,0.00275,0.000444,0.000166,0.000199,0.00335,0.00145,0.00176,0.000751,0.000209,0.000276,0.00522,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00529,,,,,3.0,,,,,13620383744.0,,,,,,,,,,,0.01051,27243134976,8.957252944288902,23.335007116754678,0.005206423027368961
34,2,38.5,200140,0.0,13628026880,55.1,102.0,108.0,42.8,102.0,58.2,104.0,51.7,248.0,77.2,119,733.0,4785.0,196,36.8,118.0,101.0,76.3,90.6,231.0,46.9,39.7,56.3,154.0,7732,0.0182,0.002,0.00162,0.00801,0.000166,0.000209,0.000401,0.00444,0.0011,0.0029,0.000439,0.000193,0.0037,0.00636,0.00282,0.00044,0.000164,0.000203,0.00343,0.00144,0.00175,0.000768,0.000214,0.000274,0.00511,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00522,0.00529,,,,2.0,3.0,,,,13622751232.0,13620383744.0,,,,,,,,,,0.01562,40871161856,8.953252164609035,23.33539430922631,0.0050969882578437795
36,3,36.0,201188,0.0,13625077760,56.3,101.0,107.0,68.2,101.0,59.5,103.0,52.9,246.0,79.0,121,727.0,4748.0,259,37.6,117.0,99.8,78.0,112.0,229.0,46.5,40.6,57.6,153.0,7800,0.0187,0.00198,0.0016,0.0082,0.000155,0.000214,0.00039,0.00447,0.00109,0.00298,0.000449,0.000191,0.00367,0.00672,0.00289,0.000436,0.000166,0.000207,0.00351,0.00143,0.00166,0.000776,0.000218,0.000271,0.00519,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00511,0.00522,0.00529,,,2.0,2.0,3.0,,,13628026880.0,13622751232.0,13620383744.0,,,,,,,,,0.020810000000000002,54496239616,8.962007209588313,23.33517788470879,0.005176578368814511
38,6,51.666666666666664,206025,0.0,13625892864,51.7,100.0,105.0,69.7,100.0,60.8,102.0,54.1,241.0,80.7,124,720.0,4712.0,271,46.5,116.0,98.9,79.8,115.0,227.0,46.0,41.5,73.6,152.0,7788,0.0191,0.00197,0.00159,0.00838,0.000155,0.000218,0.000386,0.00457,0.00108,0.00305,0.000458,0.000189,0.00364,0.00708,0.00296,0.000432,0.000164,0.000212,0.00359,0.00141,0.00172,0.000793,0.000223,0.000269,0.0053,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00519,0.00511,0.00522,0.00529,,3.0,2.0,2.0,3.0,,13625077760.0,13628026880.0,13622751232.0,13620383744.0,,3.2,0.005222,13624426496.0,0.01942,0.0004306,0.004412,0.02611,68122132480,8.960467760919949,23.33523770672478,0.005286004429237355
40,3,36.0,215638,0.0,13625839616,53.4,99.6,104.0,71.2,100.0,62.1,101.0,55.2,238.0,97.2,127,714.0,4675.0,284,47.5,115.0,98.0,81.6,117.0,225.0,43.3,42.5,75.3,150.0,7778,0.0195,0.00195,0.00158,0.00856,0.000161,0.000222,0.000383,0.00467,0.00107,0.00312,0.000467,0.000188,0.00361,0.00744,0.00317,0.000416,0.000162,0.000434,0.00367,0.0014,0.0017,0.000809,0.000227,0.000266,0.00543,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0053,0.00519,0.00511,0.00522,0.00529,6.0,3.0,2.0,2.0,3.0,13625892864.0,13625077760.0,13628026880.0,13622751232.0,13620383744.0,3.2,0.00525,13625517670.4,0.019039999999999998,0.00044860000000000006,0.004498,0.03154,81747972096,8.959183074206774,23.33523379886314,0.00541531070126904
42,3,59.333333333333336,224086,0.0,13627781120,54.5,98.8,103.0,72.7,99.4,63.4,99.8,56.4,236.0,99.3,130,707.0,4639.0,296,48.6,114.0,92.0,83.3,120.0,223.0,45.1,43.4,76.9,149.0,7750,0.0199,0.00184,0.00156,0.00874,0.000159,0.000489,0.000379,0.00476,0.00101,0.00319,0.000477,0.000186,0.00359,0.00607,0.00325,0.000412,0.000161,0.000443,0.00354,0.00139,0.00169,0.000826,0.000207,0.000257,0.00538,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00543,0.0053,0.00519,0.00511,0.00522,3.0,6.0,3.0,2.0,2.0,13625839616.0,13625892864.0,13625077760.0,13628026880.0,13622751232.0,3.4,0.005282,13626523648.0,0.01908,0.00045799999999999997,0.004582,0.03692,95375753216,8.955577146281511,23.335376275638755,0.005365579498410187
44,6,85.66666666666667,206647,0.0,13634994176,55.6,102.0,102.0,74.2,98.4,64.7,98.8,107.0,234.0,101.0,859,701.0,4602.0,309,49.6,113.0,96.1,85.1,122.0,220.0,44.6,44.3,78.5,147.0,8510,0.0203,0.00183,0.00155,0.0114,0.000157,0.000498,0.000376,0.00486,0.00101,0.00327,0.000486,0.000185,0.00356,0.00558,0.00332,0.000409,0.000159,0.000452,0.00361,0.00138,0.00167,0.000842,0.000349,0.000257,0.00562,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00538,0.00543,0.0053,0.00519,0.00511,3.0,3.0,6.0,3.0,2.0,13627781120.0,13625839616.0,13625892864.0,13625077760.0,13628026880.0,4.2,0.005384,13627917107.2,0.019499999999999997,0.00046740000000000003,0.004666,0.04254,109010747392,9.049114723476961,23.335905426181167,0.0056042667198318
46,6,48.666666666666664,214809,0.0,13640421376,56.7,101.0,101.0,75.7,97.4,58.8,97.9,109.0,232.0,103.0,876,694.0,4566.0,321,50.6,112.0,95.1,86.9,125.0,218.0,44.2,45.2,80.2,146.0,8494,0.0186,0.00182,0.00153,0.0116,0.000156,0.000508,0.000372,0.00496,0.00104,0.00334,0.000907,0.000183,0.00353,0.00583,0.0034,0.000405,0.000158,0.000461,0.00368,0.00137,0.00165,0.000859,0.000355,0.000266,0.00558,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00562,0.00538,0.00543,0.0053,0.00519,6.0,3.0,3.0,6.0,3.0,13634994176.0,13627781120.0,13625839616.0,13625892864.0,13625077760.0,4.8,0.005462,13630985830.4,0.01948,0.0005589999999999999,0.004764,0.04812,122651168768,9.047233034106032,23.336303381626493,0.005564489472412076
48,6,51.333333333333336,219390,0.0,13643915264,57.8,101.0,100.0,146.0,96.5,324.0,97.0,111.0,230.0,106.0,894,687.0,4529.0,333,51.6,111.0,94.2,426.0,127.0,215.0,43.8,55.6,81.8,145.0,9164,0.019,0.0018,0.00156,0.0118,0.000154,0.000517,0.000369,0.00506,0.00103,0.00341,0.000924,0.000181,0.00353,0.00607,0.00347,0.000401,0.000161,0.00047,0.00376,0.00135,0.00164,0.000875,0.000362,0.000264,0.00568,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00558,0.00562,0.00538,0.00543,0.0053,6.0,6.0,3.0,3.0,6.0,13640421376.0,13634994176.0,13627781120.0,13625839616.0,13625892864.0,4.8,0.0055379999999999995,13634590310.4,0.019459999999999998,0.0006522,0.004862,0.0538,136295084032,9.123147160273806,23.33655949106136,0.00566392962443857
50,10,72.0,220787,0.0,13645279232,59.0,99.7,99.4,149.0,95.5,331.0,97.0,113.0,229.0,108.0,912,681.0,4469.0,293,52.6,110.0,93.3,434.0,130.0,213.0,43.3,56.8,83.5,143.0,9095,0.0193,0.00179,0.00154,0.0121,0.000153,0.000527,0.000371,0.00696,0.00102,0.00348,0.000941,0.000178,0.0035,0.00632,0.00355,0.000397,0.00016,0.000479,0.00383,0.00134,0.00162,0.000907,0.000369,0.000261,0.00592,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00568,0.00558,0.00562,0.00538,0.00543,6.0,6.0,6.0,3.0,3.0,13643915264.0,13640421376.0,13634994176.0,13627781120.0,13625839616.0,6.2,0.005636,13638478233.6,0.01942,0.000747,0.00532,0.05972,149940363264,9.115590035430372,23.33665945502338,0.005902545652613905
52,7,76.28571428571429,224744,0.0,13646499840,60.1,98.9,98.5,152.0,94.5,337.0,96.1,116.0,227.0,110.0,929,674.0,4433.0,523,53.7,109.0,92.4,443.0,120.0,211.0,42.9,57.9,145.0,142.0,9364,0.0197,0.00177,0.00153,0.0123,0.000151,0.000536,0.000368,0.00709,0.00101,0.00318,0.000959,0.000176,0.00347,0.00656,0.00362,0.000397,0.000158,0.000488,0.00391,0.00133,0.0016,0.000923,0.000376,0.000258,0.00599,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00592,0.00568,0.00558,0.00562,0.00538,10.0,6.0,6.0,6.0,3.0,13645279232.0,13643915264.0,13640421376.0,13634994176.0,13627781120.0,7.0,0.005758,13642221977.6,0.01938,0.0008434,0.005786,0.06571,163586863104,9.144734614878189,23.3367489037909,0.005972131270288897
54,10,48.6,228577,0.0,13647826944,61.2,96.7,97.4,155.0,88.8,344.0,95.1,118.0,225.0,102.0,947,667.0,4396.0,541,50.0,102.0,91.5,451.0,249.0,208.0,42.4,59.0,148.0,142.0,9477,0.0201,0.00176,0.00151,0.0125,0.00015,0.000545,0.000364,0.00722,0.001,0.00326,0.000976,0.000175,0.00344,0.00609,0.00444,0.000393,0.000156,0.000497,0.00394,0.00132,0.00159,0.00094,0.000559,0.000256,0.0061,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00599,0.00592,0.00568,0.00558,0.00562,7.0,10.0,6.0,6.0,6.0,13646499840.0,13645279232.0,13643915264.0,13640421376.0,13634994176.0,7.8,0.005854,13644788531.2,0.019340000000000003,0.0009414,0.006258,0.07181,177234690048,9.156728602527533,23.336846147735507,0.00608147031586796
56,13,66.15384615384616,233076,0.0,13652541440,71.9,99.7,96.4,157.0,92.4,350.0,94.2,238.0,223.0,152.0,2397,629.0,4360.0,559,50.0,107.0,90.5,460.0,254.0,206.0,42.0,60.1,151.0,141.0,11081,0.0204,0.00174,0.0015,0.0128,0.00015,0.000555,0.000361,0.00736,0.000992,0.00333,0.000993,0.000173,0.00342,0.00631,0.00453,0.00039,0.000155,0.00104,0.00401,0.0013,0.00157,0.000957,0.000568,0.000253,0.00624,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0061,0.00599,0.00592,0.00568,0.00558,10.0,7.0,10.0,6.0,6.0,13647826944.0,13646499840.0,13645279232.0,13643915264.0,13640421376.0,9.2,0.005986,13647212544.0,0.019700000000000002,0.0009586000000000001,0.006737999999999999,0.07805,190887231488,9.313077449427295,23.337191527400734,0.006220611813056178
58,11,61.0,237712,0.0,13654548480,73.2,98.9,95.5,160.0,91.4,356.0,93.2,242.0,221.0,155.0,2441,653.0,4324.0,577,97.6,106.0,89.6,468.0,258.0,204.0,40.5,61.2,153.0,139.0,11200,0.0192,0.00173,0.00148,0.013,0.000149,0.000518,0.000357,0.00749,0.000982,0.00339,0.00101,0.000171,0.00339,0.00653,0.00462,0.000386,0.000153,0.00105,0.00408,0.00129,0.00156,0.000974,0.000578,0.00025,0.0062,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00624,0.0061,0.00599,0.00592,0.00568,13.0,10.0,7.0,10.0,6.0,13652541440.0,13647826944.0,13646499840.0,13645279232.0,13643915264.0,10.2,0.00609,13649339187.2,0.01974,0.0009758,0.0072239999999999995,0.08424999999999999,204541779968,9.32375833901174,23.337338525122526,0.006180859075081115
60,12,69.58333333333333,213278,0.0,13656920064,74.5,98.0,94.5,163.0,90.4,363.0,92.3,247.0,219.0,158.0,2485,646.0,4287.0,595,99.4,105.0,88.7,477.0,263.0,202.0,42.1,62.3,156.0,138.0,11245,0.0195,0.00172,0.00147,0.0156,0.000147,0.00138,0.000353,0.00762,0.000972,0.00346,0.00213,0.00017,0.00336,0.00675,0.00471,0.000382,0.00015,0.00107,0.00416,0.00128,0.00154,0.00099,0.000588,0.00025,0.00665,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0062,0.00624,0.0061,0.00599,0.00592,11.0,13.0,10.0,7.0,10.0,13654548480.0,13652541440.0,13647826944.0,13646499840.0,13645279232.0,10.6,0.006236,13651667353.6,0.01978,0.0012136,0.007356,0.0909,218198700032,9.327767788852148,23.337512194583173,0.006627986290220945
62,9,62.0,217201,0.0,13661982720,75.8,97.2,93.6,313.0,89.5,369.0,94.3,251.0,216.0,161.0,2529,640.0,4251.0,613,101.0,104.0,90.3,448.0,268.0,203.0,41.7,63.5,231.0,136.0,11480,0.0199,0.0017,0.00149,0.0159,0.000146,0.0014,0.00035,0.0115,0.000967,0.00352,0.00216,0.000168,0.00333,0.00697,0.0048,0.000378,0.000148,0.00109,0.00423,0.00126,0.00152,0.00101,0.000598,0.000247,0.00707,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00665,0.0062,0.00624,0.0061,0.00599,12.0,11.0,13.0,10.0,7.0,13656920064.0,13654548480.0,13652541440.0,13647826944.0,13646499840.0,11.0,0.006451999999999999,13654763929.6,0.019819999999999997,0.0014537999999999999,0.008237999999999999,0.09797,231860682752,9.348448774093812,23.33788282850633,0.007045124726637286
64,14,134.0,218483,0.0,13664264192,77.1,96.3,92.7,318.0,88.5,865.0,93.4,255.0,214.0,164.0,2573,633.0,4263.0,631,103.0,103.0,89.4,448.0,272.0,201.0,41.2,98.4,235.0,135.0,12091,0.0202,0.00169,0.00147,0.0162,0.000144,0.00143,0.000346,0.0117,0.000958,0.00359,0.0022,0.00017,0.00331,0.00719,0.00489,0.000366,0.000147,0.00111,0.0043,0.00125,0.00151,0.00105,0.000608,0.000245,0.00717,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00707,0.00665,0.0062,0.00624,0.0061,9.0,12.0,11.0,13.0,10.0,13661982720.0,13656920064.0,13654548480.0,13652541440.0,13647826944.0,11.8,0.006666,13658051379.2,0.01984,0.0016986000000000002,0.009134,0.10514,245524946944,9.40029935589935,23.338049808773505,0.007144417760319627
66,15,79.4,221824,0.0,13661655040,78.4,95.5,91.7,324.0,87.5,880.0,92.4,260.0,216.0,166.0,2617,626.0,4226.0,649,105.0,102.0,88.4,1632.0,277.0,199.0,40.8,100.0,240.0,133.0,13326,0.0206,0.00167,0.00146,0.0165,0.000136,0.00145,0.000355,0.0119,0.000948,0.00365,0.00223,0.000168,0.00328,0.00741,0.00498,0.000362,0.000145,0.00113,0.00438,0.00124,0.00149,0.00107,0.000618,0.000242,0.00728,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00717,0.00707,0.00665,0.0062,0.00624,14.0,9.0,12.0,11.0,13.0,13664264192.0,13661982720.0,13656920064.0,13654548480.0,13652541440.0,12.2,0.006874,13659874099.2,0.019880000000000002,0.0019459999999999998,0.010041999999999999,0.11241999999999999,259186601984,9.497547331579726,23.337858843413066,0.007253628711308066
68,10,55.9,225489,0.0,13657927680,87.6,94.6,90.8,329.0,86.5,894.0,91.4,444.0,214.0,169.0,2661,620.0,4190.0,957,106.0,101.0,87.5,1659.0,282.0,197.0,40.3,102.0,244.0,132.0,13880,0.0197,0.00166,0.00144,0.0167,0.000142,0.00147,0.000351,0.0121,0.000938,0.00367,0.00227,0.000167,0.00325,0.00763,0.00682,0.000358,0.000144,0.00115,0.00445,0.00123,0.00147,0.00109,0.00101,0.000239,0.00746,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00728,0.00717,0.00707,0.00665,0.0062,15.0,14.0,9.0,12.0,11.0,13661655040.0,13664264192.0,13661982720.0,13656920064.0,13654548480.0,12.0,0.007126,13660549939.2,0.019979999999999998,0.002198,0.010964,0.11987999999999999,272844529664,9.53827627757511,23.337585972479346,0.00743231181729585
70,20,104.2,228725,0.0,13653557248,89.0,93.8,93.5,334.0,85.5,909.0,90.4,452.0,211.0,172.0,2705,613.0,4153.0,983,108.0,99.9,86.6,1687.0,286.0,194.0,39.9,104.0,248.0,128.0,13967,0.0201,0.00164,0.00143,0.0169,0.00014,0.0015,0.000347,0.0123,0.000928,0.00373,0.0033,0.000165,0.00322,0.00721,0.00694,0.000355,0.000142,0.00116,0.00452,0.00121,0.00146,0.0011,0.00102,0.000237,0.00759,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00746,0.00728,0.00717,0.00707,0.00665,10.0,15.0,14.0,9.0,12.0,13657927680.0,13661655040.0,13664264192.0,13661982720.0,13656920064.0,13.6,0.007313999999999999,13659877376.0,0.0201,0.0024319999999999997,0.011899999999999999,0.12747,286498086912,9.544524278079383,23.337265928948316,0.007561340873825822
72,17,62.94117647058823,231052,0.0,13657837568,90.4,94.1,92.6,340.0,79.3,924.0,89.4,459.0,209.0,162.0,5969,607.0,4116.0,1009,110.0,98.9,85.6,1714.0,474.0,192.0,39.4,105.0,252.0,126.0,17439,0.0204,0.00163,0.00141,0.0172,0.000138,0.00152,0.000344,0.0158,0.00092,0.0038,0.00336,0.000163,0.0032,0.00741,0.00707,0.000351,0.000141,0.0011,0.00491,0.00121,0.00144,0.00112,0.00104,0.000235,0.00799,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00759,0.00746,0.00728,0.00717,0.00707,20.0,10.0,15.0,14.0,9.0,13653557248.0,13657927680.0,13661655040.0,13664264192.0,13661982720.0,15.2,0.0074979999999999995,13659048345.6,0.020200000000000003,0.002672,0.012759999999999999,0.13546,300155924480,9.76652169746297,23.33757937467773,0.007958248965046415
74,15,113.6,234891,0.0,13659734016,91.8,93.3,91.6,536.0,83.1,938.0,88.5,466.0,207.0,162.0,6064,600.0,4111.0,1035,103.0,99.2,84.7,1742.0,482.0,190.0,39.5,134.0,256.0,125.0,17824,0.0207,0.00161,0.0014,0.0175,0.000137,0.00154,0.00034,0.0161,0.00091,0.00386,0.00341,0.000162,0.00317,0.00761,0.00719,0.000331,0.000121,0.00217,0.00498,0.0012,0.00142,0.00114,0.00106,0.000233,0.00819,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00799,0.00759,0.00746,0.00728,0.00717,17.0,20.0,10.0,15.0,14.0,13657837568.0,13653557248.0,13657927680.0,13661655040.0,13664264192.0,15.4,0.0077020000000000005,13658142310.4,0.0203,0.002914,0.01364,0.14365,313815658496,9.788357245282496,23.33771821923037,0.00815664395027195
76,15,76.0,238730,0.0,13663899648,93.3,92.4,90.6,544.0,82.1,953.0,87.5,474.0,205.0,246.0,6160,593.0,4074.0,1061,192.0,98.2,78.6,2640.0,489.0,188.0,39.1,137.0,260.0,124.0,19001,0.021,0.0016,0.00133,0.0177,0.000135,0.00156,0.000336,0.0163,0.0009,0.00393,0.00346,0.000163,0.00307,0.00781,0.00731,0.000331,0.000127,0.00221,0.00506,0.00119,0.00141,0.00116,0.00107,0.00023,0.00829,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00819,0.00799,0.00759,0.00746,0.00728,15.0,17.0,20.0,10.0,15.0,13659734016.0,13657837568.0,13653557248.0,13657927680.0,13661655040.0,15.4,0.007904,13658591232.0,0.020380000000000002,0.0031600000000000005,0.01452,0.15194,327479558144,9.852299515766695,23.338023129776545,0.008255826684622875
78,13,58.23076923076923,214780,0.0,13663731712,94.7,91.5,89.6,552.0,81.2,968.0,80.2,481.0,203.0,250.0,6255,587.0,4037.0,1087,195.0,97.2,82.0,2681.0,497.0,185.0,38.6,139.0,244.0,122.0,19138,0.0213,0.00158,0.0014,0.018,0.000134,0.00146,0.000332,0.0166,0.000891,0.00399,0.00351,0.000161,0.00316,0.00801,0.00743,0.000345,0.000125,0.00224,0.00514,0.00117,0.00139,0.00117,0.00109,0.000227,0.00841,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00829,0.00819,0.00799,0.00759,0.00746,15.0,15.0,17.0,20.0,10.0,13663899648.0,13659734016.0,13657837568.0,13653557248.0,13657927680.0,16.0,0.008094,13659752038.4,0.0207,0.003408,0.01542,0.16035,341143289856,9.859483417038073,23.33801083921263,0.008374832982179899
80,30,135.9,216381,0.0,13663977472,96.1,90.7,88.7,561.0,80.2,1685.0,83.7,665.0,201.0,254.0,6351,580.0,4000.0,1113,197.0,96.2,81.1,2722.0,505.0,183.0,38.2,141.0,244.0,121.0,20177,0.0217,0.00157,0.00138,0.0183,0.000132,0.00274,0.00032,0.0168,0.000881,0.00406,0.00357,0.000159,0.00313,0.00821,0.00755,0.000341,0.000124,0.00227,0.00522,0.00116,0.00138,0.0011,0.0011,0.000225,0.00862,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00841,0.00829,0.00819,0.00799,0.00759,13.0,15.0,15.0,17.0,20.0,13663731712.0,13663899648.0,13659734016.0,13657837568.0,13653557248.0,18.0,0.0083,13661836083.2,0.02102,0.003462,0.016319999999999998,0.16896999999999998,354807267328,9.912348180968324,23.338028825352506,0.008583059930473947
82,17,98.3529411764706,217880,0.0,13665738752,119.0,89.8,87.7,569.0,79.2,1710.0,82.7,674.0,198.0,258.0,6446,574.0,3963.0,1457,200.0,95.1,80.1,2764.0,512.0,181.0,37.7,143.0,456.0,120.0,20898,0.022,0.00155,0.00137,0.0186,0.000131,0.00278,0.000334,0.0171,0.000871,0.00415,0.00362,0.000157,0.0031,0.00841,0.00712,0.000337,0.000123,0.00231,0.00562,0.00115,0.00137,0.0013,0.00112,0.000222,0.00873,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.00862,0.00841,0.00829,0.00819,0.00799,30.0,13.0,15.0,15.0,17.0,13663977472.0,13663731712.0,13663899648.0,13659734016.0,13657837568.0,18.0,0.008448,13663416320.0,0.02134,0.0035139999999999998,0.01658,0.17769999999999997,368473006080,9.947456589918252,23.338157716555614,0.008692113887505714
