Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,high_i_o_read,high_i_o_write,high_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"pod_restart_{container=""main"", instance=""kube""","pod_restart_{container=""redis"", instance=""kube""","pod_restart_{container=""server"", instance=""kube""","pod_restart_{container=""server"", instance=""kube.2""","pod_restart_{container=""server"", instance=""kube.3""","pod_restart_{container=""server"", instance=""kube.4""","pod_restart_{container=""server"", instance=""kube.5""","pod_restart_{container=""server"", instance=""kube.6""","pod_restart_{container=""server"", instance=""kube.7""","pod_restart_{container=""server"", instance=""kube.8""","pod_restart_{container=""server"", instance=""kube.9"""
22,2,94.0,146269,0.0,13515132928,,,,,,108.0,2.62,139.0,,312.0,72.4,,1758.0,0.0203,0.01,0.000306,0.00449,0.00544,0.000142,0.00274,0.000273,0.000179,0.00127,0.00123,0.000362,0.00609,0,0,0,0,0,0,0,0,0,0,0
24,3,142.33333333333334,148486,0.0,13516673024,,,,,,105.0,2.48,137.0,,312.0,71.3,,1762.0,0.0206,0.0102,0.000287,0.00456,0.00553,0.000141,0.00272,0.000277,0.000182,0.00127,0.00122,0.000329,0.0062,0,0,0,0,0,0,0,0,0,0,0
26,4,132.0,150950,0.0,13522096128,,,,,,105.0,2.48,137.0,,302.0,68.1,,1750.0,0.0187,0.0103,0.000291,0.00463,0.00561,0.000139,0.0027,0.000274,0.000185,0.00133,0.0012,0.000341,0.00612,0,0,0,0,0,0,0,0,0,0,0
28,3,119.0,152272,0.0,13521399808,,,,,,105.0,1.72,142.0,,314.0,70.4,,1770.0,0.019,0.0105,0.000296,0.0047,0.0057,0.000138,0.00268,0.000272,0.000188,0.00131,0.00119,0.000348,0.0062,0,0,0,0,0,0,0,0,0,0,0
30,3,115.0,142895,0.0,13523927040,,,,,,106.0,1.75,142.0,,317.0,70.7,,1765.0,0.0193,0.0113,0.0003,0.00612,0.00534,0.000137,0.00266,0.000269,0.000192,0.0013,0.00118,0.000354,0.00644,0,0,0,0,0,0,0,0,0,0,0
32,5,107.0,144697,0.0,13528641536,,,,,,106.0,1.7,143.0,,315.0,70.7,,1763.0,0.0196,0.0115,0.000304,0.0062,0.00519,0.000135,0.00273,0.000266,0.000178,0.00129,0.00116,0.000361,0.00657,0,0,0,0,0,0,0,0,0,0,0
34,8,150.5,146886,0.0,13529481216,,,,,,103.0,1.7,144.0,,312.0,71.3,,1770.0,0.0199,0.0116,0.000308,0.00629,0.00526,0.000134,0.00271,0.000264,0.000364,0.00128,0.00115,0.000367,0.00626,0,0,0,0,0,0,0,0,0,0,0
36,7,193.0,147896,0.0,13535490048,,,,,,106.0,1.7,142.0,,312.0,71.7,,1746.0,0.0202,0.0118,0.000313,0.00638,0.00534,0.000132,0.00269,0.000266,0.00037,0.00127,0.00113,0.000374,0.00635,0,0,0,0,0,0,0,0,0,0,0
38,6,120.5,148551,0.0,13548306432,,,,,,106.0,1.7,142.0,,303.0,73.0,,1768.0,0.0205,0.012,0.000377,0.00647,0.00541,0.000131,0.00266,0.000263,0.000376,0.00125,0.00112,0.00038,0.00644,0,0,0,0,0,0,0,0,0,0,0
40,13,270.9230769230769,151583,0.0,13555712000,,,,,,104.0,1.81,140.0,,318.0,73.0,,1769.0,0.0208,0.0121,0.000382,0.00656,0.00549,0.00013,0.00264,0.00026,0.000382,0.00124,0.0011,0.000386,0.00652,0,0,0,0,0,0,0,0,0,0,0
42,11,128.63636363636363,153313,0.0,13560369152,,,,,,103.0,1.71,138.0,,318.0,70.5,,1763.0,0.0211,0.0123,0.000387,0.00665,0.00556,0.000128,0.00256,0.000258,0.000388,0.00124,0.00108,0.000393,0.0066,0,0,0,0,0,0,0,0,0,0,0
44,12,137.33333333333334,154613,0.0,13570039808,,,,,,103.0,1.64,138.0,,320.0,72.9,,1751.0,0.0209,0.0125,0.000392,0.00674,0.00563,0.000127,0.00254,0.000255,0.000394,0.00123,0.00107,0.000452,0.00662,0,0,0,0,0,0,0,0,0,0,0
46,12,99.66666666666669,156107,0.0,13562155008,,,,,,99.7,0.724,134.0,,307.0,72.9,,1736.0,0.0212,0.0126,0.000397,0.00683,0.00526,0.000125,0.00252,0.000252,0.0004,0.00122,0.00105,0.000459,0.00664,0,0,0,0,0,0,0,0,0,0,0
48,9,140.11111111111111,149014,0.0,13579210752,,,,,,104.0,0.724,138.0,,317.0,72.9,,1751.0,0.0215,0.0119,0.000402,0.0138,0.00533,0.000119,0.0025,0.00025,0.00038,0.0012,0.00104,0.000466,0.00743,0,0,0,0,0,0,0,0,0,0,0
50,13,150.0,149008,0.0,13584674816,,,,,,104.0,0.681,144.0,,317.0,71.9,,1776.0,0.0218,0.0163,0.000407,0.014,0.0054,0.000125,0.00247,0.000241,0.00038,0.00119,0.00102,0.000474,0.00788,0,0,0,0,0,0,0,0,0,0,0
52,11,150.0,153489,0.0,13592457216,,,,,,104.0,0.681,144.0,,314.0,71.9,,1771.0,0.022,0.0165,0.000413,0.0142,0.00547,0.000123,0.00245,0.000238,0.00121,0.00118,0.00101,0.000481,0.00792,0,0,0,0,0,0,0,0,0,0,0
54,14,140.28571428571428,155006,0.0,13599387648,,,,,,106.0,0.721,138.0,,314.0,71.9,,1762.0,0.0223,0.0167,0.00055,0.0143,0.00553,0.000122,0.00243,0.000235,0.00122,0.00117,0.000993,0.000488,0.00803,0,0,0,0,0,0,0,0,0,0,0
56,18,166.11111111111111,156564,0.0,13599834112,,,,,,106.0,0.721,143.0,,314.0,68.9,,1767.0,0.0226,0.0169,0.000557,0.0145,0.0056,0.00012,0.00241,0.000233,0.00124,0.00115,0.000978,0.000496,0.00812,0,0,0,0,0,0,0,0,0,0,0
58,15,151.0,158016,0.0,13612212224,,,,,,106.0,153.0,143.0,,318.0,71.3,,1925.0,0.0232,0.0172,0.000564,0.0147,0.00567,0.000119,0.00239,0.00023,0.00126,0.00113,0.000964,0.000591,0.00824,0,0,0,0,0,0,0,0,0,0,0
60,15,89.66666666666667,159864,0.0,13623492608,,,,,,104.0,160.0,143.0,,319.0,71.3,,1927.0,0.0235,0.0174,0.00057,0.0149,0.00574,0.000118,0.00237,0.000227,0.00128,0.00112,0.00095,0.000599,0.00851,0,0,0,0,0,0,0,0,0,0,0
62,22,108.54545454545456,161351,0.0,13624815616,,,,,,104.0,160.0,145.0,,316.0,71.0,,1926.0,0.0238,0.0176,0.000577,0.0151,0.00581,0.000116,0.00235,0.000224,0.00129,0.00111,0.000935,0.000608,0.00859,0,0,0,0,0,0,0,0,0,0,0
64,14,299.14285714285717,163308,0.0,13625827328,,,,,,102.0,160.0,146.0,,306.0,71.0,,1906.0,0.0241,0.0178,0.000584,0.0152,0.0055,0.000115,0.00232,0.000235,0.00131,0.0011,0.00092,0.000617,0.00872,0,0,0,0,0,0,0,0,0,0,0
66,25,308.8,159993,0.0,13627240448,,,,,,102.0,292.0,146.0,,314.0,71.0,,2037.0,0.0244,0.017,0.00059,0.0154,0.00556,0.000106,0.00217,0.000232,0.00211,0.00109,0.000906,0.000625,0.00879,0,0,0,0,0,0,0,0,0,0,0
68,19,237.47368421052633,152935,0.0,13634715648,,,,,,104.0,292.0,143.0,,314.0,71.0,,2041.0,0.0247,0.0189,0.000597,0.0239,0.00562,0.000112,0.00217,0.000229,0.00214,0.000994,0.000891,0.000751,0.00972,0,0,0,0,0,0,0,0,0,0,0
70,21,254.42857142857144,154200,0.0,13633138688,,,,,,104.0,361.0,143.0,,319.0,70.7,,2132.0,0.025,0.0191,0.00057,0.0242,0.00569,0.000111,0.00225,0.000226,0.00216,0.000994,0.000874,0.000762,0.0098,0,0,0,0,0,0,0,0,0,0,0
72,16,160.1875,154747,0.0,13622095872,,,,,,104.0,379.0,140.0,,321.0,70.7,,2149.0,0.0253,0.0193,0.000972,0.0245,0.00575,0.000109,0.00223,0.000224,0.00219,0.00103,0.00086,0.000772,0.00998,0,0,0,0,0,0,0,0,0,0,0
74,19,380.10526315789474,155958,0.0,13615730688,,,,,,106.0,398.0,141.0,,321.0,70.1,,2169.0,0.0242,0.0195,0.000983,0.0248,0.00582,0.000108,0.00221,0.000221,0.00222,0.00102,0.000845,0.000782,0.0102,0,0,0,0,0,0,0,0,0,0,0
76,18,359.0,157300,0.0,13616664576,,,,,,106.0,509.0,141.0,,316.0,70.9,,2268.0,0.0242,0.0197,0.000993,0.025,0.00567,0.000107,0.00219,0.000218,0.00225,0.00101,0.00083,0.000792,0.0102,0,0,0,0,0,0,0,0,0,0,0
78,25,431.32,158654,0.0,13625499648,,,,,,106.0,509.0,144.0,,303.0,70.9,,2268.0,0.0266,0.0199,0.001,0.0309,0.00573,0.000105,0.00217,0.000215,0.00228,0.000999,0.000816,0.000803,0.011,0,0,0,0,0,0,0,0,0,0,0
80,32,387.8125,159885,0.0,13632446464,,,,,,106.0,509.0,144.0,,311.0,69.9,,2271.0,0.0269,0.0201,0.00101,0.0312,0.00579,0.000104,0.00214,0.000195,0.0023,0.000987,0.000801,0.000922,0.0111,0,0,0,0,0,0,0,0,0,0,0
82,31,187.7741935483871,153924,0.0,13643284480,,,,,,107.0,529.0,146.0,,315.0,69.5,,2306.0,0.0272,0.0207,0.00103,0.0316,0.00585,0.000102,0.00212,0.000193,0.0022,0.000975,0.000786,0.000934,0.0113,0,0,0,0,0,0,0,0,0,0,0
84,21,183.42857142857144,155140,0.0,13654261760,,,,,,107.0,642.0,147.0,,315.0,69.5,,2419.0,0.0275,0.0209,0.00104,0.0319,0.00591,0.000101,0.0021,0.00019,0.0022,0.000964,0.000772,0.000945,0.0114,0,0,0,0,0,0,0,0,0,0,0
86,32,238.96875,155312,0.0,13657214976,,,,,,108.0,681.0,147.0,,314.0,69.5,,2450.0,0.0278,0.0212,0.00105,0.0323,0.00598,0.000104,0.00208,0.000187,0.0037,0.000944,0.000673,0.000957,0.0118,0,0,0,0,0,0,0,0,0,0,0
88,32,161.125,155465,0.0,13670617088,,,,,,108.0,681.0,145.0,,314.0,70.1,,2447.0,0.0281,0.0214,0.00106,0.0326,0.00604,0.000103,0.00205,0.000185,0.00375,0.000933,0.000732,0.000969,0.012,0,0,0,0,0,0,0,0,0,0,0
90,30,112.8,156601,0.0,13673328640,,,,,,108.0,681.0,145.0,,318.0,69.4,,2456.0,0.0284,0.0216,0.00148,0.0329,0.00584,0.000101,0.00203,0.000182,0.00379,0.000921,0.000718,0.00098,0.0121,0,0,0,0,0,0,0,0,0,0,0
92,27,193.96296296296296,157776,0.0,13678870528,,,,,,107.0,790.0,142.0,,318.0,70.7,,2549.0,0.0287,0.0218,0.00149,0.0333,0.0059,9.97e-05,0.00201,0.000164,0.00383,0.000909,0.000703,0.000992,0.0122,0,0,0,0,0,0,0,0,0,0,0
94,35,196.77142857142857,160831,0.0,13685813248,,,,,,109.0,831.0,142.0,,305.0,70.7,,2596.0,0.029,0.022,0.00151,0.0336,0.00596,9.82e-05,0.00199,0.000164,0.00388,0.000897,0.000689,0.001,0.0123,0,0,0,0,0,0,0,0,0,0,0
96,26,237.19230769230768,162609,0.0,13690957824,,,,,,109.0,831.0,142.0,,317.0,70.7,,2601.0,0.0308,0.0223,0.00152,0.0339,0.00602,9.67e-05,0.00197,0.000173,0.00392,0.000885,0.000674,0.00102,0.0126,0,0,0,0,0,0,0,0,0,0,0
98,30,411.7,154224,0.0,13701054464,,,,,,105.0,831.0,142.0,,320.0,69.2,,2602.0,0.0311,0.0232,0.00154,0.0432,0.00608,9.51e-05,0.00193,0.000171,0.005,0.000874,0.00066,0.00134,0.0137,0,0,0,0,0,0,0,0,0,0,0
100,33,160.0909090909091,154103,0.0,13710258176,,,,,,107.0,964.0,142.0,,320.0,69.2,,2737.0,0.0314,0.0234,0.00155,0.0436,0.00614,9.29e-05,0.00191,0.000168,0.00506,0.000862,0.000645,0.00135,0.0141,0,0,0,0,0,0,0,0,0,0,0
102,29,294.58620689655174,155135,0.0,13705883648,,,,,,107.0,964.0,141.0,,318.0,69.9,,2730.0,0.0317,0.0236,0.00157,0.044,0.0062,9.15e-05,0.00189,0.000166,0.00511,0.000861,0.000631,0.00137,0.0142,0,0,0,0,0,0,0,0,0,0,0
104,34,178.58823529411765,156174,0.0,13714501632,,,,,,107.0,964.0,141.0,,315.0,69.9,,2727.0,0.032,0.0238,0.00158,0.0444,0.00626,9e-05,0.00187,0.000163,0.00517,0.000849,0.000519,0.00138,0.0143,0,0,0,0,0,0,0,0,0,0,0
106,32,122.625,157127,0.0,13713141760,,,,,,108.0,1112.0,142.0,,315.0,69.2,,2886.0,0.0323,0.0241,0.00195,0.0449,0.00606,8.85e-05,0.00185,0.000161,0.00522,0.000837,0.000519,0.0014,0.0146,0,0,0,0,0,0,0,0,0,0,0
108,39,238.1794871794872,159235,0.0,13716369408,,,,,,108.0,1112.0,142.0,,318.0,69.9,,2886.0,0.0327,0.0243,0.00197,0.0453,0.00612,8.7e-05,0.00182,0.000158,0.00528,0.000825,0.00058,0.00141,0.0147,0,0,0,0,0,0,0,0,0,0,0
110,37,124.70270270270272,155035,0.0,13724688384,,,,,,108.0,1192.0,142.0,,319.0,70.8,,2972.0,0.033,0.0253,0.00199,0.0457,0.00617,7.1e-05,0.00179,0.000155,0.00534,0.000813,0.000565,0.00143,0.0152,0,0,0,0,0,0,0,0,0,0,0
112,30,154.46666666666667,154069,0.0,13728800768,,,,,,104.0,1192.0,142.0,,320.0,70.5,,2972.0,0.0333,0.0256,0.00201,0.0461,0.00623,6.98e-05,0.00177,0.000154,0.00539,0.000801,0.000551,0.00162,0.0154,0,0,0,0,0,0,0,0,0,0,0
114,42,145.21428571428572,155646,0.0,13734322176,,,,,,111.0,1261.0,142.0,,320.0,70.5,,3049.0,0.0319,0.0258,0.00203,0.0536,0.00629,6.85e-05,0.00175,0.000154,0.00517,0.000789,0.000536,0.00164,0.016,0,0,0,0,0,0,0,0,0,0,0
116,37,130.1891891891892,156519,0.0,13737897984,,,,,,111.0,1261.0,140.0,,307.0,71.1,,3034.0,0.036,0.026,0.00204,0.0541,0.00634,6.73e-05,0.00173,0.000163,0.00714,0.000762,0.000522,0.00165,0.0166,0,0,0,0,0,0,0,0,0,0,0
118,43,182.3953488372093,157422,0.0,13743697920,,,,,,111.0,1326.0,144.0,,318.0,68.6,,3121.0,0.0363,0.0263,0.00206,0.0546,0.0064,6.6e-05,0.00171,0.00016,0.00721,0.000751,0.000507,0.00167,0.0167,0,0,0,0,0,0,0,0,0,0,0
120,34,143.2941176470588,159743,0.0,13746638848,,,,8.79,8.49,106.0,1427.0,144.0,,318.0,67.4,,3232.0,0.0366,0.0265,0.00208,0.0551,0.00627,6.48e-05,0.00169,0.000157,0.00729,0.000739,0.000493,0.00169,0.0169,0,0,0,0,0,0,0,0,0,0,0
122,44,153.3181818181818,160360,0.0,13750218752,28.3,1.95,25.2,11.5,11.2,110.0,1427.0,139.0,,320.0,64.8,,3310.0,0.037,0.0267,0.00201,0.0556,0.00632,6.35e-05,0.00166,0.000154,0.00736,0.000727,0.000479,0.0017,0.0173,0,0,0,0,0,0,0,0,0,0,0
124,43,148.1627906976744,161222,0.0,13752156160,34.8,2.33,31.1,12.8,9.93,110.0,1427.0,143.0,,320.0,63.7,,3348.0,0.0373,0.027,0.00248,0.0561,0.00638,6.23e-05,0.00164,0.000152,0.00743,0.000716,0.000471,0.00172,0.0175,0,0,0,0,0,0,0,0,0,0,0
126,44,199.0,155023,0.0,13753905152,30.3,2.72,37.0,15.2,25.1,109.0,1459.0,143.0,,318.0,62.5,,3397.0,0.0377,0.0293,0.0025,0.0565,0.00643,6.23e-05,0.00162,0.000149,0.0075,0.000704,0.000456,0.00174,0.018,0,0,0,0,0,0,0,0,0,0,0
128,37,133.21621621621622,155340,0.0,13765521408,35.0,9.5,35.2,13.7,29.1,105.0,1529.0,143.0,,318.0,60.7,,3456.0,0.0399,0.0295,0.00252,0.057,0.00649,6.1e-05,0.0016,0.000146,0.00899,0.000692,0.000442,0.00167,0.0185,0,0,0,0,0,0,0,0,0,0,0
130,41,197.0,158748,0.0,13756063744,39.7,10.8,40.1,13.7,33.2,103.0,1529.0,139.0,8.43,318.0,59.6,,3454.0,0.0403,0.0298,0.00254,0.0575,0.00654,5.97e-05,0.00158,0.000134,0.00908,0.000681,0.000427,0.00214,0.0187,0,0,0,0,0,0,0,0,0,0,0
132,47,169.2340425531915,159370,0.0,13713096704,40.8,13.2,44.9,23.4,40.7,103.0,1592.0,136.0,10.8,306.0,58.4,,3518.0,0.0406,0.03,0.00257,0.058,0.0066,5.85e-05,0.00155,0.000131,0.00916,0.000666,0.000413,0.00216,0.0189,0,0,0,0,0,0,0,0,0,0,0
134,43,196.0,160397,0.0,13714399232,45.2,14.6,40.0,25.9,45.2,101.0,1668.0,134.0,10.6,322.0,57.5,12.3,3624.0,0.041,0.0303,0.00259,0.0666,0.00666,5.72e-05,0.00153,0.000129,0.00925,0.000654,0.000398,0.00218,0.0201,0,0,0,0,0,0,0,0,0,0,0
136,52,142.15384615384616,161080,0.0,13708410880,49.5,16.5,43.9,28.4,49.6,98.9,1761.0,132.0,12.5,322.0,56.4,16.0,3712.0,0.0413,0.0305,0.00305,0.0672,0.00657,5.59e-05,0.00151,0.000126,0.00933,0.000643,0.000391,0.0022,0.0203,0,0,0,0,0,0,0,0,0,0,0
138,44,259.6363636363636,161800,0.0,13628801024,43.8,18.0,47.0,26.2,44.5,98.9,1775.0,130.0,14.4,322.0,56.2,19.6,3713.0,0.0417,0.0308,0.00308,0.0677,0.00663,4.95e-05,0.00149,0.000123,0.00942,0.000631,0.000376,0.00222,0.0205,0,0,0,0,0,0,0,0,0,0,0
140,43,196.0,161608,0.0,13633818624,52.6,32.5,50.9,28.3,63.3,97.0,1775.0,127.0,12.6,297.0,55.1,24.1,3723.0,0.042,0.031,0.0031,0.0683,0.00668,4.83e-05,0.00147,0.000124,0.0095,0.00062,0.000361,0.00224,0.0208,0,0,0,0,0,0,0,0,0,0,0
142,56,251.1071428571429,158473,0.0,13641728000,56.6,35.0,54.7,30.4,68.2,95.2,1797.0,125.0,27.5,302.0,53.9,27.8,3780.0,0.0424,0.03,0.00313,0.0689,0.00674,4.72e-05,0.00148,0.000122,0.00959,0.000611,0.000346,0.00226,0.0208,0,0,0,0,0,0,0,0,0,0,0
144,63,248.984126984127,155412,0.0,13648338944,60.5,37.4,51.7,28.7,71.4,92.4,1855.0,123.0,30.4,297.0,52.4,31.6,3881.0,0.0427,0.0334,0.00315,0.0694,0.00679,4.6e-05,0.00146,0.000119,0.00968,0.0006,0.000331,0.00255,0.0214,0,0,0,0,0,0,0,0,0,0,0
146,43,200.0,158220,0.0,13655552000,57.0,35.2,55.1,49.1,76.1,90.6,1924.0,120.0,30.7,292.0,51.2,34.2,3950.0,0.0452,0.0337,0.00318,0.07,0.00685,4.49e-05,0.00144,0.000116,0.0119,0.000588,0.000317,0.00258,0.0219,0,0,0,0,0,0,0,0,0,0,0
148,48,164.64583333333334,160429,0.0,13657870336,60.5,43.4,58.5,52.1,80.8,88.7,1924.0,116.0,33.4,289.0,50.0,37.8,4095.0,0.0456,0.034,0.0032,0.0705,0.00677,4.38e-05,0.00142,0.000114,0.012,0.000576,0.000302,0.0026,0.0221,0,0,0,0,0,0,0,0,0,0,0
150,42,199.0,161132,0.0,13631221760,64.0,45.9,56.5,53.2,86.0,87.0,1844.0,114.0,33.8,283.0,48.4,40.5,4033.0,0.0459,0.0342,0.00373,0.0711,0.00682,4.26e-05,0.00139,0.000111,0.0121,0.000565,0.000287,0.00262,0.0222,0,0,0,0,0,0,0,0,0,0,0
152,60,228.98333333333332,162133,0.0,13637234688,63.2,48.3,59.5,56.1,90.7,85.1,1878.0,111.0,36.3,265.0,47.2,44.1,4086.0,0.0463,0.0345,0.00376,0.0787,0.00687,4.68e-05,0.00137,0.00012,0.0122,0.000553,0.000269,0.00265,0.023,0,0,0,0,0,0,0,0,0,0,0
154,66,200.0,161843,0.0,13640527872,66.5,46.1,62.6,59.0,95.4,85.8,1878.0,112.0,38.8,269.0,46.0,46.6,4153.0,0.0467,0.0348,0.00379,0.0793,0.00692,4.55e-05,0.0014,0.000117,0.0123,0.00053,0.000254,0.00267,0.0241,0,0,0,0,0,0,0,0,0,0,0
156,51,162.4313725490196,161875,0.0,13650812928,69.7,53.1,65.1,72.2,103.0,83.9,1938.0,109.0,40.7,263.0,44.9,50.1,4272.0,0.0471,0.035,0.00382,0.08,0.00698,4.42e-05,0.00138,0.000114,0.0124,0.000519,0.00024,0.00269,0.0243,0,0,0,0,0,0,0,0,0,0,0
158,54,417.8888888888889,162288,0.0,13671485440,66.8,55.6,68.2,75.6,108.0,82.0,1902.0,107.0,43.2,258.0,43.7,47.8,4265.0,0.0474,0.0353,0.00385,0.0806,0.00703,4.29e-05,0.00136,0.000111,0.0139,0.000507,0.000225,0.00272,0.0246,0,0,0,0,0,0,0,0,0,0,0
160,47,247.91489361702128,165198,0.0,13678153728,69.9,58.1,71.3,79.0,113.0,80.3,1866.0,104.0,52.3,244.0,42.6,54.1,4224.0,0.0494,0.0356,0.00388,0.0812,0.00708,4.16e-05,0.00133,0.000108,0.0141,0.000496,0.00021,0.00262,0.025,0,0,0,0,0,0,0,0,0,0,0
162,52,166.21153846153845,161605,0.0,13675655168,72.8,56.0,69.5,75.1,122.0,78.4,1831.0,102.0,55.1,248.0,41.4,57.4,4302.0,0.0498,0.0344,0.00441,0.0818,0.00703,4.03e-05,0.00131,0.000105,0.0142,0.000484,0.000196,0.00318,0.0251,0,0,0,0,0,0,0,0,0,0,0
164,73,234.34246575342465,158857,0.0,13678448640,72.1,61.3,72.3,81.7,127.0,76.5,1929.0,99.4,57.9,242.0,40.3,60.7,4440.0,0.0502,0.0383,0.00444,0.0824,0.00708,3.91e-05,0.00129,0.000102,0.0143,0.000473,0.000181,0.00321,0.0256,0,0,0,0,0,0,0,0,0,0,0
166,67,238.97014925373136,159186,0.0,13683376128,75.0,63.7,75.2,84.9,132.0,74.6,1891.0,97.0,59.4,237.0,39.1,65.5,4500.0,0.0506,0.0386,0.00447,0.083,0.00713,2.94e-05,0.00126,8.56e-05,0.0144,0.000462,,0.00323,0.0259,0,0,0,0,0,0,0,0,0,0,0
168,57,167.24561403508773,162047,0.0,13696905216,77.8,66.1,78.7,158.0,137.0,72.2,1852.0,94.2,62.1,236.0,38.0,68.8,4601.0,0.0509,0.0389,0.00451,0.0836,0.00719,2.84e-05,0.00105,9.62e-05,0.016,0.00044,,0.00326,0.0262,0,0,0,0,0,0,0,0,0,0,0
170,69,206.0,161156,0.0,13707325440,102.0,123.0,81.5,164.0,141.0,70.3,1735.0,91.8,60.3,230.0,37.1,66.8,4607.0,0.0513,0.0391,0.00454,0.0904,0.00724,2.74e-05,0.00105,9.31e-05,0.0161,0.000429,,0.00329,0.027,0,0,0,0,0,0,0,0,0,0,0
172,64,280.96875,164348,0.0,13710106624,106.0,127.0,84.4,305.0,146.0,68.4,1784.0,89.3,406.0,221.0,35.9,86.5,6483.0,0.0552,0.0394,0.00457,0.0911,0.00729,2.64e-05,0.00112,9e-05,0.0162,0.000418,,0.00331,0.0281,0,0,0,0,0,0,0,0,0,0,0
174,59,332.9830508474576,167224,0.0,13714182144,109.0,131.0,81.8,316.0,151.0,69.2,1745.0,86.9,423.0,216.0,34.7,90.3,6995.0,0.0556,0.0397,0.00507,0.0917,0.00734,2.54e-05,0.0011,8.69e-05,0.0164,0.000407,,0.00372,0.0284,0,0,0,0,0,0,0,0,0,0,0
176,63,211.0,166943,0.0,13717770240,113.0,136.0,144.0,326.0,163.0,67.2,1707.0,81.9,1086.0,211.0,33.6,94.2,10412.0,0.056,0.04,0.0051,0.0924,0.0074,2.44e-05,0.00108,8.38e-05,0.0165,0.000396,,0.00375,0.0288,0,0,0,0,0,0,0,0,0,0,0
178,59,211.0,162176,0.0,13694251008,168.0,301.0,149.0,692.0,168.0,65.2,1675.0,79.6,1127.0,208.0,32.5,124.0,11274.0,0.0565,0.0418,0.00514,0.093,0.00736,2.34e-05,0.00106,8.07e-05,0.0166,0.000385,,0.00378,0.0291,0,0,0,0,0,0,0,0,0,0,0
180,58,438.41379310344826,162106,0.0,13678592000,173.0,311.0,320.0,713.0,190.0,62.5,1636.0,77.2,1168.0,203.0,31.4,129.0,11647.0,0.0569,0.0421,0.00518,0.0937,0.00741,2.24e-05,0.00103,7.77e-05,0.0168,0.000373,,0.00381,0.0293,0,0,0,0,0,0,0,0,0,0,0
